study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
vaccination_study_06	T/NK	T_NK_lineage:12	2177	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.6637826057666358	0.6877802507211187	0.9760023550455172	0.7225308695727894	0.0537436839687643	0.5107946715663757	3.57556270096463	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:2033; Blood Cell:36; CD4 T Effector Memory:35; CD8 Naive / T Central Memory:27	T Cell:1494; CD4 Naive / T Central Memory:666; Treg:14; CD8 Naive / T Central Memory:2	Blood Cell:2150; Treg:24; RBC:2; CD4 T Cell (ab):1	CD4 Naive / T Central Memory:1072; Treg:371; Blood Cell:359; CD4 T Effector Memory:179	T Cell:1899; Blood Cell:278	CD4 Naive / T Central Memory:2172; Blood Cell:5	CD4 Naive / T Central Memory:1841; not_available:287; Treg:38; CD4 T Effector Memory:11	983.0	1623.0	3.29972505569458
vaccination_study_06	T/NK	T_NK_lineage:5	2163	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.6407705213009356	0.7171428722800626	0.923627649020873	0.7645030390637245	0.121590383726306	0.4502344627171256	3.15164123901988	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:1682; NK Cell:172; CD4 Naive / T Central Memory:117; Blood Cell:69	CD8 Cytotoxic / T Effector Memory:1736; T Cell:172; NK Cell:146; CD4 Naive / T Central Memory:66	Blood Cell:2108; MAIT Cell:50; NK Cell:5	CD8 Cytotoxic / T Effector Memory:1324; Blood Cell:424; NK Cell:106; ydT Cell:90	T Cell:1820; Blood Cell:237; NK Cell:106	CD8 Cytotoxic / T Effector Memory:2075; NK Cell:81; CD4 Naive / T Central Memory:5; Blood Cell:2	not_available:1951; CD4 T Effector Memory:200; CD4 Naive / T Central Memory:11; Treg:1	1118.0	1843.0	6.619504928588867
vaccination_study_06	T/NK	T_NK_lineage:8	1950	NK Cell	True	NK Cell	1.8355246149903668	0.8140869988090247	1.021437616181342	0.8638429788049251	0.1035897435897435	0.5132600732600733	3.592820512820513	1.0	cluster_consensus_marker_source_support	NK Cell:1575; CD8 Cytotoxic / T Effector Memory:204; Blood Cell:46; Plasma Cell:40	NK Cell:1375; CD8 Cytotoxic / T Effector Memory:483; CD4 Naive / T Central Memory:33; T Cell:28	Blood Cell:1887; NK Cell:44; Plasmacytoid DC:18; Classical Monocyte:1	NK Cell:1050; Blood Cell:712; CD8 Cytotoxic / T Effector Memory:105; CD8 T Cell (ab):26	NK Cell:1050; T Cell:721; Blood Cell:177; Lymphoid Cell:2	NK Cell:1912; CD8 Cytotoxic / T Effector Memory:35; Blood Cell:3	not_available:1928; CD4 T Effector Memory:19; CD4 Naive / T Central Memory:3	1164.0	1892.0	6.166303634643555
vaccination_study_06	T/NK	T_NK_lineage:13	1898	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.045698215271434	0.9410670386621144	0.1046311766093197	0.6523363346627422	0.0321390937829294	0.2278338100255908	1.594836670179136	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:600; MAIT Cell:479; CD4 Naive / T Central Memory:369; Blood Cell:170	MAIT Cell:560; T Cell:558; CD8 Cytotoxic / T Effector Memory:472; CD4 Naive / T Central Memory:235	Blood Cell:1200; MAIT Cell:681; Plasmacytoid DC:11; Treg:3	Blood Cell:533; MAIT Cell:318; CD4 T Cell (ab):256; CD8 Cytotoxic / T Effector Memory:236	T Cell:1532; Blood Cell:361; NK Cell:5	CD8 Cytotoxic / T Effector Memory:1719; CD4 Naive / T Central Memory:164; NK Cell:11; Blood Cell:3	not_available:1110; CD4 T Effector Memory:673; CD4 Naive / T Central Memory:111; Treg:4	1029.0	1704.0	8.03033447265625
vaccination_study_06	T/NK	T_NK_lineage:14	1885	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.3566368341963588	1.018926078452668	0.3377107557436909	0.6388129364844389	0.0127320954907161	0.4060629026146267	2.8424403183023874	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:895; CD4 T Effector Memory:654; Treg:117; Blood Cell:105	CD4 Naive / T Central Memory:1138; T Cell:609; CD4 T Effector Memory:63; Treg:48	Blood Cell:1775; Treg:75; MAIT Cell:32; Plasma Cell:1	CD4 T Effector Memory:666; Treg:555; CD4 T Cell (ab):306; Blood Cell:232	T Cell:1680; Blood Cell:205	CD4 Naive / T Central Memory:1856; CD8 Cytotoxic / T Effector Memory:28; Blood Cell:1	CD4 Naive / T Central Memory:1355; not_available:251; CD4 T Effector Memory:192; Treg:87	1094.0	1839.0	3.609106063842773
vaccination_study_06	T/NK	T_NK_lineage:16	1353	MAIT Cell	True	MAIT Cell	1.5088297910473285	1.0350038345460528	0.4738259565012754	0.6461275884289173	0.1485587583148558	0.4255094498996937	2.978566149297857	0.8571428571428571	cluster_consensus_marker_source_support	MAIT Cell:962; CD8 Cytotoxic / T Effector Memory:210; CD4 T Effector Memory:102; Blood Cell:50	MAIT Cell:670; CD4 Naive / T Central Memory:456; ydT Cell:82; Plasmablast:70	MAIT Cell:706; Blood Cell:558; Plasma Cell:74; CD4 T Effector Memory:11	MAIT Cell:494; Blood Cell:270; CD4 T Cell (ab):247; ydT Cell:133	T Cell:1102; Blood Cell:247; NK Cell:4	MAIT Cell:1198; CD4 Naive / T Central Memory:89; CD8 Cytotoxic / T Effector Memory:59; NK Cell:7	not_available:1254; CD4 T Effector Memory:85; CD4 Naive / T Central Memory:14	2051.0	5582.0	2.2744128704071045
vaccination_study_06	T/NK	T_NK_lineage:17	1236	NK Cell	True	NK Cell	1.8844404357286453	1.1821906796409587	0.7022497560876868	0.9109876521708842	0.0978964401294498	0.5190707350901524	3.633495145631068	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:676; NK Cell:328; ydT Cell:162; Blood Cell:68	NK Cell:1068; CD8 Cytotoxic / T Effector Memory:121; ydT Cell:46; CD4 T Effector Memory:1	Blood Cell:1231; NK Cell:3; Platelet:1; CD4 T Effector Memory:1	NK Cell:986; CD8 Cytotoxic / T Effector Memory:120; Blood Cell:107; CD8 T Cell (ab):19	NK Cell:986; T Cell:144; Blood Cell:106	NK Cell:1120; CD8 Cytotoxic / T Effector Memory:114; MAIT Cell:2	not_available:1236	2160.0	5397.0	2.5591132640838623
vaccination_study_06	T/NK	T_NK_lineage:15	1108	NK Cell	True	NK Cell	1.8084845779251908	0.8236711322677565	0.9848134456574344	0.8560406833974816	0.0442238267148014	0.5277204744713769	3.694043321299639	1.0	cluster_consensus_marker_source_support	NK Cell:901; CD8 Cytotoxic / T Effector Memory:87; ydT Cell:54; Blood Cell:36	NK Cell:833; CD8 Cytotoxic / T Effector Memory:254; T Cell:8; Plasmacytoid DC:5	Blood Cell:1056; NK Cell:20; Plasmacytoid DC:16; Classical Monocyte:13	NK Cell:629; Blood Cell:296; CD8 Cytotoxic / T Effector Memory:120; CD8 T Cell (ab):37	NK Cell:630; T Cell:407; Blood Cell:70; Lymphoid Cell:1	NK Cell:1080; CD8 Cytotoxic / T Effector Memory:21; Blood Cell:7	not_available:1097; CD4 T Effector Memory:11	1194.5	2018.5	5.698179244995117
vaccination_study_06	T/NK	T_NK_lineage:18	1085	NK Cell	True	NK Cell	2.25015847116964	0.9061248195514532	1.3440336516181866	0.937320399171006	0.1649769585253456	0.6708360763660303	4.695852534562212	1.0	cluster_consensus_marker_source_support	NK Cell:1061; CD8 Cytotoxic / T Effector Memory:11; Blood Cell:9; Plasma Cell:2	NK Cell:1083; CD8 Cytotoxic / T Effector Memory:1; ydT Cell:1	Blood Cell:1079; NK Cell:6	NK Cell:930; Blood Cell:133; CD8 Cytotoxic / T Effector Memory:21; CD8 T Cell (ab):1	NK Cell:930; T Cell:130; Blood Cell:25	NK Cell:1085	not_available:1085	2078.0	4819.0	2.134855270385742
vaccination_study_06	T/NK	T_NK_lineage:22	869	CD8 Naive / T Central Memory	True	CD8 Naive / T Central Memory	2.1735316648464305	0.7958790139172587	1.3776526509291718	0.9820616868980652	0.3935558112773302	0.5130692092717408	3.5914844649021864	1.0	cluster_consensus_marker_source_support	CD8 Naive / T Central Memory:752; CD4 Naive / T Central Memory:68; CD4 T Effector Memory:17; CD8 Cytotoxic / T Effector Memory:16	CD8 Naive / T Central Memory:673; CD4 Naive / T Central Memory:196	CD8 Naive / T Central Memory:605; Blood Cell:192; CD4 Naive / T Central Memory:72	CD8 Naive / T Central Memory:266; Blood Cell:196; CD4 Naive / T Central Memory:190; Treg:135	T Cell:721; Blood Cell:148	CD8 Naive / T Central Memory:825; CD4 Naive / T Central Memory:43; NK Cell:1	CD4 Naive / T Central Memory:431; not_available:423; CD4 T Effector Memory:10; Treg:5	2037.0	6800.0	1.1449739933013916
vaccination_study_06	T/NK	T_NK_lineage:20	833	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.338502522992214	0.7900447041054656	0.5484578188867485	0.6082829725352236	0.0072028811524609	0.4133081804150231	2.893157262905162	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:698; CD4 T Effector Memory:67; Blood Cell:23; CD8 Cytotoxic / T Effector Memory:17	T Cell:770; CD4 Naive / T Central Memory:62; Treg:1	Blood Cell:832; Treg:1	Blood Cell:197; CD4 T Effector Memory:196; Treg:166; CD4 Naive / T Central Memory:141	T Cell:685; Blood Cell:148	CD4 Naive / T Central Memory:832; CD8 Cytotoxic / T Effector Memory:1	CD4 Naive / T Central Memory:677; not_available:92; Treg:37; CD4 T Effector Memory:27	991.0	1590.0	4.41576099395752
vaccination_study_06	T/NK	T_NK_lineage:19	813	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	2.118792354458763	0.6282209087438582	1.4905714457149046	0.9655688883470628	0.2939729397293973	0.5340010542962571	3.738007380073801	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:799; NK Cell:6; ydT Cell:4; CD4 T Effector Memory:1	CD8 Cytotoxic / T Effector Memory:725; NK Cell:74; ydT Cell:10; CD4 Naive / T Central Memory:3	Blood Cell:813	CD8 Cytotoxic / T Effector Memory:704; CD8 T Cell (ab):54; Blood Cell:38; NK Cell:16	T Cell:759; Blood Cell:38; NK Cell:16	CD8 Cytotoxic / T Effector Memory:811; NK Cell:2	not_available:813	2180.0	5640.0	3.30426025390625
vaccination_study_06	Artifact/Other	leiden:12	698	Blood Cell	False	RBC	1.1373672283845908	1.1211985832761178	0.016168645108473	0.8861091276406765	0.0	0.1788784281620957	1.2521489971346704	0.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:253; Blood Cell:129; Memory B Cell:86; CD8 Cytotoxic / T Effector Memory:57	RBC:418; CD4 Naive / T Central Memory:93; T Cell:62; CD8 Cytotoxic / T Effector Memory:52	RBC:455; Blood Cell:220; Plasmacytoid DC:11; Platelet:7	Blood Cell:608; CD4 Naive / T Central Memory:36; CD4 T Cell (ab):16; CD8 Cytotoxic / T Effector Memory:7	Blood Cell:559; T Cell:132; NK Cell:2; B Cell:2	Blood Cell:698	not_available:405; CD4 Naive / T Central Memory:115; Memory B Cell:61; CD4 T Effector Memory:53	430.0	652.0	2.861340045928955
vaccination_study_06	T/NK	T_NK_lineage:23	455	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.355063820570609	0.7148421155863192	0.6402217049842898	0.6902767376652328	0.0373626373626373	0.3704866562009419	2.593406593406593	1.0	cluster_consensus_marker_source_support	CD4 T Effector Memory:140; Blood Cell:115; CD4 Naive / T Central Memory:104; Treg:30	CD4 Naive / T Central Memory:323; Plasmablast:56; CD8 Cytotoxic / T Effector Memory:21; NK Cell:18	Blood Cell:347; Plasma Cell:55; Treg:21; MAIT Cell:9	CD4 T Cell (ab):290; Treg:39; Blood Cell:37; CD4 Naive / T Central Memory:27	T Cell:403; Blood Cell:29; NK Cell:23	CD4 Naive / T Central Memory:406; Blood Cell:38; CD8 Cytotoxic / T Effector Memory:6; NK Cell:3	CD4 Naive / T Central Memory:317; not_available:96; Treg:30; CD4 T Effector Memory:11	2198.0	6380.0	1.1421082019805908
vaccination_study_06	T/NK	T_NK_lineage:24	387	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.2806282014259116	0.7816313575499114	0.4989968438760002	0.6141346940908062	0.0077519379844961	0.3798449612403101	2.6589147286821704	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:240; CD4 T Effector Memory:40; Blood Cell:36; Treg:33	T Cell:277; CD4 Naive / T Central Memory:69; Treg:23; Plasmablast:6	Blood Cell:347; Treg:27; Plasma Cell:6; Plasmacytoid DC:3	Treg:120; CD4 T Cell (ab):110; CD4 Naive / T Central Memory:76; Blood Cell:54	T Cell:344; Blood Cell:43	CD4 Naive / T Central Memory:325; Blood Cell:60; NK Cell:1; CD8 Cytotoxic / T Effector Memory:1	CD4 Naive / T Central Memory:319; not_available:39; Treg:19; CD4 T Effector Memory:10	1100.0	1889.0	3.373615503311157
vaccination_study_06	T/NK	T_NK_lineage:21	372	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.0564304510549545	0.7963390116188251	0.2600914394361291	0.5001044950277782	0.0	0.3191244239631336	2.2338709677419355	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:231; CD8 Cytotoxic / T Effector Memory:39; NK Cell:25; CD4 T Effector Memory:19	CD4 Naive / T Central Memory:168; T Cell:93; RBC:41; CD8 Cytotoxic / T Effector Memory:40	Blood Cell:244; RBC:89; Treg:19; CD4 Naive / T Central Memory:14	CD4 Naive / T Central Memory:150; Treg:60; CD4 T Cell (ab):56; Blood Cell:37	T Cell:343; Blood Cell:20; NK Cell:9	Blood Cell:266; CD4 Naive / T Central Memory:79; CD8 Cytotoxic / T Effector Memory:22; NK Cell:4	CD4 Naive / T Central Memory:189; not_available:123; CD4 T Effector Memory:37; Treg:23	498.5	772.5	1.971418857574463
vaccination_study_06	B	B_lineage:0	335	Memory B Cell	True	Memory B Cell	1.3847864445069202	1.15029206360264	0.2344943809042801	0.9433898187011268	0.1014925373134328	0.239232409381663	1.674626865671642	0.8181818181818182	cluster_consensus_marker_source_support	Memory B Cell:156; Naive B Cell:99; B Cell:41; Plasma Cell:12	B Cell:307; CD4 Naive / T Central Memory:22; Conventional DC 2:5; Plasmablast:1	Blood Cell:332; Plasmacytoid DC:2; Plasma Cell:1	Memory B Cell:327; Blood Cell:4; Plasma Cell:2; B Cell:1	B Cell:330; Blood Cell:5	B Cell:333; Blood Cell:2	Naive B Cell:201; Memory B Cell:78; Plasma Cell:56	1162.0	2162.0	8.583877563476562
vaccination_study_06	B	B_lineage:1	327	Memory B Cell	True	Memory B Cell	1.324629109796328	1.2001477173485735	0.1244813924477545	0.8579564255734164	0.0244648318042813	0.2804718217562253	1.963302752293578	0.8181818181818182	cluster_consensus_marker_source_support	Memory B Cell:167; Naive B Cell:108; B Cell:42; CD8 Cytotoxic / T Effector Memory:4	B Cell:199; Conventional DC 2:45; CD4 Naive / T Central Memory:43; Memory B Cell:40	Blood Cell:327	Memory B Cell:327	B Cell:327	B Cell:327	Naive B Cell:213; Memory B Cell:108; Plasma Cell:4; not_available:2	2098.0	5763.0	2.393932342529297
vaccination_study_06	T/NK	T_NK_lineage:25	323	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.697382206986287	0.8299268960765674	0.8674553109097195	0.7694143053693029	0.1269349845201238	0.475453339230429	3.328173374613003	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:245; NK Cell:28; ydT Cell:20; Blood Cell:11	CD8 Cytotoxic / T Effector Memory:305; T Cell:12; NK Cell:5; ydT Cell:1	Blood Cell:323	CD8 Cytotoxic / T Effector Memory:215; Blood Cell:56; CD8 T Cell (ab):26; Treg:11	T Cell:287; Blood Cell:29; NK Cell:7	CD8 Cytotoxic / T Effector Memory:310; NK Cell:13	not_available:312; CD4 T Effector Memory:11	1137.0	1945.0	8.167508125305176
vaccination_study_06	B	B_lineage:2	268	Memory B Cell	True	Memory B Cell	1.1637597559792303	1.0673111563370017	0.0964485996422288	0.8319197478186663	0.0149253731343283	0.2121535181236673	1.4850746268656716	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:97; Naive B Cell:85; Memory B Cell:66; Blood Cell:9	Conventional DC 2:117; B Cell:97; Plasmablast:54	Blood Cell:209; Plasma Cell:59	Memory B Cell:268	B Cell:268	B Cell:268	Plasma Cell:103; Naive B Cell:94; Memory B Cell:64; not_available:7	2718.0	9617.5	2.477428436279297
vaccination_study_06	B	B_lineage:3	262	Naive B Cell	True	Naive B Cell	1.8099522350227255	1.0491628356729463	0.7607893993497794	0.978221494627214	0.5610687022900763	0.252998909487459	1.7709923664122138	0.7777777777777778	cluster_consensus_marker_source_support	B Cell:132; Naive B Cell:102; Blood Cell:24; Memory B Cell:3	B Cell:151; Naive B Cell:102; Plasmablast:8; Conventional DC 2:1	Blood Cell:255; Plasma Cell:3; Plasmablast:2; Plasmacytoid DC:1	Memory B Cell:260; Blood Cell:2	B Cell:260; Blood Cell:2	B Cell:262	Naive B Cell:260; Plasma Cell:1; Memory B Cell:1	1951.0	6004.5	2.9003381729125977
vaccination_study_06	B	B_lineage:4	257	Memory B Cell	True	Memory B Cell	1.5962188976634228	1.0463532314719468	0.549865666191476	0.9741200647869172	0.2762645914396887	0.2623679822123401	1.8365758754863808	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:176; Memory B Cell:66; Blood Cell:10; Naive B Cell:5	B Cell:164; Conventional DC 2:75; Plasmablast:10; Naive B Cell:6	Blood Cell:252; Plasma Cell:3; RBC:1; Plasmablast:1	Memory B Cell:257	B Cell:257	B Cell:257	Memory B Cell:148; Naive B Cell:100; not_available:5; Plasma Cell:4	2163.0	7444.0	2.684641122817993
