study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	B_lineage	19	Memory B Cell	1	261	0.8885788796799086	0.9272030651340997	0.6743295019157088	0.0	3.046433285810177
vaccination_study_09	B_lineage	19	Naive B Cell	2	261	0.45436196056016004	0.421455938697318	0.367816091954023	0.0	1.4965075544298918
vaccination_study_09	B_lineage	19	Plasma Cell	3	261	0.3629572735067162	0.0	0.0	0.0	0.3629572735067162
vaccination_study_09	B_lineage	2	Memory B Cell	1	1136	0.7055140754501286	0.977112676056338	0.8776408450704225	0.0	3.146535202210692
vaccination_study_09	B_lineage	2	Naive B Cell	2	1136	0.45436196056016004	0.2623239436619718	0.17693661971830985	0.0	1.051016890137625
vaccination_study_09	B_lineage	2	Plasma Cell	3	1136	0.3629572735067162	0.009683098591549295	0.009683098591549295	0.0	0.38813332984474436
vaccination_study_09	B_lineage	20	Plasma Cell	1	193	0.3629572735067162	0.538860103626943	0.5440414507772021	0.0	1.7691748900870272
vaccination_study_09	B_lineage	20	Memory B Cell	2	193	0.3487532152043441	0.31088082901554404	0.23834196891191708	0.0	1.0845045105411315
vaccination_study_09	B_lineage	20	Naive B Cell	3	193	0.45436196056016004	0.24870466321243523	0.16580310880829016	0.0	1.0180925305083466
vaccination_study_09	B_lineage	21	Plasma Cell	1	159	0.9994355530151472	1.0	1.0	0.0	3.599435553015147
vaccination_study_09	B_lineage	21	Memory B Cell	2	159	0.9979851386110318	0.0	0.0	0.0	0.9979851386110318
vaccination_study_09	B_lineage	21	Naive B Cell	3	159	0.45436196056016004	0.0	0.0	0.0	0.45436196056016004
vaccination_study_09	B_lineage	22	Naive B Cell	1	122	0.9527597170620177	0.9754098360655737	0.8524590163934426	0.0	3.3658744711603785
vaccination_study_09	B_lineage	22	Memory B Cell	2	122	0.3487532152043441	0.3114754098360656	0.1557377049180328	0.0	1.002851575860082
vaccination_study_09	B_lineage	22	Plasma Cell	3	122	0.3629572735067162	0.00819672131147541	0.00819672131147541	0.0	0.38426874891655227
vaccination_study_09	B_lineage	23	Naive B Cell	1	93	0.9471599028293798	0.7849462365591398	0.7311827956989247	0.0	2.934256677022928
vaccination_study_09	B_lineage	23	Memory B Cell	2	93	0.3487532152043441	0.3225806451612903	0.24731182795698925	0.0	1.112194075419398
vaccination_study_09	B_lineage	23	Plasma Cell	3	93	0.3629572735067162	0.0	0.0	0.0	0.3629572735067162
vaccination_study_09	B_lineage	24	Memory B Cell	1	71	0.7356566161760503	0.8732394366197183	0.6338028169014085	0.0	2.766642531669008
vaccination_study_09	B_lineage	24	Naive B Cell	2	71	0.45436196056016004	0.6056338028169014	0.5774647887323944	0.0	2.0008408337995967
vaccination_study_09	B_lineage	24	Plasma Cell	3	71	0.3629572735067162	0.0	0.0	0.0	0.3629572735067162
vaccination_study_09	B_lineage	25	Naive B Cell	1	17	0.9143755358673907	0.7647058823529411	0.47058823529411764	0.0	2.6084931829262143
vaccination_study_09	B_lineage	25	Memory B Cell	2	17	0.3487532152043441	0.29411764705882354	0.23529411764705882	0.0	1.0546355681455206
vaccination_study_09	B_lineage	25	Plasma Cell	3	17	0.3629572735067162	0.17647058823529413	0.17647058823529413	0.0	0.821780802918481
vaccination_study_09	B_lineage	3	Naive B Cell	1	1126	0.970037867962275	0.9786856127886323	0.9147424511545293	0.0	3.450677299578616
vaccination_study_09	B_lineage	3	Memory B Cell	2	1126	0.3487532152043441	0.1625222024866785	0.12522202486678508	0.0	0.7340107640498148
vaccination_study_09	B_lineage	3	Plasma Cell	3	1126	0.3629572735067162	0.0008880994671403197	0.0008880994671403197	0.0	0.365266332121281
vaccination_study_09	B_lineage	4	Memory B Cell	1	1067	0.7465525864532724	0.9943767572633552	0.9231490159325211	0.0	3.260704414007162
vaccination_study_09	B_lineage	4	Naive B Cell	2	1067	0.45436196056016004	0.21087160262417995	0.190253045923149	0.0	0.9820095706819971
vaccination_study_09	B_lineage	4	Plasma Cell	3	1067	0.3629572735067162	0.0018744142455482662	0.0018744142455482662	0.0	0.3678307505451417
vaccination_study_09	B_lineage	5	Naive B Cell	1	1060	0.9670566590454416	0.9952830188679245	0.8160377358490566	0.0	3.3755472250831775
vaccination_study_09	B_lineage	5	Memory B Cell	2	1060	0.3487532152043441	0.08773584905660377	0.05188679245283019	0.0	0.5410173661477403
vaccination_study_09	B_lineage	5	Plasma Cell	3	1060	0.3629572735067162	0.0037735849056603774	0.002830188679245283	0.0	0.37182519803501807
vaccination_study_09	B_lineage	6	Naive B Cell	1	1013	0.951378965418691	0.9802566633761106	0.8548864758144127	0.0	3.374676102634881
vaccination_study_09	B_lineage	6	Memory B Cell	2	1013	0.3487532152043441	0.22309970384995065	0.12438302073050346	0.0	0.8300957620947687
vaccination_study_09	B_lineage	6	Plasma Cell	3	1013	0.3629572735067162	0.004935834155972359	0.0029615004935834156	0.0	0.37381610864985537
vaccination_study_09	B_lineage	7	Naive B Cell	1	876	0.9590490140040011	0.9965753424657534	0.928082191780822	0.0	3.481651753730029
vaccination_study_09	B_lineage	7	Memory B Cell	2	876	0.3487532152043441	0.1278538812785388	0.04452054794520548	0.0	0.5978399731952118
vaccination_study_09	B_lineage	7	Plasma Cell	3	876	0.3629572735067162	0.00228310502283105	0.001141552511415525	0.0	0.3677517940546614
vaccination_study_09	B_lineage	8	Naive B Cell	1	838	0.9502965132895114	0.9916467780429594	0.9081145584725537	0.0	3.4450459166308
vaccination_study_09	B_lineage	8	Memory B Cell	2	838	0.3487532152043441	0.20883054892601433	0.10143198090692124	0.0	0.7843140743928882
vaccination_study_09	B_lineage	8	Plasma Cell	3	838	0.3629572735067162	0.007159904534606206	0.00477326968973747	0.0	0.3791863904518236
vaccination_study_09	B_lineage	9	Naive B Cell	1	773	0.9452414975707345	0.9909443725743855	0.8835705045278137	0.0	3.4143229982175654
vaccination_study_09	B_lineage	9	Memory B Cell	2	773	0.3487532152043441	0.19534282018111254	0.09831824062095731	0.0	0.7596199681150815
vaccination_study_09	B_lineage	9	Plasma Cell	3	773	0.3629572735067162	0.00517464424320828	0.00517464424320828	0.0	0.3764113485390577
vaccination_study_09	T_NK_lineage	0	CD4 Naive / T Central Memory	1	6218	0.8186839096884824	1.0	0.0	0.0	2.4186839096884825
vaccination_study_09	T_NK_lineage	0	CD8 Naive / T Central Memory	2	6218	0.747658259502715	0.04519137986490833	0.0	0.0	0.8199644672865684
vaccination_study_09	T_NK_lineage	0	Treg	3	6218	0.48380965990282937	0.10759086522997749	0.000321646831778707	0.0	0.6562766911025721
vaccination_study_09	T_NK_lineage	0	ydT Cell	4	6218	0.5000035724492712	0.05548407848182695	0.0	0.0	0.5887780980201943
vaccination_study_09	T_NK_lineage	0	CD4 T Effector Memory	5	6218	0.4478065161474707	0.005146349308459312	0.0	0.0	0.4560406750410056
vaccination_study_09	T_NK_lineage	0	MAIT Cell	6	6218	0.384549156901972	0.01752975233193953	0.0	0.0	0.41259676063307527
vaccination_study_09	T_NK_lineage	0	NK Cell	7	6218	0.3007895112889397	0.000321646831778707	0.0	0.0	0.30130414621978563
vaccination_study_09	T_NK_lineage	0	CD8 Cytotoxic / T Effector Memory	8	6218	0.2746498999714204	0.0001608234158893535	0.0	0.0	0.2749072174368434
vaccination_study_09	T_NK_lineage	1	CD4 Naive / T Central Memory	1	5747	0.7482137753643898	0.9998259961719158	0.0	0.0	2.347935369239455
vaccination_study_09	T_NK_lineage	1	CD8 Naive / T Central Memory	2	5747	0.7084881394684196	0.043500957021054464	0.0	0.0	0.7780896707021068
vaccination_study_09	T_NK_lineage	1	Treg	3	5747	0.48380965990282937	0.13781103184270055	0.00017400382808421786	0.0	0.7044813146792345
vaccination_study_09	T_NK_lineage	1	ydT Cell	4	5747	0.5000035724492712	0.058117278580128766	0.0	0.0	0.5929912181774772
vaccination_study_09	T_NK_lineage	1	MAIT Cell	5	5747	0.384549156901972	0.015312336871411172	0.0	0.0	0.4090488958962299
vaccination_study_09	T_NK_lineage	1	CD4 T Effector Memory	6	5747	0.3883038010860246	0.0015660344527579607	0.0	0.0	0.39080945621043733
vaccination_study_09	T_NK_lineage	1	NK Cell	7	5747	0.3007895112889397	0.0003480076561684357	0.0	0.0	0.3013463235388092
vaccination_study_09	T_NK_lineage	1	CD8 Cytotoxic / T Effector Memory	8	5747	0.2746498999714204	0.0008700191404210892	0.0	0.0	0.27604193059609416
vaccination_study_09	T_NK_lineage	10	MAIT Cell	1	3840	0.9801300371534725	0.9927083333333333	0.9083333333333333	0.0	3.4767967038201393
vaccination_study_09	T_NK_lineage	10	CD4 T Effector Memory	2	3840	0.9472885110031437	0.3611979166666667	0.0	0.0	1.5252051776698106
vaccination_study_09	T_NK_lineage	10	CD8 Cytotoxic / T Effector Memory	3	3840	0.8214989997142041	0.334375	0.0	0.0	1.356498999714204
vaccination_study_09	T_NK_lineage	10	NK Cell	4	3840	0.8332416404687053	0.04296875	0.03854166666666667	0.0	0.940533307135372
vaccination_study_09	T_NK_lineage	10	CD4 Naive / T Central Memory	5	3840	0.5389057587882252	0.06067708333333333	0.0	0.0	0.6359890921215585
vaccination_study_09	T_NK_lineage	10	ydT Cell	6	3840	0.5000035724492712	0.0013020833333333333	0.0013020833333333333	0.0	0.5033889891159379
vaccination_study_09	T_NK_lineage	10	Treg	7	3840	0.48380965990282937	0.0010416666666666667	0.0005208333333333333	0.0	0.4859971599028294
vaccination_study_09	T_NK_lineage	10	CD8 Naive / T Central Memory	8	3840	0.2577272077736496	0.0010416666666666667	0.0	0.0	0.25939387444031625
vaccination_study_09	T_NK_lineage	11	CD4 Naive / T Central Memory	1	3592	0.761363961131752	0.9796770601336303	0.0	0.0	2.3288472573455605
vaccination_study_09	T_NK_lineage	11	CD4 T Effector Memory	2	3592	0.8061839096884824	0.6492204899777283	0.0	0.0	1.8449366936528477
vaccination_study_09	T_NK_lineage	11	MAIT Cell	3	3592	0.7836113889682766	0.14977728285077951	0.01670378619153675	0.0	1.0399588277210605
vaccination_study_09	T_NK_lineage	11	Treg	4	3592	0.48380965990282937	0.1294543429844098	0.040924276169265035	0.0	0.7318608848471501
vaccination_study_09	T_NK_lineage	11	CD8 Naive / T Central Memory	5	3592	0.5884842097742211	0.01893095768374165	0.0	0.0	0.6187737420682078
vaccination_study_09	T_NK_lineage	11	ydT Cell	6	3592	0.5000035724492712	0.02366369710467706	0.00027839643652561246	0.0	0.5381438842532801
vaccination_study_09	T_NK_lineage	11	CD8 Cytotoxic / T Effector Memory	7	3592	0.2746498999714204	0.051224944320712694	0.0	0.0	0.35660981088456073
vaccination_study_09	T_NK_lineage	11	NK Cell	8	3592	0.3007895112889397	0.008908685968819599	0.008908685968819599	0.0	0.3239520948078707
vaccination_study_09	T_NK_lineage	12	CD8 Cytotoxic / T Effector Memory	1	3249	0.8277650757359245	0.9916897506925207	0.0	0.0	2.414468676843958
vaccination_study_09	T_NK_lineage	12	CD4 T Effector Memory	2	3249	0.9294226921977707	0.16435826408125578	0.0	0.0	1.19239591472778
vaccination_study_09	T_NK_lineage	12	NK Cell	3	3249	0.8087953701057445	0.08279470606340412	0.07663896583564174	0.0	1.0179058656428328
vaccination_study_09	T_NK_lineage	12	CD8 Naive / T Central Memory	4	3249	0.7219991426121749	0.01569713758079409	0.0	0.0	0.7471145627414455
vaccination_study_09	T_NK_lineage	12	CD4 Naive / T Central Memory	5	3249	0.4065268648185196	0.1394275161588181	0.0	0.0	0.6296108906726285
vaccination_study_09	T_NK_lineage	12	ydT Cell	6	3249	0.5000035724492712	0.0043090181594336715	0.0003077870113881194	0.0	0.5072057885157532
vaccination_study_09	T_NK_lineage	12	Treg	7	3249	0.48380965990282937	0.012311480455524777	0.002770083102493075	0.0	0.506278111734162
vaccination_study_09	T_NK_lineage	12	MAIT Cell	8	3249	0.384549156901972	0.019698368728839642	0.002770083102493075	0.0	0.4188366299706085
vaccination_study_09	T_NK_lineage	13	NK Cell	1	3172	0.9429944269791368	0.9990542244640606	0.969735182849937	0.0	3.5112163689715707
vaccination_study_09	T_NK_lineage	13	CD8 Cytotoxic / T Effector Memory	2	3172	0.928468848242355	0.1169609079445145	0.0	0.0	1.1156063009535782
vaccination_study_09	T_NK_lineage	13	MAIT Cell	3	3172	0.8720527293512432	0.0037831021437578815	0.0015762925598991173	0.0	0.8796819853411549
vaccination_study_09	T_NK_lineage	13	CD4 T Effector Memory	4	3172	0.6833309517004859	0.0	0.0	0.0	0.6833309517004859
vaccination_study_09	T_NK_lineage	13	ydT Cell	5	3172	0.5000035724492712	0.00031525851197982345	0.00031525851197982345	0.0	0.5008232445804187
vaccination_study_09	T_NK_lineage	13	Treg	6	3172	0.48380965990282937	0.0009457755359394704	0.0009457755359394704	0.0	0.486268676296272
vaccination_study_09	T_NK_lineage	13	CD8 Naive / T Central Memory	7	3172	0.2577272077736496	0.0	0.0	0.0	0.2577272077736496
vaccination_study_09	T_NK_lineage	13	CD4 Naive / T Central Memory	8	3172	0.12657187767933695	0.034047919293820936	0.0	0.0	0.18104854854945046
vaccination_study_09	T_NK_lineage	14	CD4 Naive / T Central Memory	1	2984	0.6791726207487854	0.9983243967828418	0.0	0.0	2.2764916556013324
vaccination_study_09	T_NK_lineage	14	CD4 T Effector Memory	2	2984	0.7621677622177765	0.7047587131367292	0.0	0.0	1.8897817032365434
vaccination_study_09	T_NK_lineage	14	MAIT Cell	3	2984	0.878931480422978	0.2875335120643432	0.0160857908847185	0.0	1.3550708906106457
vaccination_study_09	T_NK_lineage	14	Treg	4	2984	0.48380965990282937	0.1270107238605898	0.01742627345844504	0.0	0.7044530915382181
vaccination_study_09	T_NK_lineage	14	CD8 Naive / T Central Memory	5	2984	0.53742676478994	0.0013404825737265416	0.0	0.0	0.5395715369079025
vaccination_study_09	T_NK_lineage	14	ydT Cell	6	2984	0.5000035724492712	0.00804289544235925	0.0	0.0	0.512872205157046
vaccination_study_09	T_NK_lineage	14	NK Cell	7	2984	0.3007895112889397	0.001675603217158177	0.0013404825737265416	0.0	0.30481095901011934
vaccination_study_09	T_NK_lineage	14	CD8 Cytotoxic / T Effector Memory	8	2984	0.2746498999714204	0.004021447721179625	0.0	0.0	0.28108421632530783
vaccination_study_09	T_NK_lineage	15	CD4 Naive / T Central Memory	1	2837	0.8012932266361817	1.0	0.0	0.0	2.4012932266361817
vaccination_study_09	T_NK_lineage	15	CD8 Naive / T Central Memory	2	2837	0.7446234638468133	0.053225237927388085	0.0	0.0	0.8297838445306343
vaccination_study_09	T_NK_lineage	15	Treg	3	2837	0.48380965990282937	0.11350017624250969	0.0010574550581600281	0.0	0.6664673969490049
vaccination_study_09	T_NK_lineage	15	ydT Cell	4	2837	0.5000035724492712	0.061332393373281634	0.0	0.0	0.5981354018465218
vaccination_study_09	T_NK_lineage	15	CD4 T Effector Memory	5	2837	0.420720205773078	0.005992245329573493	0.0	0.0	0.4303077983003956
vaccination_study_09	T_NK_lineage	15	MAIT Cell	6	2837	0.384549156901972	0.02079661614381389	0.00035248501938667606	0.0	0.4181762277514609
vaccination_study_09	T_NK_lineage	15	NK Cell	7	2837	0.3007895112889397	0.00035248501938667606	0.0	0.0	0.3013534873199584
vaccination_study_09	T_NK_lineage	15	CD8 Cytotoxic / T Effector Memory	8	2837	0.2746498999714204	0.00035248501938667606	0.0	0.0	0.27521387600243913
vaccination_study_09	T_NK_lineage	16	CD4 Naive / T Central Memory	1	2728	0.6032705773078022	0.9857038123167156	0.0	0.0	2.180396677014547
vaccination_study_09	T_NK_lineage	16	CD4 T Effector Memory	2	2728	0.8735585167190626	0.5718475073313783	0.0	0.0	1.788514528449268
vaccination_study_09	T_NK_lineage	16	MAIT Cell	3	2728	0.8412189196913404	0.15065982404692083	0.04912023460410557	0.0	1.1313948727705194
vaccination_study_09	T_NK_lineage	16	Treg	4	2728	0.48380965990282937	0.0747800586510264	0.006231671554252199	0.0	0.6096894252987238
vaccination_study_09	T_NK_lineage	16	ydT Cell	5	2728	0.5000035724492712	0.015762463343108504	0.00036656891495601173	0.0	0.5255900827132008
vaccination_study_09	T_NK_lineage	16	CD8 Cytotoxic / T Effector Memory	6	2728	0.2746498999714204	0.10447214076246335	0.0	0.0	0.4418053251913618
vaccination_study_09	T_NK_lineage	16	NK Cell	7	2728	0.3007895112889397	0.01063049853372434	0.01063049853372434	0.0	0.328428807476623
vaccination_study_09	T_NK_lineage	16	CD8 Naive / T Central Memory	8	2728	0.2577272077736496	0.002932551319648094	0.0	0.0	0.26241928988508656
vaccination_study_09	T_NK_lineage	17	NK Cell	1	2705	0.8909474135467277	0.5593345656192237	0.5486136783733826	0.0	2.3344963969108683
vaccination_study_09	T_NK_lineage	17	CD8 Cytotoxic / T Effector Memory	2	2705	0.8734066876250357	0.9105360443622921	0.0	0.0	2.330264358604703
vaccination_study_09	T_NK_lineage	17	MAIT Cell	3	2705	0.9046656187482138	0.5696857670979667	0.1567467652495379	0.0	1.9729096113544984
vaccination_study_09	T_NK_lineage	17	CD4 T Effector Memory	4	2705	0.9349814232637896	0.08096118299445472	0.0	0.0	1.0645193160549171
vaccination_study_09	T_NK_lineage	17	CD4 Naive / T Central Memory	5	2705	0.4535474421263218	0.07763401109057301	0.0	0.0	0.5777618598712386
vaccination_study_09	T_NK_lineage	17	ydT Cell	6	2705	0.5000035724492712	0.013308687615526803	0.012939001848428836	0.0	0.5342364744825429
vaccination_study_09	T_NK_lineage	17	Treg	7	2705	0.48380965990282937	0.002587800369685767	0.0018484288354898336	0.0	0.4897985693298164
vaccination_study_09	T_NK_lineage	17	CD8 Naive / T Central Memory	8	2705	0.2577272077736496	0.0	0.0	0.0	0.2577272077736496
vaccination_study_09	T_NK_lineage	18	Treg	1	2459	0.48380965990282937	0.8141520943472956	0.49816998779991867	0.0	2.284622998658421
vaccination_study_09	T_NK_lineage	18	CD4 Naive / T Central Memory	2	2459	0.6334238353815376	0.6994713298088654	0.0	0.0	1.7525779630757223
vaccination_study_09	T_NK_lineage	18	CD8 Naive / T Central Memory	3	2459	0.6033795370105745	0.023993493289955266	0.0	0.0	0.6417691262745029
vaccination_study_09	T_NK_lineage	18	ydT Cell	4	2459	0.5000035724492712	0.050427002846685644	0.0	0.0	0.5806867770039682
vaccination_study_09	T_NK_lineage	18	CD4 T Effector Memory	5	2459	0.35010002857959416	0.09719398129320862	0.0	0.0	0.5056103986487279
vaccination_study_09	T_NK_lineage	18	MAIT Cell	6	2459	0.384549156901972	0.010980073200488003	0.00040666937779585197	0.0	0.40252394340054864
vaccination_study_09	T_NK_lineage	18	NK Cell	7	2459	0.3007895112889397	0.0056933712891419274	0.0056933712891419274	0.0	0.3155922766407087
vaccination_study_09	T_NK_lineage	18	CD8 Cytotoxic / T Effector Memory	8	2459	0.2746498999714204	0.014233428222854819	0.0	0.0	0.29742338512798816
vaccination_study_09	T_NK_lineage	19	CD8 Naive / T Central Memory	1	2414	0.9502304229779936	0.9896437448218725	0.0	0.0	2.5336604146929895
vaccination_study_09	T_NK_lineage	19	CD4 Naive / T Central Memory	2	2414	0.8323931837667905	0.5356255178127589	0.0	0.0	1.6893940122672046
vaccination_study_09	T_NK_lineage	19	CD8 Cytotoxic / T Effector Memory	3	2414	0.7621213203772506	0.011184755592377795	0.0	0.0	0.7800169293250551
vaccination_study_09	T_NK_lineage	19	ydT Cell	4	2414	0.5000035724492712	0.015327257663628831	0.0	0.0	0.5245271847110773
vaccination_study_09	T_NK_lineage	19	Treg	5	2414	0.48380965990282937	0.020298260149130075	0.0016570008285004142	0.0	0.5179438769699379
vaccination_study_09	T_NK_lineage	19	CD4 T Effector Memory	6	2414	0.4329219062589311	0.002899751449875725	0.0	0.0	0.43756150857873227
vaccination_study_09	T_NK_lineage	19	MAIT Cell	7	2414	0.384549156901972	0.002899751449875725	0.0	0.0	0.38918875922177315
vaccination_study_09	T_NK_lineage	19	NK Cell	8	2414	0.3007895112889397	0.0016570008285004142	0.0016570008285004142	0.0	0.3050977134430408
vaccination_study_09	T_NK_lineage	2	CD4 Naive / T Central Memory	1	5411	0.8795262932266362	0.9998151912770282	0.0	0.0	2.4792305992698815
vaccination_study_09	T_NK_lineage	2	CD8 Naive / T Central Memory	2	5411	0.8054051157473564	0.0632045832563297	0.0	0.0	0.906532448957484
vaccination_study_09	T_NK_lineage	2	ydT Cell	3	5411	0.5000035724492712	0.056921086675291076	0.0	0.0	0.5910773111297369
vaccination_study_09	T_NK_lineage	2	Treg	4	5411	0.48380965990282937	0.06191092219552763	0.0014784697837737942	0.0	0.5843456051994473
vaccination_study_09	T_NK_lineage	2	CD4 T Effector Memory	5	5411	0.5472849385538725	0.0029569395675475884	0.0	0.0	0.5520160418619486
vaccination_study_09	T_NK_lineage	2	MAIT Cell	6	5411	0.384549156901972	0.017556828682313806	0.0	0.0	0.4126400827936741
vaccination_study_09	T_NK_lineage	2	NK Cell	7	5411	0.3007895112889397	0.0007392348918868971	0.0	0.0	0.30197228711595875
vaccination_study_09	T_NK_lineage	2	CD8 Cytotoxic / T Effector Memory	8	5411	0.2746498999714204	0.0011088523378303455	0.0	0.0	0.276424063711949
vaccination_study_09	T_NK_lineage	20	CD8 Cytotoxic / T Effector Memory	1	2369	0.7491604744212632	0.8796960742929506	0.0	0.0	2.156674193289984
vaccination_study_09	T_NK_lineage	20	CD4 Naive / T Central Memory	2	2369	0.6546120320091454	0.6783452933727311	0.0	0.0	1.7399645014055154
vaccination_study_09	T_NK_lineage	20	CD4 T Effector Memory	3	2369	0.839218348099457	0.3039257070493879	0.0	0.0	1.3254994793784776
vaccination_study_09	T_NK_lineage	20	CD8 Naive / T Central Memory	4	2369	0.7899899971420405	0.23385394681300126	0.0	0.0	1.1641563120428426
vaccination_study_09	T_NK_lineage	20	Treg	5	2369	0.48380965990282937	0.06373997467285775	0.01646264246517518	0.0	0.6022562618445769
vaccination_study_09	T_NK_lineage	20	ydT Cell	6	2369	0.5000035724492712	0.015196285352469396	0.0008442380751371887	0.0	0.5251618670883594
vaccination_study_09	T_NK_lineage	20	NK Cell	7	2369	0.3007895112889397	0.051920641620937104	0.05149852258336851	0.0	0.4353610604658076
vaccination_study_09	T_NK_lineage	20	MAIT Cell	8	2369	0.384549156901972	0.017306880540312368	0.004643309413254538	0.0	0.41688347517972635
vaccination_study_09	T_NK_lineage	21	CD4 Naive / T Central Memory	1	1991	0.7526043155187196	0.9904570567553993	0.0	0.0	2.3373356063273585
vaccination_study_09	T_NK_lineage	21	CD8 Naive / T Central Memory	2	1991	0.720995284366962	0.07132094424912104	0.0	0.0	0.8351087951655557
vaccination_study_09	T_NK_lineage	21	Treg	3	1991	0.48380965990282937	0.10748367654445003	0.00803616273229533	0.0	0.6638197051062448
vaccination_study_09	T_NK_lineage	21	ydT Cell	4	1991	0.5000035724492712	0.053741838272225013	0.0	0.0	0.5859905136848312
vaccination_study_09	T_NK_lineage	21	CD4 T Effector Memory	5	1991	0.44796727636467565	0.011049723756906077	0.0	0.0	0.46564683437572535
vaccination_study_09	T_NK_lineage	21	MAIT Cell	6	1991	0.384549156901972	0.019085886489201405	0.0005022601707684581	0.0	0.4155888354554627
