study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
infection_study_03	T_NK_lineage	0	8552	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6906758652946678	1.0	0.3093241347053321	0.04636810102899907	0.262956033676333	3.012139265668849	2.0347886459307762	CD8 Cytotoxic / T Effector Memory:7435; NK Cell:665; CD4 Naive / T Central Memory:237; MAIT Cell:169; CD4 T Effector Memory:17	CD8 Cytotoxic / T Effector Memory:7258; gdT Cell:597; not_available:396; NK Cell:122; Blood Cell:56	not_available:8552	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	1	13323	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6843758913157697	1.0	0.3156241086842303	0.1778679726788261	0.13775613600540418	2.5520333258275163	1.5040874802972302	CD8 Cytotoxic / T Effector Memory:7600; CD4 Naive / T Central Memory:1766; NK Cell:1267; CD4 T Effector Memory:951; MAIT Cell:914	CD8 Cytotoxic / T Effector Memory:7690; gdT Cell:1741; CD4 T Effector Memory:1357; MAIT Cell:966; not_available:762	not_available:13323	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	10	12888	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7429725391919035	0.9237930699181605	0.18082053072625698	0.061657355679702056	0.11916317504655492	2.6155761173184358	1.3486817194289262	CD4 Naive / T Central Memory:8345; CD8 Naive / T Central Memory:2468; CD4 T Effector Memory:1456; CD8 Cytotoxic / T Effector Memory:317; Treg:120	CD4 Naive / T Central Memory:5888; CD4 T Effector Memory:3390; CD8 Naive / T Central Memory:2447; CD8 Cytotoxic / T Effector Memory:350; not_available:307	not_available:12888	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	11	24421	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.5169014372875804	0.6246263461774703	0.10772490888988985	0.03525244666475574	0.07247246222513411	2.7551220051178777	2.0424697795742883	CD4 Naive / T Central Memory:20688; CD8 Naive / T Central Memory:2261; CD8 Cytotoxic / T Effector Memory:548; NK Cell:427; CD4 T Effector Memory:227	CD4 Naive / T Central Memory:11537; CD4 T Effector Memory:4796; not_available:2788; CD8 Naive / T Central Memory:2464; Blood Cell:948	not_available:24421	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	12	20022	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8694258815303166	1.0	0.13057411846968334	0.02589551493357307	0.10467860353611028	3.2946117770452505	2.425185895514934	NK Cell:19766; CD8 Cytotoxic / T Effector Memory:244; CD4 Naive / T Central Memory:5; Classical Monocyte:4; Blood Cell:1	NK Cell:18043; Lymphoid Cell:1170; not_available:500; CD8 Cytotoxic / T Effector Memory:208; gdT Cell:87	not_available:20022	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	13	9049	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.7780141452094154	1.0	0.2219858547905846	0.2124378384351862	0.009548016355398387	2.678820864183888	1.3920488451762627	CD8 Naive / T Central Memory:5127; CD4 Naive / T Central Memory:2291; CD4 T Effector Memory:862; CD8 Cytotoxic / T Effector Memory:629; MAIT Cell:61	CD8 Naive / T Central Memory:5925; CD4 T Effector Memory:1088; CD8 Cytotoxic / T Effector Memory:926; not_available:447; CD4 Naive / T Central Memory:435	not_available:9049	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	14	16189	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.6659935758848601	0.7860893199085799	0.12009574402371981	0.04037494595095436	0.07972079807276546	2.7974316655965445	1.6619198983471777	CD4 Naive / T Central Memory:11787; CD4 T Effector Memory:2393; CD8 Naive / T Central Memory:1464; Treg:267; CD8 Cytotoxic / T Effector Memory:176	CD4 T Effector Memory:6653; CD4 Naive / T Central Memory:6378; CD8 Naive / T Central Memory:1546; Treg:610; not_available:552	not_available:16189	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	15	26606	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.6905710136754833	0.8630645489682744	0.1724935352927911	0.10019123505976095	0.07230230023303014	2.8960509806002372	1.9589970052263865	CD4 Naive / T Central Memory:21138; CD8 Naive / T Central Memory:3062; CD4 T Effector Memory:1744; Treg:353; CD8 Cytotoxic / T Effector Memory:178	CD4 Naive / T Central Memory:13774; CD4 T Effector Memory:7477; CD8 Naive / T Central Memory:3147; Treg:917; not_available:832	not_available:26606	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	16	10318	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.621639368094592	1.0	0.37836063190540803	0.08137720488466757	0.29698342702074043	2.578188602442334	1.9565492343477422	CD8 Cytotoxic / T Effector Memory:6982; MAIT Cell:1736; NK Cell:606; CD8 Naive / T Central Memory:457; CD4 Naive / T Central Memory:260	CD8 Cytotoxic / T Effector Memory:6199; gdT Cell:2299; MAIT Cell:1150; not_available:302; CD8 Naive / T Central Memory:134	not_available:10318	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	17	2010	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.8312587064676618	1.0	0.1687412935323383	0.03665174129353234	0.13208955223880597	2.827960199004975	1.6827537313432837	NK Cell:1601; CD8 Cytotoxic / T Effector Memory:400; CD4 Naive / T Central Memory:6; Naive B Cell:1; CD8 Naive / T Central Memory:1	NK Cell:1545; CD8 Cytotoxic / T Effector Memory:299; not_available:100; gdT Cell:40; Lymphoid Cell:18	not_available:2010	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	18	8386	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.8917749821130456	1.0	0.10822501788695443	0.049582637729549246	0.058642380157405194	3.1792088003815886	2.2874338182685428	NK Cell:8148; CD8 Cytotoxic / T Effector Memory:176; MAIT Cell:26; CD4 Naive / T Central Memory:24; Classical Monocyte:5	NK Cell:7693; gdT Cell:404; not_available:141; Lymphoid Cell:102; CD8 Cytotoxic / T Effector Memory:28	not_available:8386	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	19	14063	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6417400270212614	1.0	0.3582599729787385	0.03109293891772737	0.32716703406101116	3.1380363364858144	2.4710168527341256	CD8 Cytotoxic / T Effector Memory:12886; NK Cell:726; MAIT Cell:213; CD4 Naive / T Central Memory:184; CD4 T Effector Memory:26	CD8 Cytotoxic / T Effector Memory:13209; not_available:315; gdT Cell:224; NK Cell:88; MAIT Cell:85	not_available:14063	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	2	14502	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7355730244104262	0.8916011584609019	0.15602813405047578	0.07170872983036822	0.08431940422010757	2.5390368389107296	0.5001546157690941	CD4 Naive / T Central Memory:7443; CD4 T Effector Memory:5405; Treg:636; CD8 Naive / T Central Memory:416; NK Cell:256	CD4 T Effector Memory:10798; CD4 Naive / T Central Memory:1354; Treg:686; Lymphoid Cell:554; not_available:440	not_available:14502	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	20	20390	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD8 Naive / T Central Memory	source_supported_marker_tiebreak	0.7832795487984305	1.0	0.2167204512015694	0.1241824423737126	0.09253800882785679	2.634993281020108	1.106191417361452	CD4 Naive / T Central Memory:14182; CD8 Naive / T Central Memory:5101; CD4 T Effector Memory:769; CD8 Cytotoxic / T Effector Memory:167; NK Cell:89	CD4 Naive / T Central Memory:11473; CD8 Naive / T Central Memory:5152; CD4 T Effector Memory:2682; not_available:615; Treg:242	not_available:20390	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	21	18558	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7150218234723569	0.8441103567194741	0.12908853324711717	0.06991055070589504	0.05917798254122211	2.966654848904657	2.2516330254323	CD4 Naive / T Central Memory:15694; CD4 T Effector Memory:985; CD8 Naive / T Central Memory:452; MAIT Cell:446; CD8 Cytotoxic / T Effector Memory:385	CD4 Naive / T Central Memory:9767; CD4 T Effector Memory:3993; not_available:1471; Treg:844; CD8 Naive / T Central Memory:717	not_available:18558	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	22	6831	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.5985463328941589	1.0	0.401453667105841	0.11513394817742645	0.28631971892841457	2.1195286195286194	0.9829766408632721	CD8 Cytotoxic / T Effector Memory:3133; MAIT Cell:1971; CD4 Naive / T Central Memory:645; CD4 T Effector Memory:524; NK Cell:412	CD8 Cytotoxic / T Effector Memory:3484; MAIT Cell:1836; gdT Cell:647; CD4 T Effector Memory:338; not_available:273	not_available:6831	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	23	13542	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8712320927484862	1.0	0.1287679072515138	0.036660020676414114	0.09210788657509969	3.2538226997489295	2.3825906070004432	NK Cell:13313; CD8 Cytotoxic / T Effector Memory:123; CD4 Naive / T Central Memory:100; Plasma Cell:4; CD8 Naive / T Central Memory:1	NK Cell:11981; not_available:907; CD8 Cytotoxic / T Effector Memory:390; Lymphoid Cell:128; Blood Cell:83	not_available:13542	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	24	17797	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.8111938528965557	1.0	0.1888061471034444	0.15075619486430297	0.03804995223914143	3.050009383603978	1.8804976681463166	CD4 Naive / T Central Memory:13996; CD4 T Effector Memory:1397; Treg:859; CD8 Naive / T Central Memory:645; MAIT Cell:444	CD4 T Effector Memory:7399; CD4 Naive / T Central Memory:6587; Treg:1245; CD8 Naive / T Central Memory:666; CD8 Cytotoxic / T Effector Memory:641	not_available:17797	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	25	25842	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.9098266388050461	1.0	0.09017336119495394	0.017303614271341226	0.07286974692361271	3.3438366999458244	2.4340100611407784	NK Cell:25594; CD8 Cytotoxic / T Effector Memory:238; CD4 Naive / T Central Memory:5; Classical Monocyte:2; Plasma Cell:1	NK Cell:22503; not_available:1368; CD8 Cytotoxic / T Effector Memory:905; Lymphoid Cell:838; gdT Cell:146	not_available:25842	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	3	14533	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.7619373150760339	1.0	0.23806268492396612	0.030072249363517514	0.2079904355604486	2.646192458542627	1.0547933668203398	CD8 Cytotoxic / T Effector Memory:6711; NK Cell:6596; CD4 Naive / T Central Memory:723; MAIT Cell:400; CD8 Naive / T Central Memory:70	CD8 Cytotoxic / T Effector Memory:9195; not_available:1840; gdT Cell:1380; NK Cell:1010; Blood Cell:476	not_available:14533	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	4	20786	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.9248792456461079	1.0	0.07512075435389204	0.020247281824304818	0.05487347252958723	3.357388434523237	2.4191355239103247	NK Cell:20484; CD8 Cytotoxic / T Effector Memory:257; CD4 Naive / T Central Memory:39; MAIT Cell:3; Platelet:1	NK Cell:15962; not_available:2306; CD8 Cytotoxic / T Effector Memory:1678; Lymphoid Cell:441; gdT Cell:238	not_available:20786	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	5	14190	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7731221811978165	0.9129121741506001	0.13978999295278363	0.08118534178999294	0.0586046511627907	2.810356307258633	1.5752470754052148	CD4 Naive / T Central Memory:9349; CD4 T Effector Memory:3502; CD8 Naive / T Central Memory:619; Treg:409; CD8 Cytotoxic / T Effector Memory:160	CD4 T Effector Memory:6295; CD4 Naive / T Central Memory:5720; Treg:749; CD8 Naive / T Central Memory:652; not_available:373	not_available:14190	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	6	7028	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6824295674445077	1.0	0.31757043255549233	0.0364271485486625	0.2811432840068298	2.2270923449060898	0.8735066875355719	CD8 Cytotoxic / T Effector Memory:4517; NK Cell:2301; MAIT Cell:129; CD4 Naive / T Central Memory:39; Treg:12	CD8 Cytotoxic / T Effector Memory:3826; NK Cell:1624; gdT Cell:713; Lymphoid Cell:612; not_available:199	not_available:7028	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	7	19134	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.8147110902059161	1.0	0.18528890979408383	0.1679402111424689	0.017348698651614924	3.3208154071286713	2.530961743493258	CD4 Naive / T Central Memory:17831; CD4 T Effector Memory:847; Treg:282; CD8 Naive / T Central Memory:60; CD8 Cytotoxic / T Effector Memory:42	CD4 Naive / T Central Memory:13528; CD4 T Effector Memory:3865; Treg:859; not_available:486; Blood Cell:142	not_available:19134	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	8	12348	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8803409459021704	1.0	0.11965905409782959	0.024348072562358276	0.09531098153547132	3.224108195659216	2.343767249757046	NK Cell:12043; CD8 Cytotoxic / T Effector Memory:252; CD4 Naive / T Central Memory:37; MAIT Cell:4; Treg:4	NK Cell:10266; not_available:895; CD8 Cytotoxic / T Effector Memory:840; Lymphoid Cell:234; gdT Cell:68	not_available:12348	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	9	27705	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6552165674066053	1.0	0.34478343259339467	0.021483486735246346	0.3232999458581483	3.0910160620826566	2.3739325031582745	CD8 Cytotoxic / T Effector Memory:24475; NK Cell:3121; CD4 Naive / T Central Memory:37; MAIT Cell:35; CD4 T Effector Memory:12	CD8 Cytotoxic / T Effector Memory:25060; gdT Cell:1577; Lymphoid Cell:509; not_available:374; NK Cell:127	not_available:27705	screfmapping_missing_for_scope
