study	lineage	cluster	n_cells	review_priority	priority_score	review_reasons	suggested_action	final_label	marker_assignment	raw_marker_winner	assignment_reason	marker_score	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	llm_review_packet
infection_study_03	T_NK_lineage	0	8552	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6906758652946678	3.012139265668849	2.0347886459307762	CD8 Cytotoxic / T Effector Memory:7435; NK Cell:665; CD4 Naive / T Central Memory:237; MAIT Cell:169; CD4 T Effector Memory:17	CD8 Cytotoxic / T Effector Memory:7258; gdT Cell:597; not_available:396; NK Cell:122; Blood Cell:56	not_available:8552	Study=infection_study_03; lineage=T_NK_lineage; cluster=0; cells=8552; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.691; best_total_score=3.012; score_margin=2.035; CellTypist=CD8 Cytotoxic / T Effector Memory:7435; NK Cell:665; CD4 Naive / T Central Memory:237; MAIT Cell:169; CD4 T Effector Memory:17; PanHuman=CD8 Cytotoxic / T Effector Memory:7258; gdT Cell:597; not_available:396; NK Cell:122; Blood Cell:56; scRefMap=not_available:8552; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	1	13323	low	3	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6843758913157697	2.5520333258275163	1.5040874802972302	CD8 Cytotoxic / T Effector Memory:7600; CD4 Naive / T Central Memory:1766; NK Cell:1267; CD4 T Effector Memory:951; MAIT Cell:914	CD8 Cytotoxic / T Effector Memory:7690; gdT Cell:1741; CD4 T Effector Memory:1357; MAIT Cell:966; not_available:762	not_available:13323	Study=infection_study_03; lineage=T_NK_lineage; cluster=1; cells=13323; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.684; best_total_score=2.552; score_margin=1.504; CellTypist=CD8 Cytotoxic / T Effector Memory:7600; CD4 Naive / T Central Memory:1766; NK Cell:1267; CD4 T Effector Memory:951; MAIT Cell:914; PanHuman=CD8 Cytotoxic / T Effector Memory:7690; gdT Cell:1741; CD4 T Effector Memory:1357; MAIT Cell:966; not_available:762; scRefMap=not_available:13323; review_reasons=screfmapping_not_available.
infection_study_03	T_NK_lineage	10	12888	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7429725391919035	2.6155761173184358	1.3486817194289262	CD4 Naive / T Central Memory:8345; CD8 Naive / T Central Memory:2468; CD4 T Effector Memory:1456; CD8 Cytotoxic / T Effector Memory:317; Treg:120	CD4 Naive / T Central Memory:5888; CD4 T Effector Memory:3390; CD8 Naive / T Central Memory:2447; CD8 Cytotoxic / T Effector Memory:350; not_available:307	not_available:12888	Study=infection_study_03; lineage=T_NK_lineage; cluster=10; cells=12888; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.743; best_total_score=2.616; score_margin=1.349; CellTypist=CD4 Naive / T Central Memory:8345; CD8 Naive / T Central Memory:2468; CD4 T Effector Memory:1456; CD8 Cytotoxic / T Effector Memory:317; Treg:120; PanHuman=CD4 Naive / T Central Memory:5888; CD4 T Effector Memory:3390; CD8 Naive / T Central Memory:2447; CD8 Cytotoxic / T Effector Memory:350; not_available:307; scRefMap=not_available:12888; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	11	24421	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.5169014372875804	2.7551220051178777	2.0424697795742883	CD4 Naive / T Central Memory:20688; CD8 Naive / T Central Memory:2261; CD8 Cytotoxic / T Effector Memory:548; NK Cell:427; CD4 T Effector Memory:227	CD4 Naive / T Central Memory:11537; CD4 T Effector Memory:4796; not_available:2788; CD8 Naive / T Central Memory:2464; Blood Cell:948	not_available:24421	Study=infection_study_03; lineage=T_NK_lineage; cluster=11; cells=24421; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.517; best_total_score=2.755; score_margin=2.042; CellTypist=CD4 Naive / T Central Memory:20688; CD8 Naive / T Central Memory:2261; CD8 Cytotoxic / T Effector Memory:548; NK Cell:427; CD4 T Effector Memory:227; PanHuman=CD4 Naive / T Central Memory:11537; CD4 T Effector Memory:4796; not_available:2788; CD8 Naive / T Central Memory:2464; Blood Cell:948; scRefMap=not_available:24421; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	12	20022	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8694258815303166	3.2946117770452505	2.425185895514934	NK Cell:19766; CD8 Cytotoxic / T Effector Memory:244; CD4 Naive / T Central Memory:5; Classical Monocyte:4; Blood Cell:1	NK Cell:18043; Lymphoid Cell:1170; not_available:500; CD8 Cytotoxic / T Effector Memory:208; gdT Cell:87	not_available:20022	Study=infection_study_03; lineage=T_NK_lineage; cluster=12; cells=20022; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.869; best_total_score=3.295; score_margin=2.425; CellTypist=NK Cell:19766; CD8 Cytotoxic / T Effector Memory:244; CD4 Naive / T Central Memory:5; Classical Monocyte:4; Blood Cell:1; PanHuman=NK Cell:18043; Lymphoid Cell:1170; not_available:500; CD8 Cytotoxic / T Effector Memory:208; gdT Cell:87; scRefMap=not_available:20022; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	13	9049	low	3	screfmapping_not_available	accept	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.7780141452094154	2.678820864183888	1.3920488451762627	CD8 Naive / T Central Memory:5127; CD4 Naive / T Central Memory:2291; CD4 T Effector Memory:862; CD8 Cytotoxic / T Effector Memory:629; MAIT Cell:61	CD8 Naive / T Central Memory:5925; CD4 T Effector Memory:1088; CD8 Cytotoxic / T Effector Memory:926; not_available:447; CD4 Naive / T Central Memory:435	not_available:9049	Study=infection_study_03; lineage=T_NK_lineage; cluster=13; cells=9049; final=CD8 Naive / T Central Memory; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.778; best_total_score=2.679; score_margin=1.392; CellTypist=CD8 Naive / T Central Memory:5127; CD4 Naive / T Central Memory:2291; CD4 T Effector Memory:862; CD8 Cytotoxic / T Effector Memory:629; MAIT Cell:61; PanHuman=CD8 Naive / T Central Memory:5925; CD4 T Effector Memory:1088; CD8 Cytotoxic / T Effector Memory:926; not_available:447; CD4 Naive / T Central Memory:435; scRefMap=not_available:9049; review_reasons=screfmapping_not_available.
infection_study_03	T_NK_lineage	14	16189	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.6659935758848601	2.7974316655965445	1.6619198983471777	CD4 Naive / T Central Memory:11787; CD4 T Effector Memory:2393; CD8 Naive / T Central Memory:1464; Treg:267; CD8 Cytotoxic / T Effector Memory:176	CD4 T Effector Memory:6653; CD4 Naive / T Central Memory:6378; CD8 Naive / T Central Memory:1546; Treg:610; not_available:552	not_available:16189	Study=infection_study_03; lineage=T_NK_lineage; cluster=14; cells=16189; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.666; best_total_score=2.797; score_margin=1.662; CellTypist=CD4 Naive / T Central Memory:11787; CD4 T Effector Memory:2393; CD8 Naive / T Central Memory:1464; Treg:267; CD8 Cytotoxic / T Effector Memory:176; PanHuman=CD4 T Effector Memory:6653; CD4 Naive / T Central Memory:6378; CD8 Naive / T Central Memory:1546; Treg:610; not_available:552; scRefMap=not_available:16189; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	15	26606	low	3	screfmapping_not_available	accept	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.6905710136754833	2.8960509806002372	1.9589970052263865	CD4 Naive / T Central Memory:21138; CD8 Naive / T Central Memory:3062; CD4 T Effector Memory:1744; Treg:353; CD8 Cytotoxic / T Effector Memory:178	CD4 Naive / T Central Memory:13774; CD4 T Effector Memory:7477; CD8 Naive / T Central Memory:3147; Treg:917; not_available:832	not_available:26606	Study=infection_study_03; lineage=T_NK_lineage; cluster=15; cells=26606; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=CD4 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.691; best_total_score=2.896; score_margin=1.959; CellTypist=CD4 Naive / T Central Memory:21138; CD8 Naive / T Central Memory:3062; CD4 T Effector Memory:1744; Treg:353; CD8 Cytotoxic / T Effector Memory:178; PanHuman=CD4 Naive / T Central Memory:13774; CD4 T Effector Memory:7477; CD8 Naive / T Central Memory:3147; Treg:917; not_available:832; scRefMap=not_available:26606; review_reasons=screfmapping_not_available.
infection_study_03	T_NK_lineage	16	10318	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.621639368094592	2.578188602442334	1.9565492343477422	CD8 Cytotoxic / T Effector Memory:6982; MAIT Cell:1736; NK Cell:606; CD8 Naive / T Central Memory:457; CD4 Naive / T Central Memory:260	CD8 Cytotoxic / T Effector Memory:6199; gdT Cell:2299; MAIT Cell:1150; not_available:302; CD8 Naive / T Central Memory:134	not_available:10318	Study=infection_study_03; lineage=T_NK_lineage; cluster=16; cells=10318; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.622; best_total_score=2.578; score_margin=1.957; CellTypist=CD8 Cytotoxic / T Effector Memory:6982; MAIT Cell:1736; NK Cell:606; CD8 Naive / T Central Memory:457; CD4 Naive / T Central Memory:260; PanHuman=CD8 Cytotoxic / T Effector Memory:6199; gdT Cell:2299; MAIT Cell:1150; not_available:302; CD8 Naive / T Central Memory:134; scRefMap=not_available:10318; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	17	2010	high	7	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.8312587064676618	2.827960199004975	1.6827537313432837	NK Cell:1601; CD8 Cytotoxic / T Effector Memory:400; CD4 Naive / T Central Memory:6; Naive B Cell:1; CD8 Naive / T Central Memory:1	NK Cell:1545; CD8 Cytotoxic / T Effector Memory:299; not_available:100; gdT Cell:40; Lymphoid Cell:18	not_available:2010	Study=infection_study_03; lineage=T_NK_lineage; cluster=17; cells=2010; final=NK Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.831; best_total_score=2.828; score_margin=1.683; CellTypist=NK Cell:1601; CD8 Cytotoxic / T Effector Memory:400; CD4 Naive / T Central Memory:6; Naive B Cell:1; CD8 Naive / T Central Memory:1; PanHuman=NK Cell:1545; CD8 Cytotoxic / T Effector Memory:299; not_available:100; gdT Cell:40; Lymphoid Cell:18; scRefMap=not_available:2010; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	18	8386	high	7	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.8917749821130456	3.1792088003815886	2.2874338182685428	NK Cell:8148; CD8 Cytotoxic / T Effector Memory:176; MAIT Cell:26; CD4 Naive / T Central Memory:24; Classical Monocyte:5	NK Cell:7693; gdT Cell:404; not_available:141; Lymphoid Cell:102; CD8 Cytotoxic / T Effector Memory:28	not_available:8386	Study=infection_study_03; lineage=T_NK_lineage; cluster=18; cells=8386; final=NK Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.892; best_total_score=3.179; score_margin=2.287; CellTypist=NK Cell:8148; CD8 Cytotoxic / T Effector Memory:176; MAIT Cell:26; CD4 Naive / T Central Memory:24; Classical Monocyte:5; PanHuman=NK Cell:7693; gdT Cell:404; not_available:141; Lymphoid Cell:102; CD8 Cytotoxic / T Effector Memory:28; scRefMap=not_available:8386; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	19	14063	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6417400270212614	3.1380363364858144	2.4710168527341256	CD8 Cytotoxic / T Effector Memory:12886; NK Cell:726; MAIT Cell:213; CD4 Naive / T Central Memory:184; CD4 T Effector Memory:26	CD8 Cytotoxic / T Effector Memory:13209; not_available:315; gdT Cell:224; NK Cell:88; MAIT Cell:85	not_available:14063	Study=infection_study_03; lineage=T_NK_lineage; cluster=19; cells=14063; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.642; best_total_score=3.138; score_margin=2.471; CellTypist=CD8 Cytotoxic / T Effector Memory:12886; NK Cell:726; MAIT Cell:213; CD4 Naive / T Central Memory:184; CD4 T Effector Memory:26; PanHuman=CD8 Cytotoxic / T Effector Memory:13209; not_available:315; gdT Cell:224; NK Cell:88; MAIT Cell:85; scRefMap=not_available:14063; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	2	14502	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7355730244104262	2.5390368389107296	0.5001546157690941	CD4 Naive / T Central Memory:7443; CD4 T Effector Memory:5405; Treg:636; CD8 Naive / T Central Memory:416; NK Cell:256	CD4 T Effector Memory:10798; CD4 Naive / T Central Memory:1354; Treg:686; Lymphoid Cell:554; not_available:440	not_available:14502	Study=infection_study_03; lineage=T_NK_lineage; cluster=2; cells=14502; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.736; best_total_score=2.539; score_margin=0.500; CellTypist=CD4 Naive / T Central Memory:7443; CD4 T Effector Memory:5405; Treg:636; CD8 Naive / T Central Memory:416; NK Cell:256; PanHuman=CD4 T Effector Memory:10798; CD4 Naive / T Central Memory:1354; Treg:686; Lymphoid Cell:554; not_available:440; scRefMap=not_available:14502; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_03	T_NK_lineage	20	20390	medium	4	raw_marker_winner_changed_by_policy;screfmapping_not_available	accept	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD8 Naive / T Central Memory	source_supported_marker_tiebreak	0.7832795487984305	2.634993281020108	1.106191417361452	CD4 Naive / T Central Memory:14182; CD8 Naive / T Central Memory:5101; CD4 T Effector Memory:769; CD8 Cytotoxic / T Effector Memory:167; NK Cell:89	CD4 Naive / T Central Memory:11473; CD8 Naive / T Central Memory:5152; CD4 T Effector Memory:2682; not_available:615; Treg:242	not_available:20390	Study=infection_study_03; lineage=T_NK_lineage; cluster=20; cells=20390; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=source_supported_marker_tiebreak; marker_score=0.783; best_total_score=2.635; score_margin=1.106; CellTypist=CD4 Naive / T Central Memory:14182; CD8 Naive / T Central Memory:5101; CD4 T Effector Memory:769; CD8 Cytotoxic / T Effector Memory:167; NK Cell:89; PanHuman=CD4 Naive / T Central Memory:11473; CD8 Naive / T Central Memory:5152; CD4 T Effector Memory:2682; not_available:615; Treg:242; scRefMap=not_available:20390; review_reasons=raw_marker_winner_changed_by_policy,screfmapping_not_available.
