study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
vaccination_study_04	T_NK_lineage	10	24	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.925	1.0	0.075	0.075	0.0	3.3095833333333333	2.3845833333333335	NK Cell:24	NK Cell:21; Lymphoid Cell:2; Blood Cell:1	not_available:24	screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	12	20	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.91	1.0	0.09	0.09	0.0	3.295	2.385	NK Cell:12; Blood Cell:3; CD8 Cytotoxic / T Effector Memory:2; Treg:2; CD4 T Effector Memory:1	Lymphoid Cell:20	not_available:18; CD4 Naive / T Central Memory:2	screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	13	13	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.9915271797941658	0.9915271797941658	0.0	0.0	0.0	0.9915271797941658	0.140865554085281	Blood Cell:13	Blood Cell:13	not_available:13	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	14	2	NK Cell	NK Cell	NK Cell	raw_marker_winner	0.51	1.0	0.49	0.49	0.0	3.1100000000000003	2.6100000000000003	NK Cell:2	NK Cell:1; Blood Cell:1	not_available:2	screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	2	35	NK Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.6697718105500208	0.8573908581690683	0.18761904761904763	0.18761904761904763	0.0	1.3385714285714287	0.39456746781888574	Blood Cell:26; NK Cell:4; T Cell:2; Plasmacytoid DC:1; CD4 Naive / T Central Memory:1	Blood Cell:20; Lymphoid Cell:8; HSC:6; NK Cell:1	not_available:22; CD4 Naive / T Central Memory:9; CD4 T Effector Memory:4	marker_final_disagreement
vaccination_study_04	T_NK_lineage	3	33	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.9090909090909091	1.0	0.09090909090909091	0.09090909090909091	0.0	3.403636363636364	2.4945454545454546	NK Cell:30; CD8 Cytotoxic / T Effector Memory:3	NK Cell:30; Blood Cell:3	not_available:33	screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	4	33	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	1.0	1.0	0.0	0.0	0.0	3.450909090909091	2.450909090909091	NK Cell:32; CD4 T Effector Memory:1	NK Cell:27; Blood Cell:2; Lymphoid Cell:2; CD8 T Cell (ab):1; CD8 Naive / T Central Memory:1	not_available:32; CD4 Naive / T Central Memory:1	screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	5	33	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.9636363636363636	1.0	0.03636363636363637	0.03636363636363637	0.0	3.4663636363636368	2.502727272727273	NK Cell:33	NK Cell:28; Blood Cell:3; Lymphoid Cell:2	not_available:33	screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	6	31	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9225806451612903	1.0	0.07741935483870968	0.07741935483870968	0.0	2.992258064516129	1.7677419354838708	NK Cell:16; CD8 Cytotoxic / T Effector Memory:14; Blood Cell:1	NK Cell:19; Blood Cell:8; Lymphoid Cell:3; CD8 Cytotoxic / T Effector Memory:1	not_available:31	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	7	28	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.8714285714285714	1.0	0.12857142857142856	0.12857142857142856	0.0	3.2207142857142856	2.349285714285714	NK Cell:26; CD8 Cytotoxic / T Effector Memory:2	NK Cell:27; Blood Cell:1	not_available:28	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_04	T_NK_lineage	9	26	T Cell	gdT Cell	gdT Cell	raw_marker_winner	0.7288461538461538	1.0	0.2711538461538462	0.18461538461538463	0.08653846153846154	0.7288461538461538	0.18461538461538451	Plasmacytoid DC:26	Plasmacytoid DC:26	not_available:26	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_04	Myeloid_lineage	6	1089	Conventional DC 1	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.8280198032998911	0.9975958669668639	0.16957606366697275	0.12653198653198652	0.043044077134986224	2.9629017447199266	2.1348819414200353	Conventional DC 1:1052; Classical Monocyte:12; Conventional DC 2:9; Blood Cell:7; Plasmacytoid DC:6	Conventional DC 1:971; Blood Cell:106; Plasmacytoid DC:7; Conventional DC 2:5	not_available:1089	marker_final_disagreement
