study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:14	DC	parent	1623	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	S100A8	1.6053358950845562	2.2259582849431756	1.2412447797172392	1.0	0.8802854443751257	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:14	Eosinophil	terminal	1623	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.5696229432049804	0.05099944665363913	1.2412447797172392	0.3333333333333333	0.7425607265553336	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:15	Conventional DC 2	terminal	1277	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	2.22492531605728	2.5688068587532307	0.6877630853919005	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:15	DC	parent	1277	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	S100A8	1.9048023464800454	2.3404738195989254	0.8713429462377598	1.0	0.9893706069239694	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:15	Eosinophil	terminal	1277	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.39662523000957883	0.039046243109301035	0.8713429462377598	0.3333333333333333	0.8274849558463653	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:16	Non-Classical Monocyte	terminal	1241	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	1.1956998147835878	1.5087282741314745	0.6260569186957732	1.0	0.9468838040456448	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:16	Eosinophil	terminal	1241	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.24679274600086243	0.003307365607485283	0.5002002232166954	0.3333333333333333	0.9010374207441457	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:16	Conventional DC 1	terminal	1241	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	0.05526044095275769	0.11879985449440916	0.12707882708330293	0.6666666666666666	0.7661576828096804	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:17	Myeloid Cell	parent	1198	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.4096270255215826	2.449569131287191	0.07988421153121679	1.0	0.7658349474740687	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:17	Conventional DC 2	terminal	1198	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	1.616348638355786	2.242494165018391	1.2522910533252114	1.0	0.7330952704155728	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:17	Intermediate Monocyte	terminal	1198	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.0533111333892657	2.173084747460844	0.23954722814315815	1.0	0.7293816817747181	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:18	Non-Classical Monocyte	terminal	1197	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	1.4557239139087932	1.77375459956512	0.6360613713126533	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:18	Eosinophil	terminal	1197	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.34451857159410604	0.0035283535893200434	0.6960938503668521	0.3333333333333333	0.8530640096103123	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:18	Monocyte	parent	1197	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.007466315582923	2.0095831675708173	0.004233703975789031	1.0	0.7792895683647825	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:19	DC	parent	1100	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	S100A8	2.1014717176263082	2.181829206006545	0.1607149767604741	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:19	Conventional DC 1	terminal	1100	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	1.5321267076720568	1.574834938881072	0.08541646241803061	0.6666666666666666	1.0	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:19	Eosinophil	terminal	1100	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.07751880264643467	0.0028386857338023905	0.1607149767604741	0.3333333333333333	0.9841336589134411	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:2	Monocyte	parent	5421	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.3506670963361453	2.3514962754475097	0.0016583582227288566	1.0	0.8822785353453089	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:2	Classical Monocyte	terminal	5421	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.8609122085269747	2.9432304394200344	0.16463646178611901	1.0	0.8789331774002197	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:2	Neutrophil	terminal	5421	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD79A	2.0792166421228044	2.079788687901619	0.0011440915576295865	1.0	0.8575888003808081	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:20	Myeloid Cell	parent	1022	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.8531228558045543	2.857004597695606	0.00776348378210385	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:20	Monocyte	parent	1022	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.8091319935729064	2.8091319935729064	0.0	1.0	1.0	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:20	Classical Monocyte	terminal	1022	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	3.3014375061642403	3.3495556394298016	0.0962362665311231	1.0	1.0	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:21	Intermediate Monocyte	terminal	985	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.5010386464206498	2.541842830811459	0.08160836878161745	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:21	Myeloid Cell	parent	985	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.8291634256260347	2.859100754345734	0.05987465743939888	1.0	0.9886925657470069	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:21	Monocyte	parent	985	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.277336226553914	2.277743910887347	0.0008153686668667091	1.0	0.8602731351533847	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:22	Myeloid Cell	parent	946	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.4091722695192375	2.435838476573186	0.05333241410789732	1.0	0.7655933812129464	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:22	Monocyte	parent	946	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	1.9484488589819087	1.990373294650878	0.08384887133793902	1.0	0.7615793904455573	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:22	Intermediate Monocyte	terminal	946	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.087464829495963	2.1360017327753233	0.09707380655872058	1.0	0.7504736545666917	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:23	Intermediate Monocyte	terminal	840	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.2830237056941742	2.3405974583020286	0.11514750521570918	1.0	0.8712430870496612	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:23	Monocyte	parent	840	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.301496846938417	2.3064491849924837	0.009904676108133226	1.0	0.8675233439948319	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:23	Myeloid Cell	parent	840	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.5199987788817713	2.538974199905282	0.0379508420470215	1.0	0.8244643919569213	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:24	Intermediate Monocyte	terminal	774	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.4819943660695323	2.4964845196169887	0.02898030709491322	1.0	0.9941195025897984	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:24	Myeloid Cell	parent	774	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.8323769732520407	2.844184314496141	0.0236146824882012	1.0	0.9903996013462065	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:24	Monocyte	parent	774	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.6767930104343947	2.6777694969654258	0.0019529730620618322	1.0	0.9801436128222435	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:25	Eosinophil	terminal	576	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.1493792138579819	0.0	0.2987584277159638	0.3333333333333333	0.9488575276516119	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:25	Conventional DC 1	terminal	576	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	0.008316926295972533	0.04731670684284635	0.07799956109374762	0.6666666666666666	0.6944824919728246	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:25	Non-Classical Monocyte	terminal	576	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	0.3839415499586957	0.5465105297388855	0.3251379595603794	1.0	0.6168822899621187	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:26	Mast Cell	terminal	421	CPA3,KIT	CPA3	LST1	-0.06501302172622318	0.0020464884555254866	0.13411902036349735	0.3333333333333333	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:26	Basophil	terminal	421	CPA3,GATA2,IL3RA,KIT	CPA3	LST1	0.327493209453773	0.3945527196355217	0.13411902036349735	0.3333333333333333	0.9930518692723557	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:26	Eosinophil	terminal	421	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.12678780160720446	0.0007807344835331208	0.25513707218147513	0.3333333333333333	0.9599476064656955	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:27	Eosinophil	terminal	299	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.6316614063952944	0.012956608929894574	1.289236030650378	0.3333333333333333	0.7121061698128026	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:27	DC	parent	299	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	S100A8	0.9912824726838998	1.6359004880090884	1.289236030650378	1.0	0.6566072424125724	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:27	Conventional DC 1	terminal	299	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	-0.06984945593594907	0.24271075146453439	0.6251204148009669	0.6666666666666666	0.5751350079920997	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:28	Intermediate Monocyte	terminal	227	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.290011093862869	2.3089701546008716	0.03791812147600535	1.0	0.875558221806399	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:28	Monocyte	parent	227	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.2916258731264976	2.2946577169484055	0.006063687643815767	1.0	0.8645612254537544	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:28	Classical Monocyte	terminal	227	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.7962011040028365	2.879689799498619	0.1669773909915649	1.0	0.8581510833641152	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:29	Plasmacytoid DC	terminal	205	LILRA4,CLEC4C,IL3RA,TCF4,IRF7,GZMB,JCHAIN,SPIB	LILRA4,CLEC4C,IL3RA,TCF4	CD1C,FCN1,S100A8	2.1817986211580473	2.226616456250592	0.08963567018508911	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:29	Conventional DC 1	terminal	205	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	0.20460981659409472	0.48368961229556945	0.5581595914029494	0.6666666666666666	0.9941901400877988	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:29	Eosinophil	terminal	205	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.08299196708977706	0.007807103405153849	0.18159814098986185	0.3333333333333333	0.9814468935016409	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:3	Myeloid Cell	parent	5343	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.859893876512455	2.871178449960588	0.022569146896265383	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:3	Intermediate Monocyte	terminal	5343	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.52199962389165	2.541437557613354	0.038875867443407784	1.0	1.0	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:3	Monocyte	parent	5343	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.5907796220073775	2.5915022232250995	0.0014452024354440274	1.0	0.9543323952569697	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:30	Eosinophil	terminal	167	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.041173797435389306	0.0012404169151169098	0.08482842870101244	0.3333333333333333	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:30	DC	parent	167	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	S100A8	1.963163108853047	2.0055773232035534	0.08482842870101244	1.0	1.0	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:30	Conventional DC 1	terminal	167	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	0.21222012751919783	0.37287994448296324	0.3213196339275309	0.6666666666666666	1.0	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:4	Conventional DC 2	terminal	3818	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	2.2851392996172373	2.7920928361768893	1.013907073119303	1.0	1.0	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:4	DC	parent	3818	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	S100A8	1.7625851911351655	2.5136999418874133	1.502229501504496	1.0	0.9375658674089506	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:4	Myeloid Cell	parent	3818	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.638479465275862	2.6728443847004186	0.06872983884911314	1.0	0.8874012993970293	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:5	Neutrophil	terminal	3677	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD79A	2.331111915464274	2.3316247178171197	0.0010256047056912403	1.0	0.9679678552583981	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:5	Granulocyte	parent	3677	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9		2.593314520382495	2.593314520382495	0.0	1.0	0.9519715176083311	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:5	Classical Monocyte	terminal	3677	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	3.0852212193646174	3.134624707514837	0.09880697630043908	1.0	0.9509704419571035	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:6	Intermediate Monocyte	terminal	3503	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.3645549257945153	2.383270003594219	0.037430155599408814	1.0	0.9215935460652993	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:6	Monocyte	parent	3503	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.2284671598188175	2.2287579942852407	0.0005816689328469449	1.0	0.8456083238166968	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:6	Myeloid Cell	parent	3503	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD79A,NKG7	2.505036076172748	2.523238678043854	0.036405203742212545	1.0	0.8165162084671723	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:7	Monocyte	parent	3019	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.3490175536367843	2.349467773115799	0.0009004389580293537	1.0	0.8817835344358569	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:7	Classical Monocyte	terminal	3019	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.837993030597676	2.894934261398487	0.1138824616016221	1.0	0.8715726399088649	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:7	Neutrophil	terminal	3019	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD79A	2.0946709826182253	2.095286355284688	0.0012307453329257517	1.0	0.8643608031858333	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:8	Neutrophil	terminal	2587	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD79A	2.068931385867068	2.06958578640254	0.001308801070944333	1.0	0.8530818604544562	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:8	Classical Monocyte	terminal	2587	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.7625670611223327	2.8259185815786574	0.12670304091264947	1.0	0.8473494466574465	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:8	Monocyte	parent	2587	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CLEC4C	2.2334677893646813	2.2349520147733815	0.002968450817400118	1.0	0.8471089313329456	3.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:9	Eosinophil	terminal	2570	RNASE2,PRG2,IL5RA	RNASE2	S100A8	-0.12290769987069215	0.003981083445975753	0.25377756663333584	0.3333333333333333	0.9618523406003712	1.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:9	Non-Classical Monocyte	terminal	2570	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	1.1739947524525698	1.4095018725373556	0.47101424016957155	1.0	0.9380601138623879	2.0
vaccination_study_04	Myeloid_lineage	Myeloid_lineage:9	Conventional DC 1	terminal	2570	CLEC9A,BATF3,CADM1,IRF8,C1orf54	CLEC9A,BATF3	CD1C,FCER1A,CLEC4C,S100A8	0.03714143742615147	0.070274658945284	0.06626644303826507	0.6666666666666666	0.7384928808655111	3.0
