lineage	cluster	n_cells	chosen_label	accepted	score_margin	calibrated_cluster_confidence	marker_availability_alert	top_celltypist	top_azimuth_l2	top_panhuman_fine	top_marker	top_screfmapping
B_lineage	12	6	Plasma Cell	True	1.6646131335301098	0.74	pass	Plasma Cell:3; Blood Cell:2; Plasmablast:1	Plasmablast:4; HSC:2	Plasma Cell:4; Blood Cell:2	Plasma Cell:4; B Cell:2	Memory B Cell:4; not_available:2
B_lineage	8	6	Plasma Cell	True	2.289944246827619	0.8011111111111111	pass	Plasma Cell:4; Classical Monocyte:2	Plasmablast:4; Lymphoid Cell:2	Plasma Cell:4; B Cell:2	Plasma Cell:4; B Cell:2	Plasma Cell:2; Naive B Cell:2; Memory B Cell:2
B_lineage	9	6	Plasma Cell	True	3.556981760387497	0.8500000000000001	pass	Plasma Cell:6	Plasmablast:6	Plasma Cell:6	Plasma Cell:6	Plasma Cell:4; Naive B Cell:2
B_lineage	13	4	Plasma Cell	True	1.9568455309165216	0.74	pass	Plasma Cell:4	Plasmablast:4	Plasma Cell:4	Plasma Cell:4	Naive B Cell:4
B_lineage	14	4	Plasma Cell	True	2.404540982365852	0.74	pass	Plasma Cell:4	Plasmablast:4	Plasma Cell:4	Plasma Cell:4	Memory B Cell:3; Naive B Cell:1
B_lineage	15	4	Plasma Cell	True	1.2214485733747067	0.795	pass	Plasma Cell:2; Naive B Cell:1; Blood Cell:1	Plasmablast:2; HSC:2	Plasma Cell:2; Blood Cell:2	Plasma Cell:2; CD4 T Cell (ab):1; B Cell:1	Plasma Cell:2; Naive B Cell:1; not_available:1
Myeloid_lineage	0	5886	Non-Classical Monocyte	True	2.210197154189136	0.8500000000000001	pass	Non-Classical Monocyte:5872; Classical Monocyte:13; NK Cell:1	Non-Classical Monocyte:5885; Lymphoid Cell:1	Non-Classical Monocyte:5833; Intermediate Monocyte:38; Blood Cell:14; Conventional DC 2:1	Non-Classical Monocyte:3663; Monocyte:2221; B Cell:1; NK Cell:1	not_available:5886
Myeloid_lineage	1	5457	Classical Monocyte	True	3.049693483690305	0.8500000000000001	pass	Classical Monocyte:5457	Classical Monocyte:5457	Classical Monocyte:5410; Blood Cell:47	Monocyte:5457	not_available:5457
Myeloid_lineage	2	5421	Classical Monocyte	True	2.798519675489109	0.8252443560486331	pass	Classical Monocyte:5417; Non-Classical Monocyte:2; Conventional DC 2:2	Classical Monocyte:5416; Lymphoid Cell:4; Non-Classical Monocyte:1	Classical Monocyte:4984; Blood Cell:330; Intermediate Monocyte:44; Conventional DC 2:36; Non-Classical Monocyte:27	Monocyte:5402; DC:11; B Cell:7; CD4 T Cell (ab):1	not_available:5421
Myeloid_lineage	3	5343	Classical Monocyte	True	2.6099792570679186	0.8296664715231434	pass	Classical Monocyte:5340; Non-Classical Monocyte:3	Classical Monocyte:5339; Non-Classical Monocyte:4	Classical Monocyte:4970; Blood Cell:199; Conventional DC 2:96; Intermediate Monocyte:66; Non-Classical Monocyte:11	Monocyte:5342; DC:1	not_available:5343
Myeloid_lineage	4	3818	Conventional DC 2	True	2.319164729626207	0.8500000000000001	pass	Conventional DC 2:2787; Classical Monocyte:1017; Blood Cell:12; Plasmacytoid DC:2	Conventional DC 2:3087; Classical Monocyte:718; Blood Cell:10; Conventional DC 1:1; CD4 Naive / T Central Memory:1	Conventional DC 2:3447; Blood Cell:250; Classical Monocyte:120; Conventional DC 1:1	DC:2108; Monocyte:1710	not_available:3818
Myeloid_lineage	5	3677	Classical Monocyte	True	2.973283887080905	0.8445953962452308	pass	Classical Monocyte:3677	Classical Monocyte:3676; CD8 Cytotoxic / T Effector Memory:1	Classical Monocyte:3648; Blood Cell:27; Non-Classical Monocyte:2	Monocyte:3670; DC:4; B Cell:3	not_available:3677
Myeloid_lineage	6	3503	Classical Monocyte	True	2.510786423262118	0.8080896821757539	pass	Classical Monocyte:3466; Non-Classical Monocyte:36; Conventional DC 2:1	Classical Monocyte:3454; Non-Classical Monocyte:42; Lymphoid Cell:7	Classical Monocyte:2940; Intermediate Monocyte:213; Blood Cell:205; Non-Classical Monocyte:123; Conventional DC 2:18	Monocyte:3484; DC:12; B Cell:7	not_available:3503
Myeloid_lineage	7	3019	Classical Monocyte	True	2.8906146387844567	0.8289294522773918	pass	Classical Monocyte:3019	Classical Monocyte:3007; Lymphoid Cell:8; CD8 Cytotoxic / T Effector Memory:4	Classical Monocyte:2867; Blood Cell:110; Conventional DC 2:28; Non-Classical Monocyte:13; Intermediate Monocyte:1	Monocyte:2987; DC:17; B Cell:13; Non-Classical Monocyte:1; Plasmacytoid DC:1	not_available:3019
Myeloid_lineage	8	2587	Classical Monocyte	True	2.815046364565055	0.8157120772323159	pass	Classical Monocyte:2585; Conventional DC 2:1; Non-Classical Monocyte:1	Classical Monocyte:2569; Lymphoid Cell:15; Non-Classical Monocyte:3	Classical Monocyte:2396; Blood Cell:108; Conventional DC 2:50; Non-Classical Monocyte:16; Intermediate Monocyte:16	Monocyte:2558; B Cell:13; DC:11; CD4 T Cell (ab):3; NK Cell:1	not_available:2587
Myeloid_lineage	9	2570	Non-Classical Monocyte	True	2.16132021258394	0.8454891239020395	pass	Non-Classical Monocyte:2496; Classical Monocyte:71; Blood Cell:2; CD8 Cytotoxic / T Effector Memory:1	Non-Classical Monocyte:2507; Classical Monocyte:37; Lymphoid Cell:21; CD4 Naive / T Central Memory:5	Non-Classical Monocyte:2538; Intermediate Monocyte:20; Blood Cell:11; Conventional DC 2:1	Non-Classical Monocyte:1875; Monocyte:676; DC:9; B Cell:7; CD4 T Cell (ab):2	not_available:2570
Myeloid_lineage	10	2458	Non-Classical Monocyte	True	2.033703227773865	0.8500000000000001	pass	Non-Classical Monocyte:2298; Classical Monocyte:160	Non-Classical Monocyte:2305; Classical Monocyte:153	Non-Classical Monocyte:2343; Intermediate Monocyte:66; Blood Cell:35; Classical Monocyte:14	Non-Classical Monocyte:1758; Monocyte:698; DC:2	not_available:2458
Myeloid_lineage	11	2348	Plasmacytoid DC	True	2.793593430712177	0.8500000000000001	pass	Plasmacytoid DC:2348	Plasmacytoid DC:2348	Plasmacytoid DC:2345; Blood Cell:3	Plasmacytoid DC:1948; Plasma Cell:387; Monocyte:5; B Cell:3; CD4 T Cell (ab):3	not_available:2348
Myeloid_lineage	12	2249	Plasmacytoid DC	True	2.779323393627488	0.8500000000000001	pass	Plasmacytoid DC:2249	Plasmacytoid DC:2248; Blood Cell:1	Plasmacytoid DC:2249	Plasmacytoid DC:1838; Plasma Cell:408; CD4 T Cell (ab):2; DC:1	not_available:2249
Myeloid_lineage	13	1717	Non-Classical Monocyte	True	2.191235736535042	0.8500000000000001	pass	Non-Classical Monocyte:1706; Classical Monocyte:11	Non-Classical Monocyte:1707; CD8 Cytotoxic / T Effector Memory:3; Classical Monocyte:3; Lymphoid Cell:3; Plasmacytoid DC:1	Non-Classical Monocyte:1714; Blood Cell:2; Intermediate Monocyte:1	Non-Classical Monocyte:1090; Monocyte:623; Platelet:2; B Cell:2	not_available:1717
Myeloid_lineage	14	1623	Conventional DC 2	True	1.909401432960192	0.8500000000000001	pass	Conventional DC 2:1029; Classical Monocyte:584; Blood Cell:7; Plasmacytoid DC:2; NK Cell:1	Conventional DC 2:1124; Classical Monocyte:455; Lymphoid Cell:25; Blood Cell:19	Conventional DC 2:1296; Blood Cell:177; Classical Monocyte:142; Conventional DC 1:7; Plasmacytoid DC:1	Monocyte:829; DC:787; B Cell:7	not_available:1623
Myeloid_lineage	15	1277	Conventional DC 2	True	2.340169599942536	0.8500000000000001	pass	Conventional DC 2:917; Classical Monocyte:354; Memory B Cell:2; Blood Cell:2; NK Cell:1	Conventional DC 2:1057; Classical Monocyte:189; Lymphoid Cell:30; CD8 Cytotoxic / T Effector Memory:1	Conventional DC 2:1190; Blood Cell:53; Classical Monocyte:31; Conventional DC 1:3	DC:802; Monocyte:463; B Cell:12	not_available:1277
Myeloid_lineage	16	1241	Non-Classical Monocyte	True	2.0477390804955906	0.8455111610223442	pass	Non-Classical Monocyte:1164; Classical Monocyte:77	Non-Classical Monocyte:1174; Classical Monocyte:67	Non-Classical Monocyte:1191; Intermediate Monocyte:31; Classical Monocyte:11; Blood Cell:8	Non-Classical Monocyte:763; Monocyte:477; DC:1	not_available:1241
Myeloid_lineage	17	1198	Conventional DC 2	True	1.1192667791762227	0.8500000000000001	pass	Classical Monocyte:687; Conventional DC 2:508; Blood Cell:2; Non-Classical Monocyte:1	Conventional DC 2:614; Classical Monocyte:558; Lymphoid Cell:25; CD8 Cytotoxic / T Effector Memory:1	Conventional DC 2:813; Classical Monocyte:247; Blood Cell:134; Non-Classical Monocyte:4	Monocyte:842; DC:352; B Cell:4	not_available:1198
Myeloid_lineage	18	1197	Non-Classical Monocyte	True	2.2539428113157336	0.8500000000000001	pass	Non-Classical Monocyte:1193; Blood Cell:2; CD8 Cytotoxic / T Effector Memory:1; Classical Monocyte:1	Non-Classical Monocyte:1187; Lymphoid Cell:7; Classical Monocyte:3	Non-Classical Monocyte:1194; Blood Cell:2; Intermediate Monocyte:1	Non-Classical Monocyte:914; Monocyte:282; B Cell:1	not_available:1197
Myeloid_lineage	19	1100	Conventional DC 1	True	2.888214774705352	0.8500000000000001	pass	Conventional DC 1:1059; Classical Monocyte:22; Conventional DC 2:15; Non-Classical Monocyte:2; Blood Cell:2	Conventional DC 1:1087; Conventional DC 2:6; Blood Cell:4; Classical Monocyte:2; HSC:1	Conventional DC 1:971; Blood Cell:113; Conventional DC 2:15; Classical Monocyte:1	DC:944; B Cell:80; Monocyte:71; Non-Classical Monocyte:5	not_available:1100
Myeloid_lineage	20	1022	Classical Monocyte	True	3.0070287919905723	0.74	pass	Classical Monocyte:1017; Blood Cell:3; Memory B Cell:1; CD4 Naive / T Central Memory:1	Classical Monocyte:1005; CD4 Naive / T Central Memory:11; Lymphoid Cell:6	Classical Monocyte:976; Blood Cell:41; Intermediate Monocyte:3; Neutrophil:2	Monocyte:1020; CD4 T Cell (ab):1; Plasmacytoid DC:1	not_available:1021; CD4 Naive / T Central Memory:1
Myeloid_lineage	21	985	Classical Monocyte	True	0.8641729630217281	0.7908786912176511	pass	Classical Monocyte:702; Non-Classical Monocyte:255; Conventional DC 2:28	Classical Monocyte:598; Non-Classical Monocyte:365; Conventional DC 2:22	Intermediate Monocyte:320; Non-Classical Monocyte:257; Blood Cell:161; Classical Monocyte:150; Conventional DC 2:94	Monocyte:971; Non-Classical Monocyte:8; DC:6	not_available:985
Myeloid_lineage	22	946	Classical Monocyte	True	1.3328625197587938	0.6950878591048922	pass	Classical Monocyte:643; Non-Classical Monocyte:253; Blood Cell:16; Conventional DC 2:12; Plasmacytoid DC:4	Classical Monocyte:527; Non-Classical Monocyte:255; CD4 Naive / T Central Memory:75; Lymphoid Cell:61; Conventional DC 2:21	Classical Monocyte:341; Non-Classical Monocyte:248; Blood Cell:209; Conventional DC 2:96; Intermediate Monocyte:44	Monocyte:738; Non-Classical Monocyte:158; DC:30; B Cell:11; CD4 T Cell (ab):3	not_available:945; Treg:1
Myeloid_lineage	23	840	Classical Monocyte	True	1.658271020964202	0.8254218772955335	pass	Classical Monocyte:665; Conventional DC 2:174; Non-Classical Monocyte:1	Classical Monocyte:645; Conventional DC 2:187; Lymphoid Cell:5; Non-Classical Monocyte:2; CD4 Naive / T Central Memory:1	Classical Monocyte:551; Conventional DC 2:210; Blood Cell:73; Non-Classical Monocyte:4; Intermediate Monocyte:2	Monocyte:732; DC:106; B Cell:2	not_available:840
Myeloid_lineage	24	774	Classical Monocyte	True	2.802976533759818	0.8455625809697223	pass	Classical Monocyte:771; Non-Classical Monocyte:2; Conventional DC 2:1	Classical Monocyte:770; Non-Classical Monocyte:4	Classical Monocyte:744; Blood Cell:13; Intermediate Monocyte:11; Conventional DC 2:5; Non-Classical Monocyte:1	Monocyte:774	not_available:774
Myeloid_lineage	25	576	Non-Classical Monocyte	True	1.73944058671174	0.809293153801292	pass	Non-Classical Monocyte:482; Classical Monocyte:83; Blood Cell:6; NK Cell:3; Naive B Cell:2	Non-Classical Monocyte:290; Lymphoid Cell:218; Classical Monocyte:61; CD4 Naive / T Central Memory:5; CD8 Cytotoxic / T Effector Memory:2	Non-Classical Monocyte:543; Blood Cell:33	Non-Classical Monocyte:247; Monocyte:228; DC:48; B Cell:32; CD4 T Cell (ab):18	not_available:576
Myeloid_lineage	26	421	Plasmacytoid DC	True	3.112835843487474	0.8500000000000001	pass	Plasmacytoid DC:420; Non-Classical Monocyte:1	Plasmacytoid DC:367; Blood Cell:28; HSC:26	Plasmacytoid DC:407; Blood Cell:7; Plasma Cell:5; Intermediate Monocyte:1; B Cell:1	Plasmacytoid DC:353; Plasma Cell:34; B Cell:16; CD4 T Cell (ab):12; Monocyte:3	not_available:421
Myeloid_lineage	27	299	Plasmacytoid DC	True	0.45072479799083	0.6349134385994132	pass	Plasmacytoid DC:112; Classical Monocyte:84; Non-Classical Monocyte:42; Conventional DC 2:41; Blood Cell:17	Plasmacytoid DC:112; Classical Monocyte:88; HSC:29; Non-Classical Monocyte:22; Conventional DC 2:19	Plasmacytoid DC:98; Blood Cell:62; Non-Classical Monocyte:61; Conventional DC 2:37; Classical Monocyte:35	Monocyte:178; DC:60; Non-Classical Monocyte:30; Plasmacytoid DC:23; NK Cell:6	not_available:298; CD4 Naive / T Central Memory:1
Myeloid_lineage	28	227	Classical Monocyte	True	2.524392643608567	0.8146224640616861	pass	Classical Monocyte:226; Non-Classical Monocyte:1	Classical Monocyte:227	Classical Monocyte:197; Blood Cell:16; Intermediate Monocyte:12; Non-Classical Monocyte:2	Monocyte:227	not_available:227
Myeloid_lineage	29	205	Plasmacytoid DC	True	3.168568833724362	0.8500000000000001	pass	Plasmacytoid DC:205	Plasmacytoid DC:205	Plasmacytoid DC:205	Plasmacytoid DC:192; Plasma Cell:13	not_available:205
Myeloid_lineage	30	167	Plasmacytoid DC	True	1.5397242599490342	0.8500000000000001	pass	Plasmacytoid DC:110; Conventional DC 2:49; Blood Cell:3; Classical Monocyte:3; CD8 Naive / T Central Memory:1	Blood Cell:136; Plasmacytoid DC:25; Lymphoid Cell:4; HSC:2	Plasmacytoid DC:100; Conventional DC 2:39; Blood Cell:28	DC:115; Plasmacytoid DC:36; B Cell:7; Plasma Cell:6; Monocyte:3	not_available:167
T_NK_lineage	0	26	NK Cell	True	1.1001059562552031	0.8500000000000001	pass	CD8 Cytotoxic / T Effector Memory:15; NK Cell:11	NK Cell:26	NK Cell:17; Blood Cell:5; Lymphoid Cell:2; CD8 Cytotoxic / T Effector Memory:2	NK Cell:15; CD8 T Cell (ab):11	not_available:26
T_NK_lineage	1	26	NK Cell	True	2.3293009798042723	0.74	pass	NK Cell:19; Blood Cell:7	NK Cell:14; Lymphoid Cell:10; HSC:2	NK Cell:16; Blood Cell:5; Lymphoid Cell:5	CD8 T Cell (ab):11; NK Cell:9; B Cell:2; T Cell:2; CD4 T Cell (ab):2	not_available:22; CD4 Naive / T Central Memory:2; CD4 T Effector Memory:2
T_NK_lineage	2	26	CD4 Naive / T Central Memory	True	2.316144356665056	0.8500000000000001	pass	CD4 Naive / T Central Memory:17; CD8 Naive / T Central Memory:3; CD8 Cytotoxic / T Effector Memory:2; CD4 T Effector Memory:2; Classical Monocyte:1	CD4 Naive / T Central Memory:24; CD8 Naive / T Central Memory:2	CD4 Naive / T Central Memory:12; Blood Cell:7; CD4 T Effector Memory:4; CD8 Cytotoxic / T Effector Memory:2; CD8 Naive / T Central Memory:1	CD4 T Cell (ab):17; T Cell:9	CD4 Naive / T Central Memory:25; not_available:1
T_NK_lineage	3	21	NK Cell	True	2.407889055872104	0.74	pass	NK Cell:15; Blood Cell:6	NK Cell:17; Lymphoid Cell:4	NK Cell:13; Lymphoid Cell:6; Blood Cell:2	CD8 T Cell (ab):9; NK Cell:8; CD4 T Cell (ab):3; T Cell:1	not_available:17; CD4 T Effector Memory:2; CD4 Naive / T Central Memory:2
T_NK_lineage	4	21	NK Cell	True	2.5996972678422767	0.8500000000000001	pass	NK Cell:21	NK Cell:20; Lymphoid Cell:1	NK Cell:19; Blood Cell:2	NK Cell:18; CD8 T Cell (ab):3	not_available:21
T_NK_lineage	5	20	NK Cell	True	2.470423825020813	0.8500000000000001	pass	NK Cell:19; CD8 Cytotoxic / T Effector Memory:1	NK Cell:20	NK Cell:18; Lymphoid Cell:2	NK Cell:12; CD8 T Cell (ab):8	not_available:20
T_NK_lineage	6	18	NK Cell	True	2.310588898139038	0.8500000000000001	pass	NK Cell:16; CD8 Cytotoxic / T Effector Memory:2	NK Cell:18	Lymphoid Cell:16; NK Cell:2	NK Cell:11; CD8 T Cell (ab):7	not_available:18
T_NK_lineage	7	17	NK Cell	True	0.9207349268323088	0.6731372549019607	pass	CD4 T Effector Memory:6; CD8 Cytotoxic / T Effector Memory:6; NK Cell:2; MAIT Cell:2; CD4 Naive / T Central Memory:1	CD4 Naive / T Central Memory:9; NK Cell:4; MAIT Cell:2; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:6; CD8 Cytotoxic / T Effector Memory:6; MAIT Cell:2; CD4 T Effector Memory:2; NK Cell:1	CD8 T Cell (ab):7; NK Cell:2; Monocyte:2; CD4 T Cell (ab):2; T Cell:2	not_available:12; CD4 Naive / T Central Memory:5
T_NK_lineage	8	14	NK Cell	True	2.2270653360867545	0.8500000000000001	pass	NK Cell:13; CD8 Cytotoxic / T Effector Memory:1	NK Cell:12; CD8 Cytotoxic / T Effector Memory:1; MAIT Cell:1	NK Cell:10; Blood Cell:3; Lymphoid Cell:1	NK Cell:7; CD8 T Cell (ab):7	not_available:14
T_NK_lineage	9	14	NK Cell	True	2.599810792401423	0.8500000000000001	pass	NK Cell:14	NK Cell:14	NK Cell:14	NK Cell:13; CD8 T Cell (ab):1	not_available:14
T_NK_lineage	10	13	NK Cell	True	0.8364914507274304	0.6415935469193179	pass	Blood Cell:7; NK Cell:2; T Cell:2; CD4 T Effector Memory:1; Plasmacytoid DC:1	Lymphoid Cell:5; HSC:5; CD4 Naive / T Central Memory:3	Blood Cell:10; HSC:1; CD8 T Cell (ab):1; CD8 Naive / T Central Memory:1	CD8 T Cell (ab):4; CD4 T Cell (ab):3; B Cell:2; T Cell:2; DC:1	not_available:8; CD4 Naive / T Central Memory:3; CD4 T Effector Memory:2
T_NK_lineage	11	12	NK Cell	True	2.383371174853049	0.74	pass	NK Cell:7; Treg:2; CD8 Cytotoxic / T Effector Memory:1; CD4 T Effector Memory:1; Blood Cell:1	NK Cell:10; CD4 T Cell (ab):2	NK Cell:6; Lymphoid Cell:4; CD8 Cytotoxic / T Effector Memory:1; Blood Cell:1	NK Cell:6; CD8 T Cell (ab):4; T Cell:1; B Cell:1	not_available:10; CD4 Naive / T Central Memory:2
T_NK_lineage	12	12	NK Cell	True	2.59980322409748	0.8500000000000001	pass	NK Cell:12	NK Cell:11; Lymphoid Cell:1	NK Cell:9; Blood Cell:3	NK Cell:8; CD8 T Cell (ab):3; Plasma Cell:1	not_available:12
T_NK_lineage	13	12	NK Cell	True	1.1333863114609355	0.8500000000000001	pass	NK Cell:6; CD8 Cytotoxic / T Effector Memory:6	NK Cell:10; CD8 Cytotoxic / T Effector Memory:2	NK Cell:6; CD8 Cytotoxic / T Effector Memory:5; Blood Cell:1	CD8 T Cell (ab):6; NK Cell:6	not_available:12
T_NK_lineage	14	11	NK Cell	True	2.600242185726179	0.8500000000000001	pass	NK Cell:11	NK Cell:11	NK Cell:9; Blood Cell:2	NK Cell:8; CD8 T Cell (ab):3	not_available:11
T_NK_lineage	15	6	NK Cell	True	1.7331062842150409	0.8500000000000001	pass	NK Cell:4; CD8 Cytotoxic / T Effector Memory:2	NK Cell:6	NK Cell:6	NK Cell:4; CD8 T Cell (ab):2	not_available:6
T_NK_lineage	16	6	NK Cell	True	2.165917404576301	0.8500000000000001	pass	NK Cell:5; CD8 Cytotoxic / T Effector Memory:1	NK Cell:6	NK Cell:6	NK Cell:5; CD8 T Cell (ab):1	not_available:6
T_NK_lineage	17	2	NK Cell	True	2.6007568303943085	0.8500000000000001	pass	NK Cell:2	NK Cell:2	NK Cell:2	NK Cell:2	not_available:2
