lineage	cluster	n_cells	chosen_label	accepted	score_margin	calibrated_cluster_confidence	marker_availability_alert	top_celltypist	top_azimuth_l2	top_panhuman_fine	top_marker	top_screfmapping
B_lineage	15	374	Naive B Cell	True	3.2093552034729558	0.8500000000000001	pass	Naive B Cell:227; B Cell:95; Memory B Cell:36; Blood Cell:7; CD4 Naive / T Central Memory:5	Naive B Cell:205; Memory B Cell:105; Treg:47; B Cell:12; RBC:5	Naive B Cell:269; Blood Cell:78; Memory B Cell:24; B Cell:3	B Cell:373; DC:1	Naive B Cell:311; Memory B Cell:37; not_available:20; Treg:5; Plasma Cell:1
B_lineage	16	289	Memory B Cell	True	2.844563412087092	0.8500000000000001	pass	B Cell:175; Memory B Cell:93; Blood Cell:8; Naive B Cell:7; CD4 Naive / T Central Memory:4	B Cell:164; Memory B Cell:107; RBC:9; Naive B Cell:5; Treg:3	Memory B Cell:154; Naive B Cell:102; Blood Cell:29; B Cell:4	B Cell:288; RBC:1	Memory B Cell:277; Naive B Cell:11; not_available:1
B_lineage	17	270	Naive B Cell	True	3.2419196490002435	0.8500000000000001	pass	Naive B Cell:143; B Cell:94; Memory B Cell:20; Blood Cell:5; CD4 Naive / T Central Memory:4	Naive B Cell:150; Memory B Cell:68; Treg:32; B Cell:11; RBC:6	Naive B Cell:190; Blood Cell:59; Memory B Cell:18; B Cell:3	B Cell:270	Naive B Cell:228; Memory B Cell:27; not_available:14; Plasma Cell:1
B_lineage	18	254	Naive B Cell	True	2.9045816661903405	0.8500000000000001	pass	Naive B Cell:132; B Cell:87; Memory B Cell:29; CD4 Naive / T Central Memory:5; Plasma Cell:1	Naive B Cell:143; Memory B Cell:81; Treg:16; B Cell:10; RBC:2	Naive B Cell:167; Blood Cell:48; Memory B Cell:36; B Cell:2; Plasma Cell:1	B Cell:254	Naive B Cell:213; Memory B Cell:33; not_available:8
B_lineage	19	248	Naive B Cell	True	2.7329758387188963	0.8500000000000001	pass	Naive B Cell:115; B Cell:92; Memory B Cell:33; CD4 Naive / T Central Memory:6; Plasma Cell:2	Naive B Cell:129; Memory B Cell:86; Treg:23; B Cell:6; RBC:3	Naive B Cell:177; Blood Cell:43; Memory B Cell:26; Plasma Cell:1; B Cell:1	B Cell:248	Naive B Cell:199; Memory B Cell:43; not_available:6
B_lineage	20	201	Naive B Cell	True	0.5026236707289504	0.7373437921516603	pass	B Cell:85; Memory B Cell:61; Naive B Cell:51; CD4 Naive / T Central Memory:3; Plasma Cell:1	Memory B Cell:98; Naive B Cell:58; Treg:25; B Cell:17; RBC:2	Naive B Cell:128; Memory B Cell:43; Blood Cell:28; B Cell:2	B Cell:200; DC:1	Memory B Cell:98; Naive B Cell:93; not_available:9; Treg:1
B_lineage	21	195	Memory B Cell	True	0.0625963828493119	0.6391853667161385	pass	Memory B Cell:75; B Cell:61; Naive B Cell:52; Blood Cell:3; Plasma Cell:2	Memory B Cell:81; Naive B Cell:52; Treg:47; B Cell:12; RBC:3	Naive B Cell:72; Memory B Cell:64; Blood Cell:54; B Cell:4; Plasma Cell:1	B Cell:195	Memory B Cell:86; Naive B Cell:83; not_available:26
B_lineage	22	181	Naive B Cell	True	2.793843761990403	0.8500000000000001	pass	Naive B Cell:95; B Cell:61; Memory B Cell:15; Blood Cell:4; Plasma Cell:3	Naive B Cell:122; Memory B Cell:30; B Cell:17; Treg:7; RBC:4	Naive B Cell:125; Memory B Cell:39; Blood Cell:17	B Cell:176; Monocyte:5	Naive B Cell:142; Memory B Cell:34; not_available:5
B_lineage	23	159	Plasma Cell	True	3.801450414404116	0.82	warning	Plasma Cell:153; Plasmablast:3; B Cell:3	Plasmablast:159	Plasma Cell:158; Blood Cell:1	Plasma Cell:149; B Cell:10	Plasma Cell:159
B_lineage	24	158	Naive B Cell	True	2.360318341406767	0.8500000000000001	pass	Naive B Cell:81; B Cell:43; Memory B Cell:24; CD4 Naive / T Central Memory:3; Plasma Cell:3	Naive B Cell:87; Memory B Cell:41; Treg:12; B Cell:11; RBC:4	Naive B Cell:99; Blood Cell:31; Memory B Cell:28	B Cell:155; Plasma Cell:2; CD4 T Cell (ab):1	Naive B Cell:112; Memory B Cell:37; not_available:9
B_lineage	25	136	Naive B Cell	True	3.3835276465544784	0.8500000000000001	pass	Naive B Cell:78; B Cell:47; Memory B Cell:8; Plasma Cell:1; CD4 Naive / T Central Memory:1	Naive B Cell:95; Memory B Cell:24; B Cell:8; Treg:6; CD4 Naive / T Central Memory:2	Naive B Cell:104; Blood Cell:20; Memory B Cell:12	B Cell:136	Naive B Cell:115; Memory B Cell:18; not_available:3
B_lineage	26	95	Naive B Cell	True	3.0177223191588576	0.8500000000000001	pass	Naive B Cell:49; B Cell:32; Memory B Cell:10; Blood Cell:3; CD4 Naive / T Central Memory:1	Naive B Cell:56; Memory B Cell:28; B Cell:6; Treg:3; CD4 Naive / T Central Memory:1	Naive B Cell:72; Memory B Cell:11; Blood Cell:11; B Cell:1	B Cell:94; RBC:1	Naive B Cell:81; Memory B Cell:12; Treg:1; not_available:1
B_lineage	27	87	Naive B Cell	True	1.9971295164792573	0.8500000000000001	pass	Naive B Cell:37; B Cell:36; Memory B Cell:14	Naive B Cell:58; Memory B Cell:17; B Cell:10; Treg:2	Naive B Cell:55; Memory B Cell:24; Blood Cell:8	B Cell:87	Naive B Cell:55; Memory B Cell:32
B_lineage	28	12	Plasma Cell	True	0.546206654282176	0.566499198183608	warning	Blood Cell:10; Naive B Cell:2	HSC:11; Memory B Cell:1	Blood Cell:12	B Cell:6; Plasma Cell:5; Monocyte:1	not_available:9; Naive B Cell:2; Memory B Cell:1
Myeloid_lineage	0	2850	Classical Monocyte	True	2.6149666684215545	0.8500000000000001	pass	Classical Monocyte:2798; Non-Classical Monocyte:27; Blood Cell:22; CD4 Naive / T Central Memory:2; Plasma Cell:1	RBC:2675; Classical Monocyte:153; Non-Classical Monocyte:20; CD4 Naive / T Central Memory:1; Conventional DC 2:1	Classical Monocyte:2703; Blood Cell:139; Non-Classical Monocyte:6; Conventional DC 2:2	Monocyte:2837; RBC:13	not_available:2850
Myeloid_lineage	1	2800	Classical Monocyte	True	2.506455619973054	0.74	pass	Classical Monocyte:2586; Blood Cell:156; Non-Classical Monocyte:36; Plasma Cell:16; Myeloid Cell:4	RBC:2782; Classical Monocyte:15; Non-Classical Monocyte:3	Classical Monocyte:2352; Blood Cell:435; Non-Classical Monocyte:10; Conventional DC 2:3	Monocyte:2797; Non-Classical Monocyte:3	not_available:2793; Memory B Cell:7
Myeloid_lineage	2	2547	Non-Classical Monocyte	True	1.8010019773443595	0.8500000000000001	pass	Non-Classical Monocyte:2530; Blood Cell:9; Classical Monocyte:4; CD4 Naive / T Central Memory:2; Plasma Cell:1	Non-Classical Monocyte:2311; RBC:235; Classical Monocyte:1	Non-Classical Monocyte:2489; Intermediate Monocyte:36; Blood Cell:18; Classical Monocyte:4	Non-Classical Monocyte:1509; Monocyte:1036; DC:1; RBC:1	not_available:2547
Myeloid_lineage	3	2519	Classical Monocyte	True	2.672476588615292	0.8500000000000001	pass	Classical Monocyte:2474; Blood Cell:42; Myeloid Cell:2; Plasma Cell:1	RBC:2476; Classical Monocyte:43	Classical Monocyte:2352; Blood Cell:167	Monocyte:2519	not_available:2519
Myeloid_lineage	4	2508	Classical Monocyte	True	2.381867153431397	0.74	pass	Classical Monocyte:2197; Blood Cell:211; Plasma Cell:52; CD4 Naive / T Central Memory:25; Non-Classical Monocyte:16	RBC:2505; HSC:1; Blood Cell:1; CD4 Naive / T Central Memory:1	Classical Monocyte:1316; Blood Cell:1183; Non-Classical Monocyte:8; Conventional DC 2:1	Monocyte:2501; Non-Classical Monocyte:4; DC:2; B Cell:1	not_available:2445; Memory B Cell:47; CD4 T Effector Memory:8; CD4 Naive / T Central Memory:6; Treg:2
Myeloid_lineage	5	2380	Classical Monocyte	True	2.355772033306035	0.8500000000000001	pass	Classical Monocyte:2158; Non-Classical Monocyte:123; Myeloid Cell:44; Blood Cell:41; DC:8	RBC:1514; Classical Monocyte:626; Conventional DC 2:131; Non-Classical Monocyte:109	Classical Monocyte:2223; Blood Cell:123; Conventional DC 2:22; Non-Classical Monocyte:10; Intermediate Monocyte:2	Monocyte:2377; DC:3	not_available:2380
Myeloid_lineage	6	2022	Classical Monocyte	True	1.9383672465129929	0.7395325975488796	pass	Classical Monocyte:1417; Blood Cell:502; Plasma Cell:84; CD4 Naive / T Central Memory:11; Non-Classical Monocyte:6	RBC:2022	Blood Cell:1522; Classical Monocyte:499; Neutrophil:1	Monocyte:2020; Non-Classical Monocyte:2	not_available:1933; Memory B Cell:78; CD4 Naive / T Central Memory:5; Naive B Cell:4; CD4 T Effector Memory:2
Myeloid_lineage	7	2014	Classical Monocyte	True	2.0343197999825744	0.8500000000000001	pass	Classical Monocyte:1621; Non-Classical Monocyte:356; Myeloid Cell:16; Blood Cell:15; Conventional DC 2:5	RBC:1136; Classical Monocyte:628; Non-Classical Monocyte:236; Conventional DC 2:14	Classical Monocyte:1792; Blood Cell:115; Non-Classical Monocyte:103; Intermediate Monocyte:2; Conventional DC 2:2	Monocyte:2010; Non-Classical Monocyte:2; RBC:1; DC:1	not_available:2014
Myeloid_lineage	8	1882	Classical Monocyte	True	2.4323130067676844	0.74	pass	Classical Monocyte:1700; Blood Cell:86; Non-Classical Monocyte:80; Myeloid Cell:10; Plasma Cell:5	RBC:1712; Classical Monocyte:138; Non-Classical Monocyte:31; Conventional DC 2:1	Classical Monocyte:1663; Blood Cell:208; Non-Classical Monocyte:11	Monocyte:1881; Non-Classical Monocyte:1	not_available:1879; Memory B Cell:3
Myeloid_lineage	9	1592	Classical Monocyte	True	2.5197916651706658	0.74	pass	Classical Monocyte:1494; Blood Cell:50; Non-Classical Monocyte:32; Plasma Cell:11; CD4 Naive / T Central Memory:4	RBC:1534; Classical Monocyte:49; Non-Classical Monocyte:9	Classical Monocyte:1352; Blood Cell:230; Non-Classical Monocyte:10	Monocyte:1591; Non-Classical Monocyte:1	not_available:1583; Memory B Cell:4; CD4 Naive / T Central Memory:3; Naive B Cell:2
Myeloid_lineage	10	1465	Classical Monocyte	True	2.5154330052369915	0.74	pass	Classical Monocyte:1304; Blood Cell:151; Plasma Cell:10	RBC:1465	Classical Monocyte:986; Blood Cell:479	Monocyte:1465	not_available:1459; Memory B Cell:6
Myeloid_lineage	11	1415	Conventional DC 2	True	2.3923328018000096	0.8500000000000001	pass	Conventional DC 2:717; DC:258; Myeloid Cell:176; Classical Monocyte:144; Blood Cell:111	Conventional DC 2:1333; Classical Monocyte:67; HSC:9; RBC:4; Non-Classical Monocyte:1	Conventional DC 2:1244; Classical Monocyte:117; Blood Cell:53; Lymphoid Cell:1	DC:730; Monocyte:683; Non-Classical Monocyte:1; B Cell:1	not_available:1415
Myeloid_lineage	12	1359	Non-Classical Monocyte	True	0.5298443516185953	0.7077105049040606	pass	Non-Classical Monocyte:946; Classical Monocyte:336; Blood Cell:62; Myeloid Cell:8; Plasma Cell:5	RBC:810; Non-Classical Monocyte:498; Classical Monocyte:48; Treg:2; CD4 Naive / T Central Memory:1	Non-Classical Monocyte:720; Classical Monocyte:467; Blood Cell:158; Intermediate Monocyte:13; Conventional DC 2:1	Monocyte:1226; Non-Classical Monocyte:130; DC:1; NK Cell:1; B Cell:1	not_available:1356; Memory B Cell:1; Treg:1; CD4 Naive / T Central Memory:1
Myeloid_lineage	13	1122	Classical Monocyte	True	2.381929978465964	0.74	pass	Classical Monocyte:963; Blood Cell:125; Non-Classical Monocyte:20; Plasma Cell:7; CD4 Naive / T Central Memory:4	RBC:1116; Conventional DC 2:4; Classical Monocyte:2	Classical Monocyte:898; Blood Cell:215; Non-Classical Monocyte:6; Conventional DC 2:3	Monocyte:1117; Non-Classical Monocyte:3; DC:2	not_available:1116; Memory B Cell:4; CD4 T Effector Memory:1; CD4 Naive / T Central Memory:1
Myeloid_lineage	14	1076	Classical Monocyte	True	2.3900717650608616	0.74	pass	Classical Monocyte:968; Non-Classical Monocyte:95; Myeloid Cell:7; CD4 Naive / T Central Memory:3; Treg:1	Classical Monocyte:581; RBC:454; Non-Classical Monocyte:32; CD4 Naive / T Central Memory:6; Conventional DC 2:3	Classical Monocyte:985; Blood Cell:56; Non-Classical Monocyte:31; Intermediate Monocyte:3; Conventional DC 2:1	Monocyte:1074; Non-Classical Monocyte:1; DC:1	not_available:1075; CD4 Naive / T Central Memory:1
Myeloid_lineage	15	804	Plasmacytoid DC	True	2.8555307646534405	0.8500000000000001	pass	Plasmacytoid DC:796; Myeloid Cell:3; Conventional DC 2:3; Blood Cell:1; Non-Classical Monocyte:1	Plasmacytoid DC:680; Blood Cell:108; HSC:10; RBC:3; Treg:2	Plasmacytoid DC:774; Blood Cell:26; Conventional DC 2:2; Plasma Cell:1; Non-Classical Monocyte:1	Plasmacytoid DC:742; DC:39; B Cell:7; Monocyte:7; Plasma Cell:5	not_available:804
Myeloid_lineage	16	768	Classical Monocyte	True	2.4861143362389253	0.74	pass	Classical Monocyte:718; Blood Cell:25; Non-Classical Monocyte:18; Plasma Cell:4; Myeloid Cell:1	RBC:730; Classical Monocyte:25; Non-Classical Monocyte:12; Platelet:1	Classical Monocyte:598; Blood Cell:159; Non-Classical Monocyte:10; Platelet:1	Monocyte:763; Non-Classical Monocyte:5	not_available:765; Memory B Cell:2; CD4 Naive / T Central Memory:1
Myeloid_lineage	17	459	Non-Classical Monocyte	True	1.3141172610163752	0.8500000000000001	pass	Non-Classical Monocyte:415; Classical Monocyte:29; Myeloid Cell:14; Blood Cell:1	Non-Classical Monocyte:404; RBC:39; Classical Monocyte:12; Conventional DC 2:4	Non-Classical Monocyte:359; Classical Monocyte:65; Blood Cell:27; Intermediate Monocyte:7; Conventional DC 2:1	Monocyte:279; Non-Classical Monocyte:175; DC:4; RBC:1	not_available:459
Myeloid_lineage	18	418	Classical Monocyte	True	2.460494514153736	0.74	pass	Classical Monocyte:381; Blood Cell:17; Non-Classical Monocyte:13; Plasma Cell:5; CD4 Naive / T Central Memory:1	RBC:389; Classical Monocyte:21; Non-Classical Monocyte:7; Conventional DC 2:1	Classical Monocyte:338; Blood Cell:77; Non-Classical Monocyte:3	Monocyte:418	not_available:416; Memory B Cell:2
Myeloid_lineage	19	219	Classical Monocyte	True	2.2755905633834064	0.74	pass	Classical Monocyte:189; Blood Cell:20; Plasma Cell:6; Non-Classical Monocyte:3; CD4 Naive / T Central Memory:1	RBC:218; Classical Monocyte:1	Blood Cell:124; Classical Monocyte:91; Non-Classical Monocyte:3; Memory B Cell:1	Monocyte:216; Non-Classical Monocyte:3	not_available:211; Memory B Cell:7; CD4 Naive / T Central Memory:1
Myeloid_lineage	20	117	Classical Monocyte	True	0.3475381549795668	0.6991658959288471	pass	Conventional DC 1:48; Classical Monocyte:41; Non-Classical Monocyte:13; Blood Cell:8; Myeloid Cell:2	RBC:53; Conventional DC 1:50; Non-Classical Monocyte:6; Classical Monocyte:5; Conventional DC 2:1	Conventional DC 1:48; Classical Monocyte:43; Blood Cell:18; Non-Classical Monocyte:8	Monocyte:59; DC:49; NK Cell:5; Non-Classical Monocyte:4	not_available:117
T_NK_lineage	0	7576	NK Cell	True	2.2192427961767933	0.8500000000000001	pass	NK Cell:7378; Blood Cell:73; CD4 Naive / T Central Memory:61; CD8 Cytotoxic / T Effector Memory:26; MAIT Cell:16	NK Cell:5475; CD8 Cytotoxic / T Effector Memory:1461; CD4 T Effector Memory:292; RBC:221; Lymphoid Cell:60	NK Cell:6766; Blood Cell:496; CD8 Cytotoxic / T Effector Memory:307; Treg:2; MAIT Cell:2	NK Cell:7499; T Cell:36; CD8 T Cell (ab):35; CD4 T Cell (ab):4; RBC:1	not_available:7576
T_NK_lineage	1	6964	CD4 Naive / T Central Memory	True	2.3269774891784127	0.833280373055358	pass	CD4 Naive / T Central Memory:5723; CD8 Naive / T Central Memory:990; CD8 Cytotoxic / T Effector Memory:110; NK Cell:34; CD4 T Effector Memory:32	CD4 Naive / T Central Memory:4472; CD8 Naive / T Central Memory:1573; Treg:763; T Cell:66; CD8 Cytotoxic / T Effector Memory:53	CD4 Naive / T Central Memory:5700; CD8 Naive / T Central Memory:779; CD4 T Effector Memory:174; Blood Cell:172; CD8 Cytotoxic / T Effector Memory:121	CD4 T Cell (ab):3482; T Cell:3094; Monocyte:181; CD8 T Cell (ab):168; NK Cell:20	CD4 Naive / T Central Memory:3553; not_available:3203; CD4 T Effector Memory:144; Treg:64
T_NK_lineage	2	6672	CD8 Cytotoxic / T Effector Memory	True	0.6374882717432797	0.723498279855681	pass	NK Cell:4040; CD8 Cytotoxic / T Effector Memory:1932; CD4 Naive / T Central Memory:311; MAIT Cell:188; Blood Cell:126	CD8 Cytotoxic / T Effector Memory:4078; CD4 T Effector Memory:1659; CD8 Naive / T Central Memory:230; NK Cell:204; Treg:147	CD8 Cytotoxic / T Effector Memory:5819; Blood Cell:541; NK Cell:194; CD4 Naive / T Central Memory:38; MAIT Cell:33	NK Cell:2978; CD8 T Cell (ab):1839; T Cell:1633; CD4 T Cell (ab):211; Monocyte:8	not_available:6628; CD4 T Effector Memory:28; CD4 Naive / T Central Memory:15; Treg:1
T_NK_lineage	3	6631	CD4 Naive / T Central Memory	True	2.671209237497204	0.8397809458164518	pass	CD4 Naive / T Central Memory:6099; CD8 Naive / T Central Memory:323; CD8 Cytotoxic / T Effector Memory:97; NK Cell:53; MAIT Cell:24	CD4 Naive / T Central Memory:3395; Treg:2336; CD8 Naive / T Central Memory:729; T Cell:70; CD8 Cytotoxic / T Effector Memory:61	CD4 Naive / T Central Memory:5984; Blood Cell:342; CD8 Naive / T Central Memory:178; CD8 Cytotoxic / T Effector Memory:104; CD4 T Effector Memory:16	CD4 T Cell (ab):3753; T Cell:2518; CD8 T Cell (ab):210; NK Cell:53; Monocyte:42	CD4 Naive / T Central Memory:4639; not_available:1852; CD4 T Effector Memory:92; Treg:48
T_NK_lineage	4	6152	CD4 Naive / T Central Memory	True	1.410828119291747	0.8219784386294879	pass	CD4 Naive / T Central Memory:4570; CD4 T Effector Memory:910; MAIT Cell:221; CD8 Cytotoxic / T Effector Memory:110; Treg:105	CD4 Naive / T Central Memory:5260; Treg:361; CD8 Naive / T Central Memory:205; CD4 T Effector Memory:166; T Cell:77	CD4 T Effector Memory:2999; CD4 Naive / T Central Memory:2515; Blood Cell:340; CD8 Cytotoxic / T Effector Memory:166; MAIT Cell:69	CD4 T Cell (ab):4544; T Cell:1452; CD8 T Cell (ab):81; NK Cell:44; Monocyte:20	CD4 Naive / T Central Memory:3550; not_available:1825; CD4 T Effector Memory:717; Treg:60
T_NK_lineage	5	5599	CD4 Naive / T Central Memory	True	2.068371588039774	0.8181570046742319	pass	CD4 Naive / T Central Memory:4896; NK Cell:161; CD8 Cytotoxic / T Effector Memory:160; CD8 Naive / T Central Memory:151; MAIT Cell:81	CD4 Naive / T Central Memory:2422; Treg:2416; CD8 Naive / T Central Memory:374; CD8 Cytotoxic / T Effector Memory:128; T Cell:106	CD4 Naive / T Central Memory:4100; Blood Cell:1073; CD8 Cytotoxic / T Effector Memory:213; CD4 T Effector Memory:98; CD8 Naive / T Central Memory:79	CD4 T Cell (ab):3000; T Cell:1933; CD8 T Cell (ab):235; Monocyte:176; NK Cell:169	CD4 Naive / T Central Memory:3093; not_available:2107; CD4 T Effector Memory:287; Treg:112
T_NK_lineage	6	5196	CD4 Naive / T Central Memory	True	1.0647990044884703	0.805992711609238	pass	CD4 Naive / T Central Memory:3322; CD8 Naive / T Central Memory:1707; CD8 Cytotoxic / T Effector Memory:82; Blood Cell:24; NK Cell:18	CD8 Naive / T Central Memory:2687; CD4 Naive / T Central Memory:1538; Treg:875; CD8 Cytotoxic / T Effector Memory:40; T Cell:30	CD4 Naive / T Central Memory:3607; CD8 Naive / T Central Memory:1172; Blood Cell:275; CD8 Cytotoxic / T Effector Memory:74; CD4 T Effector Memory:50	CD4 T Cell (ab):2583; T Cell:2228; CD8 T Cell (ab):329; Monocyte:23; NK Cell:16	not_available:3054; CD4 Naive / T Central Memory:2069; CD4 T Effector Memory:57; Treg:16
T_NK_lineage	7	4804	CD4 Naive / T Central Memory	True	2.6143788896863365	0.8418241556411075	pass	CD4 Naive / T Central Memory:4401; CD8 Naive / T Central Memory:345; CD8 Cytotoxic / T Effector Memory:17; Blood Cell:15; NK Cell:9	CD4 Naive / T Central Memory:2217; Treg:1771; CD8 Naive / T Central Memory:770; ydT Cell:18; T Cell:13	CD4 Naive / T Central Memory:4430; CD8 Naive / T Central Memory:220; Blood Cell:118; CD8 Cytotoxic / T Effector Memory:19; CD4 T Effector Memory:13	CD4 T Cell (ab):2700; T Cell:1926; CD8 T Cell (ab):113; Monocyte:43; Plasma Cell:10	CD4 Naive / T Central Memory:3196; not_available:1562; Treg:26; CD4 T Effector Memory:20
