study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
infection_study_01	T_NK_lineage	18	589	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.5652546689303906	1.0	0.43474533106960944	0.044465195246179964	0.39028013582342946	3.0853904923599322	2.466387945670628	CD8 Cytotoxic / T Effector Memory:581; NK Cell:4; gdT Cell:2; MAIT Cell:1; Blood Cell:1	CD8 Cytotoxic / T Effector Memory:568; Blood Cell:18; NK Cell:1; Treg:1; CD4 T Effector Memory:1	not_available:583; CD4 T Effector Memory:6	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	19	534	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8410486891385768	1.0	0.15895131086142322	0.061479400749063676	0.09747191011235956	3.211179775280899	2.3701310861423224	NK Cell:523; CD8 Cytotoxic / T Effector Memory:5; gdT Cell:3; MAIT Cell:2; Memory B Cell:1	NK Cell:512; Blood Cell:12; CD8 Cytotoxic / T Effector Memory:8; Lymphoid Cell:1; MAIT Cell:1	not_available:534	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	21	529	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.5824102079395086	1.0	0.41758979206049146	0.1313421550094518	0.28624763705103967	2.9485822306238183	1.7058128544423439	CD8 Cytotoxic / T Effector Memory:256; NK Cell:161; Blood Cell:46; Plasmablast:34; Treg:22	Lymphoid Cell:494; Blood Cell:26; NK Cell:4; CD8 Cytotoxic / T Effector Memory:3; Treg:1	not_available:481; CD4 Naive / T Central Memory:39; CD4 T Effector Memory:6; Treg:3	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	22	498	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.883777117036443	0.9955040246669651	0.11172690763052208	0.040341365461847384	0.0713855421686747	3.224244979919679	2.340467862883236	NK Cell:415; CD8 Cytotoxic / T Effector Memory:83	NK Cell:390; Blood Cell:64; CD8 Cytotoxic / T Effector Memory:40; Lymphoid Cell:3; CD8 T Cell (ab):1	not_available:498	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	23	460	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.507	1.0	0.493	0.1657717391304348	0.3272282608695652	3.062217391304348	2.48004347826087	CD8 Cytotoxic / T Effector Memory:421; NK Cell:31; Blood Cell:3; MAIT Cell:3; Naive B Cell:1	CD8 Cytotoxic / T Effector Memory:441; Blood Cell:11; NK Cell:5; CD4 T Effector Memory:1; MAIT Cell:1	not_available:459; CD4 T Effector Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	24	427	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.7369789227166277	1.0	0.2630210772833723	0.05330210772833724	0.2097189695550351	3.1258196721311475	2.2765339578454333	CD8 Cytotoxic / T Effector Memory:408; NK Cell:11; CD4 Naive / T Central Memory:3; gdT Cell:2; Treg:1	CD8 Cytotoxic / T Effector Memory:390; Blood Cell:30; NK Cell:4; MAIT Cell:1; CD4 T Effector Memory:1	not_available:419; CD4 Naive / T Central Memory:6; CD4 T Effector Memory:2	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	25	425	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8525283040983654	0.9962930099807183	0.14376470588235293	0.07776470588235294	0.06599999999999999	3.254545882352941	2.4020175782545756	NK Cell:419; CD8 Cytotoxic / T Effector Memory:4; Blood Cell:2	NK Cell:405; Blood Cell:17; CD8 Cytotoxic / T Effector Memory:2; Lymphoid Cell:1	not_available:423; CD4 Naive / T Central Memory:1; CD4 T Effector Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	26	408	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.8116299019607843	1.0	0.18837009803921567	0.0278921568627451	0.16047794117647057	2.8340073529411764	1.2393995098039214	CD8 Cytotoxic / T Effector Memory:344; NK Cell:48; gdT Cell:16	CD8 Cytotoxic / T Effector Memory:350; NK Cell:33; Blood Cell:25	not_available:408	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	28	392	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9122959183673469	1.0	0.08770408163265306	0.03375	0.053954081632653056	2.7365051020408164	0.15706632653061225	NK Cell:266; CD8 Cytotoxic / T Effector Memory:124; gdT Cell:2	CD8 Cytotoxic / T Effector Memory:300; NK Cell:53; Blood Cell:35; gdT Cell:3; MAIT Cell:1	not_available:392	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	29	383	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8959791122715405	1.0	0.10402088772845954	0.04762402088772846	0.05639686684073107	3.386851174934726	2.4908720626631853	NK Cell:383	NK Cell:375; Blood Cell:7; Lymphoid Cell:1	not_available:383	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	30	376	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9442420212765957	1.0	0.05575797872340425	0.020851063829787235	0.03490691489361702	2.998593085106383	1.7440186170212764	NK Cell:272; CD8 Cytotoxic / T Effector Memory:104	NK Cell:255; CD8 Cytotoxic / T Effector Memory:76; Blood Cell:45	not_available:376	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	33	341	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.8478982106382338	0.9933820816059757	0.14548387096774193	0.020117302052785925	0.125366568914956	2.255131964809384	0.3116070381231668	CD8 Cytotoxic / T Effector Memory:224; NK Cell:87; CD4 Naive / T Central Memory:11; gdT Cell:7; CD4 T Effector Memory:7	CD8 Cytotoxic / T Effector Memory:165; NK Cell:107; Blood Cell:49; CD4 T Effector Memory:10; CD4 Naive / T Central Memory:4	not_available:319; CD4 Naive / T Central Memory:17; CD4 T Effector Memory:4; Treg:1	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	34	334	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.5947005988023952	1.0	0.40529940119760477	0.041077844311377246	0.36422155688622754	3.0509880239520957	2.4557784431137724	CD8 Cytotoxic / T Effector Memory:317; NK Cell:14; Blood Cell:1; gdT Cell:1; MAIT Cell:1	CD8 Cytotoxic / T Effector Memory:330; Blood Cell:3; MAIT Cell:1	not_available:334	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	36	297	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.795050505050505	1.0	0.20494949494949494	0.0296969696969697	0.17525252525252524	2.3961010101010105	0.4051414141414147	NK Cell:181; CD8 Cytotoxic / T Effector Memory:102; gdT Cell:13; Blood Cell:1	NK Cell:166; CD8 Cytotoxic / T Effector Memory:113; Blood Cell:18	not_available:297	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	37	288	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9000347222222222	1.0	0.09996527777777778	0.04423611111111111	0.05572916666666667	3.0066458333333337	1.7608645833333336	NK Cell:172; CD8 Cytotoxic / T Effector Memory:109; gdT Cell:7	NK Cell:226; CD8 Cytotoxic / T Effector Memory:36; Blood Cell:26	not_available:288	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	38	264	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.7682954545454546	1.0	0.23170454545454544	0.09136363636363636	0.1403409090909091	2.936386363636364	1.784909090909091	NK Cell:167; CD8 Cytotoxic / T Effector Memory:97	NK Cell:194; Lymphoid Cell:37; Blood Cell:24; CD8 Cytotoxic / T Effector Memory:9	not_available:264	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	39	250	MAIT Cell	MAIT Cell	CD8 Cytotoxic / T Effector Memory	source_supported_marker_tiebreak	0.6477200000000001	1.0	0.35228	0.25388	0.0984	2.9422800000000002	1.96896	MAIT Cell:199; CD8 Cytotoxic / T Effector Memory:42; NK Cell:5; CD4 T Effector Memory:2; Treg:1	MAIT Cell:233; CD8 Cytotoxic / T Effector Memory:11; Blood Cell:3; CD4 T Effector Memory:2; gdT Cell:1	not_available:243; CD4 T Effector Memory:6; CD4 Naive / T Central Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	4	1015	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9181970443349754	1.0	0.08180295566502463	0.029931034482758623	0.051871921182266	3.1802344827586206	2.2370817733990145	NK Cell:937; CD8 Cytotoxic / T Effector Memory:78	NK Cell:789; CD8 Cytotoxic / T Effector Memory:141; Blood Cell:82; Lymphoid Cell:3	not_available:1015	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	40	189	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.8028571428571429	1.0	0.19714285714285712	0.06222222222222222	0.1349206349206349	3.091084656084656	1.6423412698412696	CD8 Cytotoxic / T Effector Memory:178; NK Cell:4; MAIT Cell:3; Blood Cell:2; CD4 T Effector Memory:2	CD8 Cytotoxic / T Effector Memory:153; Blood Cell:21; CD4 T Effector Memory:9; MAIT Cell:4; Treg:1	not_available:181; CD4 T Effector Memory:8	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	41	180	CD4 Naive / T Central Memory	NKT Cell	NKT Cell	raw_marker_winner	0.6880000000000001	1.0	0.31199999999999994	0.19449999999999998	0.1175	2.2393	0.19152222222222193	CD4 T Effector Memory:74; CD4 Naive / T Central Memory:54; CD8 Cytotoxic / T Effector Memory:25; Treg:21; CD8 Naive / T Central Memory:4	CD4 T Effector Memory:119; Treg:43; CD8 Cytotoxic / T Effector Memory:6; Blood Cell:6; CD4 Naive / T Central Memory:4	not_available:99; CD4 Naive / T Central Memory:66; Treg:8; CD4 T Effector Memory:7	marker_final_disagreement
infection_study_01	T_NK_lineage	42	164	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8617922558484826	0.9927983534094582	0.13100609756097562	0.09396341463414634	0.037042682926829266	3.019006097560976	1.4858963414634148	NK Cell:130; CD8 Cytotoxic / T Effector Memory:24; CD4 Naive / T Central Memory:4; Blood Cell:3; MAIT Cell:1	NK Cell:73; Blood Cell:42; CD8 Cytotoxic / T Effector Memory:39; Treg:8; Classical Monocyte:1	not_available:163; CD4 T Effector Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	43	91	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.7637362637362637	1.0	0.23626373626373626	0.10769230769230768	0.12857142857142856	2.4439560439560437	0.07692307692307665	NK Cell:66; CD8 Cytotoxic / T Effector Memory:18; CD4 Naive / T Central Memory:4; CD4 T Effector Memory:1; CD8 Naive / T Central Memory:1	CD8 Cytotoxic / T Effector Memory:66; Blood Cell:18; NK Cell:7	not_available:91	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	44	61	NK Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.9107377049180327	1.0	0.08926229508196722	0.014262295081967214	0.075	2.5673031633462	0.892631032198659	NK Cell:20; CD8 Cytotoxic / T Effector Memory:19; T Cell:5; CD4 Naive / T Central Memory:5; Blood Cell:4	Lymphoid Cell:41; Blood Cell:10; CD8 Cytotoxic / T Effector Memory:5; HSC:2; Treg:2	not_available:52; CD4 Naive / T Central Memory:7; CD4 T Effector Memory:2	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	5	990	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.577570707070707	1.0	0.42242929292929293	0.04856565656565657	0.37386363636363634	3.058621212121212	2.481050505050505	CD8 Cytotoxic / T Effector Memory:934; gdT Cell:42; NK Cell:11; MAIT Cell:1; CD4 T Effector Memory:1	CD8 Cytotoxic / T Effector Memory:949; Blood Cell:36; NK Cell:2; Treg:1; MAIT Cell:1	not_available:973; CD4 T Effector Memory:16; CD4 Naive / T Central Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	6	960	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8221197916666667	1.0	0.17788020833333332	0.03623958333333333	0.141640625	3.3355885416666666	2.51346875	NK Cell:958; CD8 Cytotoxic / T Effector Memory:1; Blood Cell:1	NK Cell:946; Blood Cell:9; CD8 Cytotoxic / T Effector Memory:3; Lymphoid Cell:2	not_available:960	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	7	876	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.8901940639269407	1.0	0.10980593607305936	0.03480593607305936	0.075	3.3208162100456624	1.8404737442922379	CD8 Cytotoxic / T Effector Memory:838; NK Cell:27; CD4 T Effector Memory:4; CD4 Naive / T Central Memory:4; Blood Cell:1	CD8 Cytotoxic / T Effector Memory:842; Blood Cell:18; CD4 T Effector Memory:6; Treg:4; NK Cell:2	not_available:860; CD4 T Effector Memory:16	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	9	808	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8286571782178218	1.0	0.17134282178217825	0.05336633663366337	0.11797648514851486	3.364706683168317	2.536049504950495	NK Cell:808	NK Cell:797; Blood Cell:9; Lymphoid Cell:2	not_available:808	screfmapping_missing_for_scope
infection_study_01	Myeloid_lineage	28	33	Conventional DC 1	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.7667676767676768	1.0	0.23323232323232324	0.2105050505050505	0.022727272727272728	3.0	1.4	Conventional DC 1:33	Conventional DC 1:32; Blood Cell:1	not_available:33	marker_final_disagreement
