study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
infection_study_01	Myeloid/DC	Myeloid_lineage:4	1199	Classical Monocyte	True	Classical Monocyte	2.316890446097009	0.8487327254229174	1.468157720674092	0.9009176316364432	0.25604670558799	0.684856427975694	4.793994995829858	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1190; Non-Classical Monocyte:9	Classical Monocyte:1189; Non-Classical Monocyte:10	Classical Monocyte:1189; Non-Classical Monocyte:10	Classical Monocyte:986; Blood Cell:162; Neutrophil:27; Intermediate Monocyte:12	Monocyte:1005; Blood Cell:162; Granulocyte:27; DC:4	Classical Monocyte:1194; Non-Classical Monocyte:4; Conventional DC 2:1	not_available:1199	2357.0	7727.0	7.5691609382629395
infection_study_01	Myeloid/DC	Myeloid_lineage:5	1196	Classical Monocyte	True	Classical Monocyte	2.176672060733673	0.891331928394961	1.285340132338712	0.8616815963877358	0.06438127090301	0.7103440038222648	4.972408026755853	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1194; Blood Cell:1; Non-Classical Monocyte:1	Classical Monocyte:1195; Conventional DC 2:1	Classical Monocyte:1195; Blood Cell:1	Classical Monocyte:1168; Blood Cell:25; Intermediate Monocyte:1; Conventional DC 2:1	Monocyte:1169; Blood Cell:24; Granulocyte:2; DC:1	Classical Monocyte:1195; Conventional DC 2:1	not_available:1196	2948.0	11609.5	7.376312732696533
infection_study_01	Myeloid/DC	Myeloid_lineage:6	1187	Classical Monocyte	True	Classical Monocyte	2.0674738799672148	0.8459224643628173	1.2215514156043974	0.7994865632510378	0.0682392586352148	0.6807076663858467	4.764953664700927	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1171; Non-Classical Monocyte:15; Conventional DC 2:1	Classical Monocyte:1170; Non-Classical Monocyte:16; Conventional DC 2:1	Classical Monocyte:1170; Non-Classical Monocyte:16; Blood Cell:1	Classical Monocyte:960; Blood Cell:105; Intermediate Monocyte:59; Conventional DC 2:57	Monocyte:1019; Blood Cell:105; DC:63	Classical Monocyte:1185; Non-Classical Monocyte:2	not_available:1187	3068.0	10794.0	6.9486403465271
infection_study_01	T/NK	T_NK_lineage:5	1175	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	2.050401801527792	0.7439265383345961	1.306475263193196	0.9187240550578982	0.3123404255319149	0.5124620060790273	3.587234042553192	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:1129; NK Cell:39; CD4 Naive / T Central Memory:5; ydT Cell:1	CD8 Cytotoxic / T Effector Memory:846; CD4 T Effector Memory:276; ydT Cell:44; NK Cell:7	Blood Cell:877; CD4 T Effector Memory:298	CD8 Cytotoxic / T Effector Memory:1159; Blood Cell:6; NK Cell:5; CD4 T Effector Memory:3	T Cell:1165; Blood Cell:5; NK Cell:5	CD8 Cytotoxic / T Effector Memory:1081; NK Cell:75; CD4 T Effector Memory:11; MAIT Cell:7	not_available:1172; CD4 T Effector Memory:2; CD4 Naive / T Central Memory:1	1783.0	5303.0	7.962188720703125
infection_study_01	T/NK	T_NK_lineage:7	987	NK Cell	True	NK Cell	2.4508086917751863	0.8658347240364636	1.584973967738723	0.946034520428228	0.3110435663627153	0.7108119843682152	4.975683890577508	1.0	cluster_consensus_marker_source_support	NK Cell:985; CD8 Cytotoxic / T Effector Memory:2	NK Cell:984; ydT Cell:3	Blood Cell:986; NK Cell:1	NK Cell:979; CD8 Cytotoxic / T Effector Memory:4; Blood Cell:3; Lymphoid Cell:1	NK Cell:979; T Cell:4; Blood Cell:3; Lymphoid Cell:1	NK Cell:983; CD4 T Effector Memory:3; Classical Monocyte:1	not_available:987	1880.0	4848.0	7.244477272033691
infection_study_01	T/NK	T_NK_lineage:6	973	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.7610042369674903	0.6868813716466509	1.0741228653208397	0.8465880125264001	0.1479958890030832	0.4635149023638231	3.2446043165467624	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:839; NK Cell:91; MAIT Cell:21; ydT Cell:19	CD8 Cytotoxic / T Effector Memory:712; ydT Cell:169; CD4 T Effector Memory:36; NK Cell:29	Blood Cell:921; CD4 T Effector Memory:31; MAIT Cell:20; NK Cell:1	CD8 Cytotoxic / T Effector Memory:876; Blood Cell:29; NK Cell:22; ydT Cell:20	T Cell:922; Blood Cell:29; NK Cell:22	CD8 Cytotoxic / T Effector Memory:730; MAIT Cell:114; NK Cell:74; CD4 T Effector Memory:55	not_available:959; CD4 T Effector Memory:13; CD4 Naive / T Central Memory:1	1764.0	5473.0	8.173978805541992
infection_study_01	Myeloid/DC	Myeloid_lineage:7	949	Classical Monocyte	True	Classical Monocyte	1.7950660180652456	1.1566858551703862	0.6383801628948593	0.6473854781152137	0.0200210748155953	0.6296853831100405	4.407797681770284	1.0	cluster_consensus_marker_source_support	Classical Monocyte:868; Non-Classical Monocyte:80; Conventional DC 2:1	Classical Monocyte:890; Non-Classical Monocyte:58; Conventional DC 2:1	Classical Monocyte:890; Non-Classical Monocyte:58; Blood Cell:1	Classical Monocyte:597; Blood Cell:120; Conventional DC 2:113; Intermediate Monocyte:112	Monocyte:710; Blood Cell:120; DC:119	Classical Monocyte:938; Non-Classical Monocyte:11	not_available:949	2870.0	10662.0	6.377745628356934
infection_study_01	Myeloid/DC	Myeloid_lineage:8	918	Classical Monocyte	True	Classical Monocyte	2.1980503583221456	0.820051488174713	1.3779988701474326	0.8677718301653193	0.1318082788671024	0.6903205726735137	4.832244008714597	1.0	cluster_consensus_marker_source_support	Classical Monocyte:915; Non-Classical Monocyte:2; Blood Cell:1	Classical Monocyte:915; Non-Classical Monocyte:2; Platelet:1	Classical Monocyte:915; Non-Classical Monocyte:2; Platelet:1	Classical Monocyte:773; Blood Cell:123; Neutrophil:9; Conventional DC 2:8	Monocyte:779; Blood Cell:121; Granulocyte:10; DC:8	Classical Monocyte:918	not_available:918	1136.5	2692.0	8.325376510620117
infection_study_01	Myeloid/DC	Myeloid_lineage:9	894	Classical Monocyte	True	Classical Monocyte	1.9230749307698467	0.9853354688738202	0.9377394618960264	0.7210509067074503	0.0302013422818791	0.657877916267178	4.605145413870246	1.0	cluster_consensus_marker_source_support	Classical Monocyte:814; Non-Classical Monocyte:72; Blood Cell:6; Conventional DC 2:2	Classical Monocyte:868; Non-Classical Monocyte:22; Conventional DC 2:4	Classical Monocyte:868; Non-Classical Monocyte:22; Blood Cell:4	Classical Monocyte:698; Blood Cell:87; Intermediate Monocyte:74; Conventional DC 2:29	Monocyte:778; Blood Cell:87; DC:29	Classical Monocyte:869; Non-Classical Monocyte:19; Conventional DC 2:6	not_available:894	2651.5	9030.0	5.785013675689697
infection_study_01	T/NK	T_NK_lineage:8	868	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.695280316486402	0.7672351942038382	0.9280451222825636	0.8573665428592236	0.1589861751152073	0.4191902567478603	2.934331797235023	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:646; NK Cell:174; ydT Cell:30; MAIT Cell:10	CD8 Cytotoxic / T Effector Memory:554; NK Cell:175; ydT Cell:75; CD4 T Effector Memory:41	Blood Cell:801; CD4 T Effector Memory:34; MAIT Cell:31; NK Cell:2	CD8 Cytotoxic / T Effector Memory:670; NK Cell:138; MAIT Cell:32; Blood Cell:22	T Cell:708; NK Cell:138; Blood Cell:22	CD8 Cytotoxic / T Effector Memory:677; MAIT Cell:95; NK Cell:70; CD4 T Effector Memory:26	not_available:856; CD4 T Effector Memory:12	1756.0	5043.0	5.024627685546875
infection_study_01	Myeloid/DC	Myeloid_lineage:10	859	Classical Monocyte	True	Classical Monocyte	2.583121742705821	0.9019626018944242	1.6811591408113968	0.9688842764547374	0.5029103608847497	0.6888408448361882	4.821885913853317	1.0	cluster_consensus_marker_source_support	Classical Monocyte:856; Non-Classical Monocyte:3	Classical Monocyte:857; Non-Classical Monocyte:2	Classical Monocyte:857; Non-Classical Monocyte:2	Classical Monocyte:715; Blood Cell:112; Neutrophil:28; Intermediate Monocyte:2	Monocyte:718; Blood Cell:112; Granulocyte:28; DC:1	Classical Monocyte:857; Non-Classical Monocyte:2	not_available:859	1726.0	4615.0	9.669489860534668
infection_study_01	T/NK	T_NK_lineage:9	847	T Cell	False	CD8 Cytotoxic / T Effector Memory	1.4089606000773922	1.4071991667254116	0.0017614333519806	0.8200422401864395	0.1428571428571428	0.2929667734862539	2.050767414403778	1.0	cluster_parent_insufficient_consensus	CD8 Cytotoxic / T Effector Memory:499; NK Cell:331; CD4 Naive / T Central Memory:5; CD4 T Effector Memory:4	NK Cell:361; CD8 Cytotoxic / T Effector Memory:328; CD4 T Effector Memory:97; ydT Cell:49	Blood Cell:743; CD4 T Effector Memory:102; MAIT Cell:2	CD8 Cytotoxic / T Effector Memory:465; NK Cell:314; Blood Cell:60; CD4 T Effector Memory:4	T Cell:506; NK Cell:314; Blood Cell:27	CD8 Cytotoxic / T Effector Memory:445; NK Cell:387; CD4 T Effector Memory:12; MAIT Cell:3	not_available:833; CD4 Naive / T Central Memory:8; CD4 T Effector Memory:6	1931.0	5228.0	5.156909465789795
infection_study_01	T/NK	T_NK_lineage:10	840	CD4 T Effector Memory	True	CD4 T Effector Memory	1.6819053935753894	1.1094668625588753	0.5724385310165141	0.959562304274998	0.3523809523809524	0.282312925170068	1.9761904761904765	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:480; CD4 T Effector Memory:190; CD4 Naive / T Central Memory:131; CD8 Naive / T Central Memory:13	CD8 Cytotoxic / T Effector Memory:343; CD4 Naive / T Central Memory:239; CD4 T Effector Memory:198; CD8 Naive / T Central Memory:49	Blood Cell:815; CD4 T Effector Memory:17; MAIT Cell:6; Lymphoid Cell:1	CD8 Cytotoxic / T Effector Memory:393; CD4 T Effector Memory:367; Blood Cell:34; CD8 Naive / T Central Memory:22	T Cell:808; Blood Cell:32	CD4 T Effector Memory:756; CD8 Cytotoxic / T Effector Memory:60; MAIT Cell:13; CD4 Naive / T Central Memory:10	not_available:455; CD4 Naive / T Central Memory:252; CD4 T Effector Memory:132; Treg:1	1519.5	5269.5	8.792981147766113
infection_study_01	Myeloid/DC	Myeloid_lineage:11	839	Classical Monocyte	True	Classical Monocyte	2.0305076415175023	1.0459125157022386	0.9845951258152636	0.7940426771538853	0.0584028605482717	0.6679720756002042	4.675804529201431	1.0	cluster_consensus_marker_source_support	Classical Monocyte:809; Non-Classical Monocyte:28; Myeloid Cell:1; Blood Cell:1	Classical Monocyte:829; Non-Classical Monocyte:10	Classical Monocyte:829; Non-Classical Monocyte:10	Classical Monocyte:617; Blood Cell:102; Conventional DC 2:68; Intermediate Monocyte:46	Monocyte:664; Blood Cell:102; DC:73	Classical Monocyte:839	not_available:839	2956.0	12039.0	5.798331260681152
infection_study_01	T/NK	T_NK_lineage:11	814	NK Cell	True	NK Cell	2.386046361417783	0.8038433608594195	1.5822030005583636	0.9313779040128176	0.2616707616707617	0.7044577044577044	4.931203931203931	1.0	cluster_consensus_marker_source_support	NK Cell:805; CD8 Cytotoxic / T Effector Memory:8; ydT Cell:1	NK Cell:799; CD8 Cytotoxic / T Effector Memory:9; ydT Cell:6	Blood Cell:798; NK Cell:16	NK Cell:793; CD8 Cytotoxic / T Effector Memory:13; Blood Cell:5; Lymphoid Cell:3	NK Cell:793; T Cell:14; Blood Cell:4; Lymphoid Cell:3	NK Cell:808; CD8 Cytotoxic / T Effector Memory:6	not_available:814	1892.0	5138.0	6.989496231079102
infection_study_01	T/NK	T_NK_lineage:14	720	T Cell	False	CD4 T Effector Memory	1.4951588038536363	1.3598135302114436	0.1353452736421929	0.9272267132765276	0.1986111111111111	0.2640873015873015	1.8486111111111112	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:324; CD8 Cytotoxic / T Effector Memory:226; CD4 T Effector Memory:134; Treg:13	CD4 Naive / T Central Memory:362; CD4 T Effector Memory:142; CD8 Cytotoxic / T Effector Memory:135; CD8 Naive / T Central Memory:68	Blood Cell:705; Treg:7; MAIT Cell:4; CD4 T Effector Memory:2	CD4 T Effector Memory:364; CD8 Cytotoxic / T Effector Memory:160; CD4 Naive / T Central Memory:82; CD8 Naive / T Central Memory:39	T Cell:691; Blood Cell:29	CD4 T Effector Memory:515; CD4 Naive / T Central Memory:156; CD8 Cytotoxic / T Effector Memory:45; MAIT Cell:4	CD4 Naive / T Central Memory:343; not_available:192; CD4 T Effector Memory:174; Treg:11	1605.5	5449.0	8.179726600646973
infection_study_01	T/NK	T_NK_lineage:13	711	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.4593635189865517	0.7781614302786481	0.6812020887079033	0.7904923166557425	0.0492264416315049	0.3729154108900944	2.610407876230661	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:543; NK Cell:159; ydT Cell:5; CD4 T Effector Memory:2	CD8 Cytotoxic / T Effector Memory:396; NK Cell:235; CD4 T Effector Memory:39; ydT Cell:26	Blood Cell:668; CD4 T Effector Memory:42; MAIT Cell:1	CD8 Cytotoxic / T Effector Memory:481; NK Cell:208; Blood Cell:16; CD4 T Effector Memory:4	T Cell:487; NK Cell:208; Blood Cell:16	CD8 Cytotoxic / T Effector Memory:436; NK Cell:262; CD4 T Effector Memory:11; MAIT Cell:2	not_available:708; CD4 T Effector Memory:3	1880.0	5326.0	7.83442497253418
infection_study_01	T/NK	T_NK_lineage:12	708	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.1216458560479698	0.7010162226368535	0.4206296334111163	0.7319022649479281	0.1200564971751412	0.1930992736077481	1.3516949152542372	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:253; NK Cell:195; CD4 Naive / T Central Memory:162; CD4 T Effector Memory:43	CD4 Naive / T Central Memory:199; CD8 Cytotoxic / T Effector Memory:189; NK Cell:111; Platelet:107	Blood Cell:516; Platelet:118; CD4 T Effector Memory:24; CD8 Naive / T Central Memory:20	CD8 Cytotoxic / T Effector Memory:267; NK Cell:169; CD4 T Effector Memory:95; CD4 Naive / T Central Memory:89	T Cell:512; NK Cell:169; Blood Cell:27	CD8 Cytotoxic / T Effector Memory:248; NK Cell:182; CD4 Naive / T Central Memory:135; CD4 T Effector Memory:124	not_available:476; CD4 Naive / T Central Memory:190; CD4 T Effector Memory:35; Treg:7	1783.0	5406.5	7.084497451782227
infection_study_01	Myeloid/DC	Myeloid_lineage:12	661	Classical Monocyte	True	Classical Monocyte	2.408681911356238	0.982167781852856	1.426514129503382	0.963804529895856	0.3630862329803328	0.6583099200345796	4.608169440242057	1.0	cluster_consensus_marker_source_support	Classical Monocyte:658; Conventional DC 2:2; Blood Cell:1	Classical Monocyte:658; Conventional DC 2:3	Classical Monocyte:658; Blood Cell:3	Classical Monocyte:416; Blood Cell:194; Neutrophil:31; Platelet:11	Monocyte:420; Blood Cell:159; Granulocyte:34; Myeloid Cell:32	Classical Monocyte:656; NK Cell:4; Conventional DC 2:1	not_available:661	3203.0	14197.0	8.033123016357422
infection_study_01	T/NK	T_NK_lineage:15	648	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	2.0277921892261705	0.5971823691727559	1.4306098200534143	0.9447054111135388	0.3734567901234568	0.4625220458553791	3.2376543209876543	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:572; Treg:33; NK Cell:16; CD4 Naive / T Central Memory:15	CD8 Cytotoxic / T Effector Memory:366; CD8 Naive / T Central Memory:163; CD4 Naive / T Central Memory:73; T Cell:21	Blood Cell:638; CD4 T Effector Memory:8; NK Cell:2	CD8 Cytotoxic / T Effector Memory:527; Treg:52; Blood Cell:35; Lymphoid Cell:13	T Cell:595; Blood Cell:35; Lymphoid Cell:13; NK Cell:5	CD8 Cytotoxic / T Effector Memory:633; NK Cell:8; CD4 T Effector Memory:6; MAIT Cell:1	not_available:592; CD4 Naive / T Central Memory:31; CD4 T Effector Memory:22; Treg:3	2516.5	8318.5	6.80898380279541
infection_study_01	Myeloid/DC	Myeloid_lineage:13	643	Classical Monocyte	True	Classical Monocyte	2.4470608053646905	0.7472009873561464	1.699859818008544	0.9291566528293642	0.3561430793157076	0.6978449233503667	4.884914463452566	1.0	cluster_consensus_marker_source_support	Classical Monocyte:634; Non-Classical Monocyte:9	Classical Monocyte:639; Non-Classical Monocyte:4	Classical Monocyte:639; Non-Classical Monocyte:4	Classical Monocyte:586; Blood Cell:43; Intermediate Monocyte:9; Conventional DC 2:4	Monocyte:596; Blood Cell:43; DC:4	Classical Monocyte:643	not_available:643	3105.0	11134.0	7.457472324371338
infection_study_01	T/NK	T_NK_lineage:16	639	NK Cell	True	NK Cell	2.268446724089836	0.7734692291832709	1.4949774949065646	0.9018461874590344	0.1314553990610328	0.7113793874357255	4.979655712050079	1.0	cluster_consensus_marker_source_support	NK Cell:639	NK Cell:631; CD8 Cytotoxic / T Effector Memory:6; MAIT Cell:2	Blood Cell:636; MAIT Cell:2; NK Cell:1	NK Cell:638; Blood Cell:1	NK Cell:639	NK Cell:634; CD8 Cytotoxic / T Effector Memory:5	not_available:639	1868.0	4848.0	5.414012908935547
infection_study_01	T/NK	T_NK_lineage:17	636	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.292364256435896	1.0940902876623833	1.1982739687735129	0.9569496030879032	0.2893081761006289	0.6314016172506738	4.419811320754717	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:566; CD8 Naive / T Central Memory:56; CD8 Cytotoxic / T Effector Memory:7; Treg:5	CD4 Naive / T Central Memory:560; CD8 Naive / T Central Memory:64; CD4 T Effector Memory:4; CD8 Cytotoxic / T Effector Memory:4	Blood Cell:517; CD4 Naive / T Central Memory:62; CD8 Naive / T Central Memory:55; Lymphoid Cell:1	CD4 Naive / T Central Memory:467; CD4 T Effector Memory:75; CD8 Naive / T Central Memory:61; Treg:15	T Cell:625; Blood Cell:11	CD4 Naive / T Central Memory:580; CD4 T Effector Memory:56	CD4 Naive / T Central Memory:576; not_available:48; Treg:10; CD4 T Effector Memory:2	1451.5	5707.5	6.637660503387451
