study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	ref_fraction	raw_fraction	screfmapping_fraction	total_score
infection_study_01	B_lineage	11	Memory B Cell	2	292	0.24362755808025635	0.3075965130759651	0.07191780821917808	0.4973424657534246	0.0	0.4973424657534246	0.0	0.0	0.0	0.9931506849315068	0.3075965130759651	0.07191780821917808	0.0	0.06506849315068493	0.1981208106272652	0.9931506849315068	0.5452054794520548	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.05136986301369863	0.05136986301369863	0.023972602739726026	0.16232876712328764
infection_study_01	B_lineage	11	Plasma Cell	3	292	0.19173767387662952	0.4554794520547945	0.4554794520547945	0.4830993150684932	0.2131849315068493	0.6	0.0	0.0	0.0	0.565068493150685	0.08942161339421613	0.4554794520547945	0.09931506849315068	0.21575342465753425	0.725014214308237	0.9863013698630136	0.49229452054794526	0.6267123287671232	0.1678082191780822	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
infection_study_01	B_lineage	12	Memory B Cell	1	249	0.7180649624936276	0.7180649624936276	0.8580231458959365	0.4805140562248996	0.0	0.4805140562248996	0.3775090896710369	0.3775090896710369	0.0	1.0	0.4549105512960935	0.6867469879518072	0.26104417670682734	0.5582329317269076	1.6851046317765173	0.9799196787148594	0.4915662650602409	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.9879518072289156	0.9879518072289156	0.9437751004016064	4.078713908948145
infection_study_01	B_lineage	12	Naive B Cell	2	249	0.9119328526691428	0.9119328526691428	1.0	0.4307429718875502	0.046385542168674694	0.47712851405622486	0.5228714859437751	0.5228714859437751	0.0	1.0	0.6224899598393574	0.8714859437751004	0.6626506024096386	0.8714859437751004	1.04075864898293	0.8795180722891566	0.4387550200803212	0.13253012048192772	0.04417670682730923	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.10441767068273092	0.08433734939759036	0.05622489959839357	0.8417469879518072
infection_study_01	B_lineage	12	Plasma Cell	3	249	0.7366451824339086	0.7751004016064257	0.8589239565419877	0.4867269076305221	0.25572289156626504	0.6	0.25892395654198774	0.25892395654198774	0.0	0.9076305220883534	0.24587237840249887	0.7751004016064257	0.40160642570281124	0.5582329317269076	1.2228444205454612	0.9919678714859438	0.49899598393574296	0.7349397590361446	0.23493975903614456	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.25892395654198774
infection_study_01	B_lineage	13	Memory B Cell	1	228	0.9545098681814872	0.9545098681814872	1.0	0.44889473684210524	0.0	0.44889473684210524	0.5511052631578948	0.5511052631578948	0.0	1.0	0.6096491228070176	0.8991228070175439	0.6447368421052632	0.75	2.1987422686424236	0.9035087719298246	0.4798245614035088	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.9912280701754386	0.9912280701754386	0.9605263157894737	4.280929824561404
infection_study_01	B_lineage	13	Naive B Cell	2	228	0.9088831840361227	0.9088831840361227	1.0	0.4842982456140351	0.2320175438596491	0.6	0.4	0.4	0.0	1.0	0.6340155945419103	0.7894736842105263	0.5131578947368421	0.7894736842105263	0.9439278724206656	0.9342105263157895	0.587719298245614	0.631578947368421	0.28362573099415206	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.06140350877192982	0.06140350877192982	0.039473684210526314	0.6070175438596491
infection_study_01	B_lineage	13	Plasma Cell	3	228	0.7138910130361955	0.8552631578947368	1.0	0.49892543859649124	0.30921052631578944	0.6	0.4	0.4	0.0	0.9605263157894737	0.34307992202729043	0.8552631578947368	0.5307017543859649	0.5482456140350878	1.347703074371304	1.0	0.5405701754385965	0.868421052631579	0.32456140350877194	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.4
infection_study_01	B_lineage	14	Naive B Cell	1	227	0.9759485834971962	0.9955947136563876	1.0	0.1612555066079295	0.04779735682819383	0.20905286343612334	0.7909471365638767	0.7909471365638767	0.0	1.0	0.8697993147332356	0.9955947136563876	0.9823788546255506	0.9955947136563876	1.1872922115209812	0.36123348017621143	0.10903083700440527	0.13656387665198239	0.04552129221732746	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.9955947136563876	0.986784140969163	0.9779735682819384	4.544251101321586
infection_study_01	B_lineage	14	Memory B Cell	2	227	0.24362755808025635	0.3528233880656788	0.14537444933920704	0.5	0.0	0.5	0.0	0.0	0.0	1.0	0.3528233880656788	0.14537444933920704	0.00881057268722467	0.12334801762114538	0.3757780209583531	0.9955947136563876	0.6475770925110133	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.07488986784140969	0.07488986784140969	0.022026431718061675	0.2211453744493392
infection_study_01	B_lineage	14	Plasma Cell	3	227	0.19173767387662952	0.43171806167400884	0.43171806167400884	0.49605726872246697	0.2248348017621145	0.6	0.0	0.0	0.0	0.5242290748898678	0.08321096426823299	0.43171806167400884	0.13215859030837004	0.20704845814977973	0.6880043190233884	1.0	0.5275330396475771	0.6563876651982379	0.18612334801762115	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
infection_study_01	B_lineage	15	Naive B Cell	1	218	0.9502949530259996	0.9502949530259996	1.0	0.24461009174311923	0.07706422018348624	0.32167431192660545	0.6783256880733946	0.6783256880733946	0.0	1.0	0.7838939857288482	0.9128440366972477	0.8532110091743119	0.9128440366972477	1.0895895954298156	0.5275229357798165	0.2006880733944954	0.22018348623853212	0.07339449541284404	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.8623853211009175	0.8348623853211009	0.8165137614678899	3.872821100917431
infection_study_01	B_lineage	15	Memory B Cell	2	218	0.24362755808025635	0.3753127606338616	0.3394495412844037	0.49684403669724775	0.0	0.49684403669724775	0.0	0.0	0.0	0.9954128440366973	0.3753127606338616	0.3394495412844037	0.0963302752293578	0.21559633027522937	0.845154770344351	0.963302752293578	0.5944954128440367	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.2889908256880734	0.2889908256880734	0.1834862385321101	0.9715596330275229
infection_study_01	B_lineage	15	Plasma Cell	3	218	0.5131772995411842	0.591743119266055	0.591743119266055	0.48580275229357806	0.31135321100917435	0.6	0.0	0.0	0.0	0.6834862385321101	0.13965341488277266	0.591743119266055	0.23394495412844038	0.3348623853211009	0.9372536486931978	0.981651376146789	0.5126146788990826	0.8623853211009175	0.35091743119266056	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
infection_study_01	B_lineage	16	Naive B Cell	1	217	0.9390248343165101	0.9390248343165101	1.0	0.24723502304147466	0.052073732718894	0.29930875576036864	0.7006912442396314	0.7006912442396314	0.0	1.0	0.735279057859703	0.8571428571428571	0.7741935483870968	0.8571428571428571	1.0238239586784101	0.5345622119815668	0.20046082949308755	0.14285714285714285	0.06144393241167434	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.6866359447004609	0.663594470046083	0.6543778801843319	3.2481566820276497
infection_study_01	B_lineage	16	Memory B Cell	2	217	0.24362755808025635	0.3808127356514453	0.28110599078341014	0.4697142857142857	0.0	0.4697142857142857	0.0	0.0	0.0	1.0	0.3808127356514453	0.28110599078341014	0.0967741935483871	0.16589861751152074	0.7040490477742067	0.9308755760368663	0.5271889400921659	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.43317972350230416	0.43317972350230416	0.34101382488479265	1.535483870967742
infection_study_01	B_lineage	16	Plasma Cell	3	217	0.4701587648386862	0.5483870967741935	0.5483870967741935	0.4950691244239631	0.2097926267281106	0.6	0.0	0.0	0.0	0.7465437788018433	0.14388120839733742	0.5483870967741935	0.16129032258064516	0.3087557603686636	0.8697238523859551	1.0	0.5230414746543779	0.6129032258064516	0.1728110599078341	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
infection_study_01	B_lineage	17	Memory B Cell	1	216	0.9555112519117326	0.9555112519117326	1.0	0.32364814814814813	0.0	0.32364814814814813	0.6763518518518519	0.6763518518518519	0.0	1.0	0.5332491582491583	0.8148148148148148	0.2777777777777778	0.6805555555555556	1.9948407224380733	0.6898148148148148	0.2796296296296297	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.9675925925925926	0.9675925925925926	0.9722222222222222	4.358759259259259
infection_study_01	B_lineage	17	Naive B Cell	2	216	0.8961747141504623	0.8961747141504623	1.0	0.2427546296296296	0.3087962962962963	0.5515509259259259	0.4484490740740741	0.4484490740740741	0.0	1.0	0.5570987654320988	0.625	0.5	0.6111111111111112	0.7497359960997584	0.5416666666666666	0.16782407407407407	0.8101851851851852	0.4382716049382716	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.1111111111111111	0.09722222222222222	0.027777777777777776	0.7567824074074074
infection_study_01	B_lineage	17	Plasma Cell	3	216	0.4419060884130799	0.5462962962962963	0.5462962962962963	0.4950925925925926	0.2170138888888889	0.6	0.0	0.0	0.0	0.9120370370370371	0.2242798353909465	0.5462962962962963	0.14351851851851852	0.4166666666666667	0.8664672960351508	1.0	0.5231481481481481	0.6296296296296297	0.1875	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
infection_study_01	B_lineage	18	Naive B Cell	1	190	0.9500400553492098	0.9894736842105263	1.0	0.23789473684210524	0.04236842105263158	0.2802631578947368	0.7197368421052632	0.7197368421052632	0.0	1.0	0.8076023391812865	0.9894736842105263	0.9842105263157894	0.9842105263157894	1.1800651940268885	0.531578947368421	0.1631578947368421	0.12105263157894737	0.04035087719298246	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.9842105263157894	0.968421052631579	0.9368421052631579	4.3871052631578955
infection_study_01	B_lineage	18	Memory B Cell	2	190	0.24362755808025635	0.3392344497607655	0.14210526315789473	0.5	0.0	0.5	0.0	0.0	0.0	1.0	0.3392344497607655	0.14210526315789473	0.010526315789473684	0.11578947368421053	0.3678713907589698	0.9947368421052631	0.6473684210526315	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.18947368421052632	0.18947368421052632	0.03684210526315789	0.5368421052631579
infection_study_01	B_lineage	18	Plasma Cell	3	190	0.5907845386352051	0.6263157894736842	0.6263157894736842	0.49347368421052634	0.21532894736842104	0.6	0.02631578947368418	0.02631578947368418	0.0	0.6578947368421053	0.10233918128654969	0.6263157894736842	0.19473684210526315	0.3157894736842105	0.9911028083424005	1.0	0.5157894736842106	0.631578947368421	0.1723684210526316	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.02631578947368421	0.05789473684210523
infection_study_01	B_lineage	19	Naive B Cell	1	170	0.9807461219139174	0.9882352941176471	1.0	0.2623823529411765	0.06	0.3223823529411765	0.6776176470588235	0.6776176470588235	0.0	1.0	0.8901960784313725	0.9882352941176471	0.9764705882352941	0.9882352941176471	1.1786030434287078	0.5823529411764706	0.18676470588235294	0.17058823529411765	0.05882352941176471	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.9705882352941176	0.9647058823529412	0.9470588235294117	4.331735294117647
infection_study_01	B_lineage	19	Memory B Cell	2	170	0.24362755808025635	0.36417112299465243	0.21764705882352942	0.5	0.0	0.5	0.0	0.0	0.0	1.0	0.36417112299465243	0.21764705882352942	0.01764705882352941	0.16470588235294117	0.5505716133219427	0.9941176470588236	0.7023529411764706	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.06470588235294118	0.06470588235294118	0.052941176470588235	0.23176470588235298
infection_study_01	B_lineage	19	Plasma Cell	3	170	0.564411732575923	0.6411764705882353	0.6447387895667995	0.49420588235294116	0.21595588235294116	0.6	0.04473878956679955	0.04473878956679955	0.0	0.7	0.12026143790849672	0.6411764705882353	0.2	0.43529411764705883	1.0142492759142565	1.0	0.5191176470588236	0.6294117647058823	0.1808823529411765	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.04473878956679955
infection_study_01	B_lineage	2	Naive B Cell	1	391	0.9431578180758867	0.9846547314578005	1.0	0.12671355498721226	0.029539641943734013	0.15625319693094628	0.8437468030690537	0.8437468030690537	0.0	0.9974424552429667	0.7192384200056836	0.9846547314578005	0.9207161125319693	0.969309462915601	1.1743755210470106	0.2864450127877238	0.08120204603580564	0.08439897698209718	0.02813299232736573	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.989769820971867	0.9744245524296675	0.9769820971867008	4.574181585677749
infection_study_01	B_lineage	2	Memory B Cell	2	391	0.24362755808025635	0.2964426877470356	0.09462915601023018	0.4928081841432225	0.0	0.4928081841432225	0.0	0.0	0.0	0.9948849104859335	0.2964426877470356	0.09462915601023018	0.0025575447570332483	0.07672634271099744	0.2530489237276787	0.989769820971867	0.5304347826086957	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.11508951406649616	0.11508951406649616	0.020460358056265986	0.3237851662404092
infection_study_01	B_lineage	2	Plasma Cell	3	391	0.19173767387662952	0.391304347826087	0.391304347826087	0.47405370843989775	0.13091432225063937	0.6	0.0	0.0	0.0	0.5345268542199488	0.08013640238704178	0.391304347826087	0.08184143222506395	0.1585677749360614	0.6250573578559601	0.9820971867007673	0.45843989769820975	0.38618925831202044	0.100383631713555	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0025575447570332483	0.003069053708439898
infection_study_01	B_lineage	20	Naive B Cell	1	152	0.9786159056150316	1.0	1.0	0.40381578947368424	0.12203947368421052	0.5258552631578948	0.47414473684210523	0.47414473684210523	0.0	1.0	0.8691520467836259	1.0	0.993421052631579	1.0	1.1924934741114266	0.868421052631579	0.3355263157894737	0.34868421052631576	0.11622807017543861	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.9868421052631579	0.9802631578947368	0.9342105263157895	4.154407894736842
infection_study_01	B_lineage	20	Memory B Cell	2	152	0.24362755808025635	0.4144736842105263	0.4211244425557764	0.5	0.0	0.5	0.0	0.0	0.0	1.0	0.3971291866028708	0.4144736842105263	0.046052631578947366	0.34210526315789475	1.0266030333810003	1.0	0.8328947368421054	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.29605263157894735	0.29605263157894735	0.06578947368421052	0.8486842105263157
infection_study_01	B_lineage	20	Plasma Cell	3	152	0.7522212511834535	0.8881578947368421	1.0	0.5	0.29605263157894735	0.6	0.4	0.4	0.0	0.9144736842105263	0.18859649122807018	0.8881578947368421	0.4934210526315789	0.6776315789473685	1.3989387447777557	1.0	0.5855263157894737	0.8486842105263158	0.2763157894736842	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.4
infection_study_01	B_lineage	21	Memory B Cell	1	102	0.919074539363484	0.919074539363484	1.0	0.3703529411764706	0.0	0.3703529411764706	0.6296470588235294	0.6296470588235294	0.0	1.0	0.5231729055258468	0.8235294117647058	0.3235294117647059	0.6862745098039216	2.0159172508454595	0.7941176470588235	0.311764705882353	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		1.0	1.0	0.9705882352941176	4.394352941176471
infection_study_01	B_lineage	21	Plasma Cell	2	102	0.8036332022430996	0.8725490196078431	1.0	0.49651960784313726	0.30514705882352944	0.6	0.4	0.4	0.0	1.0	0.3300653594771242	0.8725490196078431	0.5490196078431373	0.6470588235294118	1.3746269168594003	0.9901960784313726	0.5465686274509803	0.8627450980392157	0.3088235294117647	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.4
infection_study_01	B_lineage	21	Naive B Cell	3	102	0.8688870075012745	0.8688870075012745	0.38235294117647056	0.460735294117647	0.07598039215686275	0.5367156862745097	0.0	0.0	0.0	1.0	0.5566448801742919	0.38235294117647056	0.14705882352941177	0.37254901960784315	0.46324586326867884	0.9215686274509803	0.5024509803921569	0.21568627450980393	0.07516339869281045	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.0392156862745098	0.029411764705882353	0.029411764705882353	0.12745098039215685
infection_study_01	B_lineage	22	Naive B Cell	1	92	0.920198820187896	0.920198820187896	1.0	0.3259782608695652	0.10869565217391304	0.43467391304347824	0.5653260869565218	0.5653260869565218	0.0	0.9456521739130435	0.6847826086956521	0.782608695652174	0.6956521739130435	0.7717391304347826	0.9358224723655321	0.6847826086956522	0.29891304347826086	0.30434782608695654	0.11594202898550725	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.5760869565217391	0.5760869565217391	0.4673913043478261	2.624021739130435
infection_study_01	B_lineage	22	Memory B Cell	2	92	0.5393771393197873	0.5652173913043478	0.6630127557359795	0.4307391304347826	0.0	0.4307391304347826	0.23227362530119688	0.23227362530119688	0.0	0.967391304347826	0.40217391304347827	0.5652173913043478	0.20652173913043478	0.34782608695652173	1.3911814577265267	0.8478260869565217	0.49347826086956526	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.532608695652174	0.532608695652174	0.40217391304347827	2.0996649296490233
infection_study_01	B_lineage	22	Plasma Cell	3	92	0.5944304857621441	0.7934782608695652	0.9324324972715357	0.4986413043478261	0.23804347826086958	0.6	0.3324324972715357	0.3324324972715357	0.0	0.8695652173913043	0.2282608695652174	0.7934782608695652	0.43478260869565216	0.5978260869565217	1.2514691195209253	0.9456521739130435	0.6331521739130435	0.6847826086956522	0.2173913043478261	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.3324324972715357
infection_study_01	B_lineage	23	Plasma Cell	1	85	0.9991988930158037	1.0	1.0	0.3781764705882353	0.3198529411764706	0.6	0.4	0.4	0.0	1.0	0.8156862745098039	1.0	1.0	1.0	1.5731400241596913	0.8470588235294118	0.25588235294117645	0.8823529411764706	0.36764705882352944	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	1.0	1.0	0.9411764705882353	4.129411764705882
infection_study_01	B_lineage	23	Memory B Cell	2	85	0.9795535649260797	0.9795535649260797	1.0	0.48611764705882354	0.0	0.48611764705882354	0.5138823529411765	0.5138823529411765	0.0	0.9647058823529412	0.44598930481283416	0.9529411764705882	0.8705882352941177	0.9176470588235294	2.3289036976951425	1.0	0.48235294117647054	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.0	0.0	0.023529411764705882	0.5421176470588235
infection_study_01	B_lineage	23	Naive B Cell	3	85	0.84822664044862	0.84822664044862	0.4588235294117647	0.5	0.23941176470588232	0.6	0.0	0.0	0.0	0.9882352941176471	0.2928104575163399	0.4588235294117647	0.0	0.4588235294117647	0.5535336627063524	1.0	0.9088235294117646	0.6705882352941176	0.2549019607843137	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.0	0.0	0.03529411764705882	0.042352941176470586
infection_study_01	B_lineage	24	Plasma Cell	1	43	0.9955392906561794	0.9955392906561794	1.0	0.13406976744186044	0.023546511627906976	0.1576162790697674	0.8423837209302326	0.8423837209302326	0.0	0.8837209302325582	0.27648578811369506	0.8604651162790697	0.5348837209302325	0.7209302325581395	1.3558054594588358	0.3023255813953488	0.08720930232558138	0.06976744186046512	0.01744186046511628	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.5813953488372093	0.9767441860465116	0.06976744186046512	2.833081395348837
infection_study_01	B_lineage	24	Memory B Cell	2	43	0.24362755808025635	0.24362755808025635	0.16279069767441862	0.39516279069767446	0.0	0.39516279069767446	0.0	0.0	0.0	0.4186046511627907	0.046511627906976744	0.16279069767441862	0.0	0.09302325581395349	0.4178997685156817	0.8837209302325582	0.2697674418604651	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.023255813953488372	0.023255813953488372	0.32558139534883723	0.4511627906976744
infection_study_01	B_lineage	24	Naive B Cell	3	43	0.4237582841744957	0.4237582841744957	0.11627906976744186	0.4213953488372093	0.0	0.4213953488372093	0.0	0.0	0.0	0.32558139534883723	0.041343669250646	0.11627906976744186	0.0	0.11627906976744186	0.1490960065490455	0.9069767441860465	0.3488372093023256	0.0	0.0	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21	0.0	0.0	0.23255813953488372	0.27906976744186046
infection_study_01	B_lineage	25	Plasma Cell	1	42	0.9983613720777802	1.0	1.0	0.4288095238095238	0.36607142857142855	0.6	0.4	0.4	0.0	1.0	0.8544973544973545	1.0	1.0	1.0	1.5731400241596913	0.9285714285714286	0.34523809523809523	1.0	0.44047619047619047	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.9761904761904762	1.0	0.9047619047619048	4.0476190476190474
infection_study_01	B_lineage	25	Memory B Cell	2	42	0.9372405505789818	0.9761904761904762	1.0	0.4931428571428571	0.0	0.4931428571428571	0.5068571428571429	0.5068571428571429	0.0	1.0	0.5692640692640693	0.9761904761904762	0.9285714285714286	0.9523809523809523	2.385132864553419	1.0	0.5142857142857142	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN		0.023809523809523808	0.023809523809523808	0.09523809523809523	0.6830476190476191
