lineage	cluster	n_cells	chosen_label	accepted	score_margin	calibrated_cluster_confidence	marker_availability_alert	top_celltypist	top_azimuth_l2	top_panhuman_fine	top_marker	top_screfmapping
B_lineage	18	72	Plasma Cell	True	3.3759396348847304	0.82	warning	Plasma Cell:46; Plasmablast:12; CD4 Naive / T Central Memory:9; Treg:3; T Cell:1	Plasmablast:65; CD4 Naive / T Central Memory:4; Treg:1; B Cell:1; Memory B Cell:1	Plasma Cell:68; Blood Cell:2; Memory B Cell:2	Plasma Cell:64; CD4 T Cell (ab):3; B Cell:3; T Cell:1; Monocyte:1	Plasma Cell:53; Naive B Cell:8; Memory B Cell:7; not_available:2; CD4 T Effector Memory:1
B_lineage	19	64	Plasma Cell	True	3.51503929901524	0.82	warning	Plasma Cell:53; Plasmablast:10; CD4 Naive / T Central Memory:1	Plasmablast:64	Plasma Cell:62; Blood Cell:2	Plasma Cell:64	Plasma Cell:53; Naive B Cell:9; Memory B Cell:2
B_lineage	20	47	Plasma Cell	True	3.074409117138192	0.82	warning	Plasma Cell:40; Plasmablast:4; CD4 Naive / T Central Memory:3	Plasmablast:43; CD4 Naive / T Central Memory:4	Plasma Cell:47	Plasma Cell:43; B Cell:3; Platelet:1	Plasma Cell:27; Naive B Cell:15; Memory B Cell:4; not_available:1
B_lineage	21	38	Plasma Cell	True	0.9380715222836716	0.8094736842105263	warning	Plasma Cell:17; Naive B Cell:7; CD4 Naive / T Central Memory:4; B Cell:4; Plasmablast:3	Plasmablast:15; B Cell:9; Naive B Cell:6; RBC:5; CD4 Naive / T Central Memory:1	Plasma Cell:21; Naive B Cell:9; Memory B Cell:6; Blood Cell:2	RBC:27; B Cell:6; Plasma Cell:4; Monocyte:1	Plasma Cell:16; Naive B Cell:14; Memory B Cell:7; not_available:1
B_lineage	22	18	Plasma Cell	True	1.5797415861265345	0.82	warning	Plasma Cell:7; B Cell:3; Plasmablast:3; Blood Cell:2; CD4 Naive / T Central Memory:2	Plasmablast:11; B Cell:3; Naive B Cell:2; Memory B Cell:2	Plasma Cell:11; Blood Cell:3; Memory B Cell:2; Naive B Cell:2	Plasma Cell:8; B Cell:7; Monocyte:3	Plasma Cell:9; Naive B Cell:4; Memory B Cell:4; not_available:1
Myeloid_lineage	0	1198	Classical Monocyte	True	2.3160210620567634	0.8474961157950054	pass	Classical Monocyte:1080; Non-Classical Monocyte:60; CD4 Naive / T Central Memory:45; Myeloid Cell:7; Blood Cell:3	Classical Monocyte:1155; Non-Classical Monocyte:37; RBC:3; Conventional DC 2:3	Classical Monocyte:1008; Blood Cell:83; Intermediate Monocyte:70; Non-Classical Monocyte:17; Conventional DC 2:15	Monocyte:1169; Non-Classical Monocyte:25; DC:4	not_available:1198
Myeloid_lineage	1	1131	Classical Monocyte	True	1.7471196489682317	0.7338469757633672	pass	Classical Monocyte:687; CD4 Naive / T Central Memory:165; Non-Classical Monocyte:114; CD8 Cytotoxic / T Effector Memory:50; NK Cell:37	Classical Monocyte:918; Non-Classical Monocyte:109; RBC:37; CD8 Cytotoxic / T Effector Memory:19; CD4 Naive / T Central Memory:17	Classical Monocyte:533; Blood Cell:315; Intermediate Monocyte:115; Non-Classical Monocyte:91; Neutrophil:42	Monocyte:975; Non-Classical Monocyte:113; DC:19; NK Cell:18; RBC:3	not_available:1127; CD4 T Effector Memory:4
Myeloid_lineage	2	1055	Classical Monocyte	True	2.4020796425535176	0.74	pass	Classical Monocyte:951; Non-Classical Monocyte:64; CD4 Naive / T Central Memory:37; Myeloid Cell:2; NK Cell:1	Classical Monocyte:1008; Non-Classical Monocyte:44; RBC:2; CD4 Naive / T Central Memory:1	Classical Monocyte:916; Intermediate Monocyte:107; Blood Cell:23; Neutrophil:4; Conventional DC 2:3	Monocyte:1022; Non-Classical Monocyte:31; RBC:2	not_available:1054; CD4 T Effector Memory:1
Myeloid_lineage	3	1047	Classical Monocyte	True	2.366983773083867	0.74	pass	Classical Monocyte:882; CD4 Naive / T Central Memory:124; Non-Classical Monocyte:30; Blood Cell:7; Plasma Cell:1	Classical Monocyte:874; RBC:139; Non-Classical Monocyte:31; HSC:2; Conventional DC 1:1	Classical Monocyte:827; Blood Cell:141; Intermediate Monocyte:47; Neutrophil:15; Non-Classical Monocyte:11	Monocyte:1016; Non-Classical Monocyte:28; DC:2; RBC:1	not_available:1040; CD4 Naive / T Central Memory:5; CD4 T Effector Memory:2
Myeloid_lineage	4	1039	Classical Monocyte	True	2.6349371165837434	0.74	pass	Classical Monocyte:999; CD4 Naive / T Central Memory:26; Non-Classical Monocyte:10; Myeloid Cell:2; Blood Cell:1	Classical Monocyte:1006; RBC:27; Non-Classical Monocyte:6	Classical Monocyte:983; Blood Cell:32; Neutrophil:12; Intermediate Monocyte:8; Non-Classical Monocyte:2	Monocyte:1036; Non-Classical Monocyte:3	not_available:1038; CD4 T Effector Memory:1
Myeloid_lineage	5	943	Non-Classical Monocyte	True	1.629894703420923	0.8500000000000001	pass	Non-Classical Monocyte:845; Classical Monocyte:55; CD4 Naive / T Central Memory:33; Myeloid Cell:4; Blood Cell:3	Non-Classical Monocyte:843; Classical Monocyte:98; Conventional DC 2:2	Non-Classical Monocyte:645; Intermediate Monocyte:219; Classical Monocyte:44; Blood Cell:32; Conventional DC 2:2	Non-Classical Monocyte:784; Monocyte:155; DC:2; RBC:1; NK Cell:1	not_available:943
Myeloid_lineage	6	712	Classical Monocyte	True	2.287902459987939	0.8500000000000001	pass	Classical Monocyte:603; Non-Classical Monocyte:61; CD4 Naive / T Central Memory:39; Blood Cell:2; Myeloid Cell:2	Classical Monocyte:669; Non-Classical Monocyte:31; RBC:11; Conventional DC 2:1	Classical Monocyte:607; Intermediate Monocyte:55; Blood Cell:32; Non-Classical Monocyte:10; Neutrophil:3	Monocyte:689; Non-Classical Monocyte:22; DC:1	not_available:712
Myeloid_lineage	7	689	Classical Monocyte	True	2.524884900623148	0.74	pass	Classical Monocyte:628; CD4 Naive / T Central Memory:28; Non-Classical Monocyte:15; Conventional DC 2:6; Blood Cell:4	Classical Monocyte:636; RBC:35; Non-Classical Monocyte:12; Conventional DC 2:4; CD4 Naive / T Central Memory:2	Classical Monocyte:597; Blood Cell:44; Intermediate Monocyte:29; Neutrophil:11; Conventional DC 2:6	Monocyte:676; Non-Classical Monocyte:9; DC:4	not_available:686; CD4 Naive / T Central Memory:3
Myeloid_lineage	8	663	Classical Monocyte	True	1.8466624629995096	0.734612795834627	pass	Classical Monocyte:368; CD4 Naive / T Central Memory:177; Non-Classical Monocyte:76; Blood Cell:12; Treg:9	Classical Monocyte:531; Non-Classical Monocyte:74; RBC:35; CD4 Naive / T Central Memory:10; Conventional DC 2:8	Classical Monocyte:395; Blood Cell:113; Intermediate Monocyte:70; Non-Classical Monocyte:40; Neutrophil:30	Monocyte:575; Non-Classical Monocyte:73; DC:11; RBC:2; T Cell:1	not_available:659; CD4 T Effector Memory:2; CD4 Naive / T Central Memory:2
Myeloid_lineage	9	627	Classical Monocyte	True	2.7143771010974493	0.8500000000000001	pass	Classical Monocyte:617; CD4 Naive / T Central Memory:7; Non-Classical Monocyte:3	Classical Monocyte:621; RBC:4; Non-Classical Monocyte:2	Classical Monocyte:581; Neutrophil:23; Blood Cell:19; Intermediate Monocyte:3; Non-Classical Monocyte:1	Monocyte:625; Non-Classical Monocyte:2	not_available:627
Myeloid_lineage	10	589	Classical Monocyte	True	2.470251912397814	0.74	pass	Classical Monocyte:518; CD4 Naive / T Central Memory:39; Non-Classical Monocyte:23; Treg:4; NK Cell:2	Classical Monocyte:564; Non-Classical Monocyte:13; RBC:11; Conventional DC 2:1	Classical Monocyte:509; Intermediate Monocyte:43; Blood Cell:22; Neutrophil:10; Conventional DC 2:4	Monocyte:576; Non-Classical Monocyte:9; DC:2; RBC:2	not_available:588; CD4 Naive / T Central Memory:1
Myeloid_lineage	11	556	Conventional DC 2	True	0.5040924447363766	0.6981302012471866	pass	Classical Monocyte:209; Conventional DC 2:156; CD4 Naive / T Central Memory:86; Non-Classical Monocyte:23; Blood Cell:22	Classical Monocyte:299; Conventional DC 2:225; Conventional DC 1:23; CD4 Naive / T Central Memory:3; RBC:3	Conventional DC 2:298; Classical Monocyte:146; Blood Cell:67; Conventional DC 1:21; Intermediate Monocyte:19	Monocyte:333; DC:209; B Cell:6; Non-Classical Monocyte:5; RBC:3	not_available:555; Treg:1
Myeloid_lineage	12	553	Classical Monocyte	True	2.3412671267472573	0.74	pass	Classical Monocyte:472; CD4 Naive / T Central Memory:51; Non-Classical Monocyte:23; Blood Cell:3; Treg:1	Classical Monocyte:504; RBC:25; Non-Classical Monocyte:23; Conventional DC 2:1	Classical Monocyte:461; Intermediate Monocyte:46; Blood Cell:29; Neutrophil:12; Non-Classical Monocyte:4	Monocyte:532; Non-Classical Monocyte:18; DC:2; RBC:1	not_available:552; CD4 Naive / T Central Memory:1
Myeloid_lineage	13	374	Classical Monocyte	True	2.4225608163990424	0.74	pass	Classical Monocyte:291; CD4 Naive / T Central Memory:53; Blood Cell:8; Conventional DC 2:7; NK Cell:5	Classical Monocyte:330; RBC:28; Conventional DC 2:5; CD4 Naive / T Central Memory:4; NK Cell:2	Classical Monocyte:229; Blood Cell:101; Conventional DC 2:25; Neutrophil:15; Intermediate Monocyte:2	Monocyte:358; DC:12; Non-Classical Monocyte:1; Platelet:1; B Cell:1	not_available:368; CD4 Naive / T Central Memory:4; CD4 T Effector Memory:2
Myeloid_lineage	14	323	Classical Monocyte	True	2.3859115053462463	0.8500000000000001	pass	Classical Monocyte:290; Non-Classical Monocyte:14; CD4 Naive / T Central Memory:13; Blood Cell:2; Myeloid Cell:2	Classical Monocyte:305; Non-Classical Monocyte:11; RBC:5; Platelet:1; HSC:1	Classical Monocyte:231; Blood Cell:40; Intermediate Monocyte:23; Platelet:10; Neutrophil:7	Monocyte:308; Non-Classical Monocyte:10; Platelet:4; RBC:1	not_available:323
Myeloid_lineage	15	316	Classical Monocyte	True	1.9306094008172736	0.7038946335772076	pass	Classical Monocyte:134; CD4 Naive / T Central Memory:77; Blood Cell:30; Plasma Cell:19; CD8 Cytotoxic / T Effector Memory:18	Classical Monocyte:271; RBC:21; CD4 Naive / T Central Memory:16; B Cell:2; Non-Classical Monocyte:2	Blood Cell:178; Classical Monocyte:54; Plasma Cell:46; Neutrophil:21; Intermediate Monocyte:8	Monocyte:308; B Cell:2; Non-Classical Monocyte:2; DC:1; Plasma Cell:1	not_available:298; Memory B Cell:8; Naive B Cell:5; CD4 T Effector Memory:4; CD4 Naive / T Central Memory:1
Myeloid_lineage	16	299	Non-Classical Monocyte	True	0.2779140497188934	0.7634509091151305	pass	Non-Classical Monocyte:157; Classical Monocyte:91; CD4 Naive / T Central Memory:31; Myeloid Cell:7; Blood Cell:5	Non-Classical Monocyte:148; Classical Monocyte:142; Conventional DC 2:5; RBC:3; CD4 Naive / T Central Memory:1	Intermediate Monocyte:129; Classical Monocyte:69; Non-Classical Monocyte:57; Blood Cell:29; Conventional DC 2:15	Monocyte:158; Non-Classical Monocyte:131; DC:8; B Cell:1; RBC:1	not_available:299
Myeloid_lineage	17	260	Classical Monocyte	True	2.257864073915894	0.8331480775873308	pass	Classical Monocyte:214; CD4 Naive / T Central Memory:29; Non-Classical Monocyte:8; Treg:4; Blood Cell:2	Classical Monocyte:252; Non-Classical Monocyte:7; RBC:1	Neutrophil:181; Classical Monocyte:63; Blood Cell:8; Non-Classical Monocyte:5; Intermediate Monocyte:3	Monocyte:257; RBC:1; Platelet:1; Non-Classical Monocyte:1	not_available:260
Myeloid_lineage	18	242	Classical Monocyte	True	1.9479748034624371	0.7350060547901387	pass	Classical Monocyte:166; Non-Classical Monocyte:32; CD4 Naive / T Central Memory:20; Blood Cell:8; NK Cell:5	Classical Monocyte:189; Non-Classical Monocyte:22; B Cell:10; Naive B Cell:8; Conventional DC 2:6	Classical Monocyte:116; Blood Cell:65; Intermediate Monocyte:17; Non-Classical Monocyte:16; Conventional DC 2:9	Monocyte:198; Non-Classical Monocyte:26; B Cell:17; DC:1	not_available:241; CD4 T Effector Memory:1
Myeloid_lineage	19	227	Plasmacytoid DC	True	2.891970737311488	0.8500000000000001	pass	Plasmacytoid DC:206; CD4 Naive / T Central Memory:12; Classical Monocyte:6; Non-Classical Monocyte:1; NK Cell:1	Plasmacytoid DC:209; Classical Monocyte:12; Conventional DC 2:2; RBC:1; NK Cell:1	Plasmacytoid DC:214; Blood Cell:9; Classical Monocyte:3; Conventional DC 1:1	Plasmacytoid DC:188; Monocyte:20; DC:6; Non-Classical Monocyte:4; NK Cell:3	not_available:227
Myeloid_lineage	20	166	Classical Monocyte	True	1.0815386571992267	0.6371544095928253	pass	Blood Cell:57; CD4 Naive / T Central Memory:46; Classical Monocyte:38; Treg:11; Plasma Cell:2	RBC:73; Classical Monocyte:65; HSC:13; CD4 Naive / T Central Memory:7; NK Cell:5	Neutrophil:81; Blood Cell:73; Classical Monocyte:12	Monocyte:164; RBC:2	not_available:152; CD4 T Effector Memory:7; CD4 Naive / T Central Memory:5; Plasma Cell:1; Naive B Cell:1
Myeloid_lineage	21	95	Classical Monocyte	True	2.055893325059857	0.7360705151208471	pass	Classical Monocyte:64; Blood Cell:16; CD4 Naive / T Central Memory:9; Non-Classical Monocyte:3; RBC:1	Classical Monocyte:80; Lymphoid Cell:4; HSC:3; CD4 Naive / T Central Memory:3; Non-Classical Monocyte:3	Classical Monocyte:59; Blood Cell:20; Intermediate Monocyte:9; Neutrophil:3; HSC:2	Monocyte:84; DC:5; Non-Classical Monocyte:4; Plasmacytoid DC:1; RBC:1	not_available:92; CD4 Naive / T Central Memory:2; CD4 T Effector Memory:1
Myeloid_lineage	22	28	Classical Monocyte	True	2.250743874217039	0.8500000000000001	pass	Classical Monocyte:23; CD4 Naive / T Central Memory:4; Treg:1	RBC:15; Classical Monocyte:13	Classical Monocyte:13; Neutrophil:13; Blood Cell:2	Monocyte:14; RBC:14	not_available:28
T_NK_lineage	0	1798	NK Cell	True	2.5102854195565336	0.8500000000000001	pass	NK Cell:1685; CD8 Cytotoxic / T Effector Memory:53; CD4 Naive / T Central Memory:47; Blood Cell:6; B Cell:3	NK Cell:1752; CD8 Cytotoxic / T Effector Memory:43; Lymphoid Cell:2; ydT Cell:1	NK Cell:1700; Blood Cell:85; Lymphoid Cell:10; CD8 Cytotoxic / T Effector Memory:3	NK Cell:1775; Non-Classical Monocyte:12; T Cell:6; Plasmacytoid DC:2; CD8 T Cell (ab):2	not_available:1798
T_NK_lineage	1	1553	NK Cell	True	1.6755077327987693	0.74	pass	NK Cell:971; CD4 Naive / T Central Memory:288; CD8 Cytotoxic / T Effector Memory:256; Blood Cell:17; Treg:16	NK Cell:1103; CD8 Cytotoxic / T Effector Memory:379; ydT Cell:57; CD4 Naive / T Central Memory:8; Lymphoid Cell:4	NK Cell:1119; Blood Cell:280; CD8 Cytotoxic / T Effector Memory:124; ydT Cell:15; MAIT Cell:4	NK Cell:1422; T Cell:76; Non-Classical Monocyte:23; CD8 T Cell (ab):13; CD4 T Cell (ab):10	not_available:1539; CD4 T Effector Memory:13; CD4 Naive / T Central Memory:1
T_NK_lineage	2	1498	CD8 Cytotoxic / T Effector Memory	True	1.808784660535339	0.74	pass	CD8 Cytotoxic / T Effector Memory:1236; NK Cell:129; CD4 Naive / T Central Memory:88; Treg:18; Blood Cell:16	CD8 Cytotoxic / T Effector Memory:1311; NK Cell:81; ydT Cell:72; CD8 Naive / T Central Memory:12; CD4 T Effector Memory:10	CD8 Cytotoxic / T Effector Memory:1169; Blood Cell:169; NK Cell:112; ydT Cell:17; MAIT Cell:15	T Cell:599; NK Cell:430; CD8 T Cell (ab):388; CD4 T Cell (ab):63; Non-Classical Monocyte:15	not_available:1484; CD4 T Effector Memory:12; CD4 Naive / T Central Memory:2
T_NK_lineage	3	1491	CD4 Naive / T Central Memory	True	2.686892116056864	0.8500000000000001	pass	CD4 Naive / T Central Memory:1369; CD8 Naive / T Central Memory:93; Treg:10; CD8 Cytotoxic / T Effector Memory:10; NK Cell:5	CD4 Naive / T Central Memory:963; CD8 Naive / T Central Memory:474; CD8 Cytotoxic / T Effector Memory:38; Treg:11; ydT Cell:2	CD4 Naive / T Central Memory:1058; CD8 Naive / T Central Memory:237; Blood Cell:108; Treg:30; CD8 Cytotoxic / T Effector Memory:28	CD4 T Cell (ab):873; T Cell:545; CD8 T Cell (ab):56; NK Cell:10; Monocyte:2	CD4 Naive / T Central Memory:1075; not_available:386; Treg:16; CD4 T Effector Memory:14
T_NK_lineage	4	1427	CD4 Naive / T Central Memory	True	3.340613613444412	0.8500000000000001	pass	CD4 Naive / T Central Memory:1359; Treg:32; CD8 Naive / T Central Memory:14; CD4 T Effector Memory:10; CD8 Cytotoxic / T Effector Memory:8	CD4 Naive / T Central Memory:1306; CD8 Naive / T Central Memory:79; Treg:20; CD8 Cytotoxic / T Effector Memory:18; T Cell:2	CD4 Naive / T Central Memory:969; CD4 T Effector Memory:268; Blood Cell:64; Treg:59; CD8 Naive / T Central Memory:47	CD4 T Cell (ab):971; T Cell:429; CD8 T Cell (ab):11; NK Cell:5; Monocyte:3	CD4 Naive / T Central Memory:1238; not_available:143; CD4 T Effector Memory:26; Treg:20
T_NK_lineage	5	1304	NK Cell	True	1.5381028104627117	0.74	pass	NK Cell:802; CD8 Cytotoxic / T Effector Memory:420; CD4 Naive / T Central Memory:62; Treg:10; Blood Cell:6	NK Cell:1109; CD8 Cytotoxic / T Effector Memory:172; ydT Cell:21; CD8 T Cell (ab):1; Lymphoid Cell:1	NK Cell:1105; Blood Cell:100; CD8 Cytotoxic / T Effector Memory:86; ydT Cell:7; Lymphoid Cell:3	NK Cell:1238; T Cell:44; CD8 T Cell (ab):13; Non-Classical Monocyte:6; CD4 T Cell (ab):3	not_available:1303; CD4 T Effector Memory:1
T_NK_lineage	6	1231	NK Cell	True	0.4131447161754598	0.6838814459559437	pass	NK Cell:521; CD8 Cytotoxic / T Effector Memory:451; CD4 Naive / T Central Memory:221; Treg:18; Blood Cell:11	CD8 Cytotoxic / T Effector Memory:544; NK Cell:484; CD4 Naive / T Central Memory:109; ydT Cell:85; CD4 T Effector Memory:3	NK Cell:504; CD8 Cytotoxic / T Effector Memory:346; Blood Cell:327; ydT Cell:29; Lymphoid Cell:10	NK Cell:865; T Cell:217; CD8 T Cell (ab):71; CD4 T Cell (ab):39; Non-Classical Monocyte:30	not_available:1219; CD4 T Effector Memory:7; CD4 Naive / T Central Memory:5
T_NK_lineage	7	1212	CD8 Cytotoxic / T Effector Memory	True	1.431178979506011	0.7297901991696671	pass	CD8 Cytotoxic / T Effector Memory:599; CD4 Naive / T Central Memory:387; NK Cell:158; Blood Cell:35; Treg:11	CD8 Cytotoxic / T Effector Memory:1003; NK Cell:62; CD4 Naive / T Central Memory:53; ydT Cell:40; CD8 Naive / T Central Memory:36	CD8 Cytotoxic / T Effector Memory:729; Blood Cell:304; NK Cell:87; CD4 Naive / T Central Memory:21; Treg:18	T Cell:453; NK Cell:363; CD8 T Cell (ab):235; CD4 T Cell (ab):124; Non-Classical Monocyte:28	not_available:1126; CD4 T Effector Memory:69; CD4 Naive / T Central Memory:17
