study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
infection_study_01	T_NK_lineage	21	529	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.5824102079395086	1.0	0.4175897920604914	0.1313421550094518	0.2862476370510396	2.9485822306238183	1.705812854442344	CD8 Cytotoxic / T Effector Memory:256; NK Cell:161; Blood Cell:46; Plasmablast:34; Treg:22	Lymphoid Cell:494; Blood Cell:26; NK Cell:4; CD8 Cytotoxic / T Effector Memory:3; Treg:1	not_available:481; CD4 Naive / T Central Memory:39; CD4 T Effector Memory:6; Treg:3	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	22	498	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.883777117036443	0.9955040246669652	0.111726907630522	0.0403413654618473	0.0713855421686747	3.224244979919679	2.340467862883236	NK Cell:415; CD8 Cytotoxic / T Effector Memory:83	NK Cell:390; Blood Cell:64; CD8 Cytotoxic / T Effector Memory:40; Lymphoid Cell:3; CD8 T Cell (ab):1	not_available:498	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	23	460	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.507	1.0	0.493	0.1657717391304348	0.3272282608695652	3.062217391304348	2.48004347826087	CD8 Cytotoxic / T Effector Memory:421; NK Cell:31; Blood Cell:3; MAIT Cell:3; Naive B Cell:1	CD8 Cytotoxic / T Effector Memory:441; Blood Cell:11; NK Cell:5; CD4 T Effector Memory:1; MAIT Cell:1	not_available:459; CD4 T Effector Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	24	427	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.7369789227166277	1.0	0.2630210772833723	0.0533021077283372	0.2097189695550351	3.1258196721311475	2.2765339578454333	CD8 Cytotoxic / T Effector Memory:408; NK Cell:11; CD4 Naive / T Central Memory:3; gdT Cell:2; Treg:1	CD8 Cytotoxic / T Effector Memory:390; Blood Cell:30; NK Cell:4; MAIT Cell:1; CD4 T Effector Memory:1	not_available:419; CD4 Naive / T Central Memory:6; CD4 T Effector Memory:2	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	25	425	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8525283040983654	0.9962930099807183	0.1437647058823529	0.0777647058823529	0.0659999999999999	3.254545882352941	2.402017578254576	NK Cell:419; CD8 Cytotoxic / T Effector Memory:4; Blood Cell:2	NK Cell:405; Blood Cell:17; CD8 Cytotoxic / T Effector Memory:2; Lymphoid Cell:1	not_available:423; CD4 Naive / T Central Memory:1; CD4 T Effector Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	26	408	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.8116299019607843	1.0	0.1883700980392156	0.0278921568627451	0.1604779411764705	2.8340073529411764	1.2393995098039214	CD8 Cytotoxic / T Effector Memory:344; NK Cell:48; gdT Cell:16	CD8 Cytotoxic / T Effector Memory:350; NK Cell:33; Blood Cell:25	not_available:408	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	28	392	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9122959183673468	1.0	0.087704081632653	0.03375	0.053954081632653	2.7365051020408164	0.1570663265306122	NK Cell:266; CD8 Cytotoxic / T Effector Memory:124; gdT Cell:2	CD8 Cytotoxic / T Effector Memory:300; NK Cell:53; Blood Cell:35; gdT Cell:3; MAIT Cell:1	not_available:392	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	29	383	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8959791122715405	1.0	0.1040208877284595	0.0476240208877284	0.056396866840731	3.386851174934726	2.4908720626631853	NK Cell:383	NK Cell:375; Blood Cell:7; Lymphoid Cell:1	not_available:383	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	30	376	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9442420212765956	1.0	0.0557579787234042	0.0208510638297872	0.034906914893617	2.998593085106383	1.7440186170212764	NK Cell:272; CD8 Cytotoxic / T Effector Memory:104	NK Cell:255; CD8 Cytotoxic / T Effector Memory:76; Blood Cell:45	not_available:376	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	33	341	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.8478982106382338	0.9933820816059756	0.1454838709677419	0.0201173020527859	0.125366568914956	2.255131964809384	0.3116070381231668	CD8 Cytotoxic / T Effector Memory:224; NK Cell:87; CD4 Naive / T Central Memory:11; gdT Cell:7; CD4 T Effector Memory:7	CD8 Cytotoxic / T Effector Memory:165; NK Cell:107; Blood Cell:49; CD4 T Effector Memory:10; CD4 Naive / T Central Memory:4	not_available:319; CD4 Naive / T Central Memory:17; CD4 T Effector Memory:4; Treg:1	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	34	334	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.5947005988023952	1.0	0.4052994011976047	0.0410778443113772	0.3642215568862275	3.050988023952096	2.4557784431137724	CD8 Cytotoxic / T Effector Memory:317; NK Cell:14; Blood Cell:1; gdT Cell:1; MAIT Cell:1	CD8 Cytotoxic / T Effector Memory:330; Blood Cell:3; MAIT Cell:1	not_available:334	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	36	297	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.795050505050505	1.0	0.2049494949494949	0.0296969696969697	0.1752525252525252	2.3961010101010105	0.4051414141414147	NK Cell:181; CD8 Cytotoxic / T Effector Memory:102; gdT Cell:13; Blood Cell:1	NK Cell:166; CD8 Cytotoxic / T Effector Memory:113; Blood Cell:18	not_available:297	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	37	288	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9000347222222222	1.0	0.0999652777777777	0.0442361111111111	0.0557291666666666	3.0066458333333337	1.7608645833333336	NK Cell:172; CD8 Cytotoxic / T Effector Memory:109; gdT Cell:7	NK Cell:226; CD8 Cytotoxic / T Effector Memory:36; Blood Cell:26	not_available:288	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	38	264	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.7682954545454546	1.0	0.2317045454545454	0.0913636363636363	0.1403409090909091	2.936386363636364	1.784909090909091	NK Cell:167; CD8 Cytotoxic / T Effector Memory:97	NK Cell:194; Lymphoid Cell:37; Blood Cell:24; CD8 Cytotoxic / T Effector Memory:9	not_available:264	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	39	250	MAIT Cell	MAIT Cell	CD8 Cytotoxic / T Effector Memory	source_supported_marker_tiebreak	0.6477200000000001	1.0	0.35228	0.25388	0.0984	2.94228	1.96896	MAIT Cell:199; CD8 Cytotoxic / T Effector Memory:42; NK Cell:5; CD4 T Effector Memory:2; Treg:1	MAIT Cell:233; CD8 Cytotoxic / T Effector Memory:11; Blood Cell:3; CD4 T Effector Memory:2; gdT Cell:1	not_available:243; CD4 T Effector Memory:6; CD4 Naive / T Central Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	4	1015	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.9181970443349754	1.0	0.0818029556650246	0.0299310344827586	0.051871921182266	3.1802344827586206	2.2370817733990145	NK Cell:937; CD8 Cytotoxic / T Effector Memory:78	NK Cell:789; CD8 Cytotoxic / T Effector Memory:141; Blood Cell:82; Lymphoid Cell:3	not_available:1015	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	40	189	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.8028571428571429	1.0	0.1971428571428571	0.0622222222222222	0.1349206349206349	3.091084656084656	1.6423412698412696	CD8 Cytotoxic / T Effector Memory:178; NK Cell:4; MAIT Cell:3; Blood Cell:2; CD4 T Effector Memory:2	CD8 Cytotoxic / T Effector Memory:153; Blood Cell:21; CD4 T Effector Memory:9; MAIT Cell:4; Treg:1	not_available:181; CD4 T Effector Memory:8	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	41	180	CD4 Naive / T Central Memory	NKT Cell	NKT Cell	raw_marker_winner	0.6880000000000001	1.0	0.3119999999999999	0.1944999999999999	0.1175	2.2393	0.1915222222222219	CD4 T Effector Memory:74; CD4 Naive / T Central Memory:54; CD8 Cytotoxic / T Effector Memory:25; Treg:21; CD8 Naive / T Central Memory:4	CD4 T Effector Memory:119; Treg:43; CD8 Cytotoxic / T Effector Memory:6; Blood Cell:6; CD4 Naive / T Central Memory:4	not_available:99; CD4 Naive / T Central Memory:66; Treg:8; CD4 T Effector Memory:7	marker_final_disagreement
infection_study_01	T_NK_lineage	42	164	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8617922558484826	0.9927983534094582	0.1310060975609756	0.0939634146341463	0.0370426829268292	3.019006097560976	1.4858963414634148	NK Cell:130; CD8 Cytotoxic / T Effector Memory:24; CD4 Naive / T Central Memory:4; Blood Cell:3; MAIT Cell:1	NK Cell:73; Blood Cell:42; CD8 Cytotoxic / T Effector Memory:39; Treg:8; Classical Monocyte:1	not_available:163; CD4 T Effector Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	43	91	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.7637362637362637	1.0	0.2362637362637362	0.1076923076923076	0.1285714285714285	2.443956043956044	0.0769230769230766	NK Cell:66; CD8 Cytotoxic / T Effector Memory:18; CD4 Naive / T Central Memory:4; CD4 T Effector Memory:1; CD8 Naive / T Central Memory:1	CD8 Cytotoxic / T Effector Memory:66; Blood Cell:18; NK Cell:7	not_available:91	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	44	61	NK Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.9107377049180329	1.0	0.0892622950819672	0.0142622950819672	0.075	2.5673031633462	0.892631032198659	NK Cell:20; CD8 Cytotoxic / T Effector Memory:19; T Cell:5; CD4 Naive / T Central Memory:5; Blood Cell:4	Lymphoid Cell:41; Blood Cell:10; CD8 Cytotoxic / T Effector Memory:5; HSC:2; Treg:2	not_available:52; CD4 Naive / T Central Memory:7; CD4 T Effector Memory:2	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	5	990	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.577570707070707	1.0	0.4224292929292929	0.0485656565656565	0.3738636363636363	3.058621212121212	2.481050505050505	CD8 Cytotoxic / T Effector Memory:934; gdT Cell:42; NK Cell:11; MAIT Cell:1; CD4 T Effector Memory:1	CD8 Cytotoxic / T Effector Memory:949; Blood Cell:36; NK Cell:2; Treg:1; MAIT Cell:1	not_available:973; CD4 T Effector Memory:16; CD4 Naive / T Central Memory:1	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	6	960	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8221197916666667	1.0	0.1778802083333333	0.0362395833333333	0.141640625	3.335588541666666	2.51346875	NK Cell:958; CD8 Cytotoxic / T Effector Memory:1; Blood Cell:1	NK Cell:946; Blood Cell:9; CD8 Cytotoxic / T Effector Memory:3; Lymphoid Cell:2	not_available:960	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	7	876	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.8901940639269407	1.0	0.1098059360730593	0.0348059360730593	0.075	3.3208162100456624	1.8404737442922376	CD8 Cytotoxic / T Effector Memory:838; NK Cell:27; CD4 T Effector Memory:4; CD4 Naive / T Central Memory:4; Blood Cell:1	CD8 Cytotoxic / T Effector Memory:842; Blood Cell:18; CD4 T Effector Memory:6; Treg:4; NK Cell:2	not_available:860; CD4 T Effector Memory:16	screfmapping_missing_for_scope
infection_study_01	T_NK_lineage	9	808	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8286571782178218	1.0	0.1713428217821782	0.0533663366336633	0.1179764851485148	3.364706683168317	2.536049504950495	NK Cell:808	NK Cell:797; Blood Cell:9; Lymphoid Cell:2	not_available:808	screfmapping_missing_for_scope
infection_study_01	Myeloid_lineage	28	33	Conventional DC 1	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.7667676767676768	1.0	0.2332323232323232	0.2105050505050505	0.0227272727272727	3.0	1.4	Conventional DC 1:33	Conventional DC 1:32; Blood Cell:1	not_available:33	marker_final_disagreement
infection_study_03	B_lineage	0	8713	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.5855554917938712	1.0	0.4144445082061287	0.3258470102146218	0.0885974979915069	1.872850338574544	0.3328531743410778	Memory B Cell:4152; Naive B Cell:4121; B Cell:303; Plasma Cell:54; CD4 Naive / T Central Memory:50	Memory B Cell:4707; Naive B Cell:3759; not_available:133; Blood Cell:53; Plasma Cell:50	not_available:8713	screfmapping_missing_for_scope
infection_study_03	B_lineage	1	4080	Plasma Cell	Plasmablast	Plasmablast	raw_marker_winner	0.6644763071895425	1.0	0.3355236928104575	0.0496290849673202	0.2858946078431372	2.9675	0.3770433006535945	Plasma Cell:2514; Plasmablast:1418; Memory B Cell:101; NK Cell:27; CD4 Naive / T Central Memory:8	Plasma Cell:4028; Memory B Cell:46; not_available:3; HSC:1; Naive B Cell:1	not_available:4080	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_03	B_lineage	2	1450	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.6551068965517242	1.0	0.3448931034482758	0.2588241379310345	0.0860689655172413	2.6206241379310344	1.610003448275862	Naive B Cell:1027; Memory B Cell:351; B Cell:56; NK Cell:5; CD8 Cytotoxic / T Effector Memory:3	Naive B Cell:921; Memory B Cell:502; Plasma Cell:15; not_available:10; gdT Cell:1	not_available:1450	screfmapping_missing_for_scope
infection_study_03	B_lineage	3	11601	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.7457408844065166	1.0	0.2542591155934833	0.1947944142746315	0.0594647013188518	3.0485940867166623	2.329690543918628	Naive B Cell:10132; Memory B Cell:1193; B Cell:274; HSC:2	Naive B Cell:8128; Memory B Cell:2998; not_available:466; Plasma Cell:6; B Cell:1	not_available:11601	screfmapping_missing_for_scope
infection_study_03	B_lineage	4	15404	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.6874980141184757	0.9432617767775252	0.2557637626590496	0.2098114126200986	0.0459523500389509	2.673878175115619	1.5552726181174368	Naive B Cell:11630; Memory B Cell:3102; Plasma Cell:264; B Cell:219; Plasmablast:68	Naive B Cell:7489; Memory B Cell:5885; not_available:1589; Plasma Cell:386; Blood Cell:33	not_available:15404	screfmapping_missing_for_scope
infection_study_03	B_lineage	5	6968	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.6802088117106774	1.0	0.3197911882893226	0.2424949770378874	0.0772962112514351	2.673406285878301	1.7973155855338692	Naive B Cell:5281; Memory B Cell:1544; B Cell:134; Plasma Cell:4; CD4 Naive / T Central Memory:4	Naive B Cell:4542; Memory B Cell:2287; not_available:128; Plasma Cell:7; Blood Cell:2	not_available:6968	screfmapping_missing_for_scope
infection_study_03	B_lineage	6	4762	Plasma Cell	Plasmablast	Plasmablast	raw_marker_winner	0.6902526949461011	1.0	0.3097473050538989	0.0469060618787624	0.2628412431751364	2.9918101637967243	0.2204570908581828	Plasma Cell:2402; Plasmablast:2315; Memory B Cell:23; NK Cell:8; CD4 Naive / T Central Memory:5	Plasma Cell:4746; Memory B Cell:14; not_available:1; Lymphoid Cell:1	not_available:4762	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_03	B_lineage	7	6291	Memory B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.3984767789649778	0.7383616939228541	0.3398849149578763	0.3398849149578763	0.0	2.500272995782654	2.088224036952579	Memory B Cell:3723; B Cell:1027; Naive B Cell:955; Plasma Cell:374; Plasmablast:160	Memory B Cell:4989; Naive B Cell:602; Plasma Cell:570; not_available:116; HSC:7	not_available:6291	screfmapping_missing_for_scope
infection_study_03	B_lineage	8	9718	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.6710321053714756	1.0	0.3289678946285244	0.2532578719901214	0.0757100226384029	2.503075735748096	1.3907892570487752	Naive B Cell:6337; Memory B Cell:3248; B Cell:45; CD4 Naive / T Central Memory:44; Plasma Cell:28	Naive B Cell:5931; Memory B Cell:2846; not_available:753; Plasma Cell:106; Blood Cell:73	not_available:9718	screfmapping_missing_for_scope
infection_study_03	B_lineage	9	7975	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.6341768025078369	1.0	0.365823197492163	0.2833278996865204	0.0824952978056426	2.2396689655172413	0.9727097178683384	Naive B Cell:4763; Memory B Cell:2652; B Cell:497; CD4 Naive / T Central Memory:27; Plasma Cell:12	Naive B Cell:4027; Memory B Cell:3734; not_available:184; HSC:16; Plasma Cell:10	not_available:7975	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	0	8552	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6906758652946678	1.0	0.3093241347053321	0.046368101028999	0.262956033676333	3.012139265668849	2.034788645930776	CD8 Cytotoxic / T Effector Memory:7435; NK Cell:665; CD4 Naive / T Central Memory:237; MAIT Cell:169; CD4 T Effector Memory:17	CD8 Cytotoxic / T Effector Memory:7258; gdT Cell:597; not_available:396; NK Cell:122; Blood Cell:56	not_available:8552	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	1	13323	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6843758913157697	1.0	0.3156241086842303	0.1778679726788261	0.1377561360054041	2.5520333258275163	1.5040874802972302	CD8 Cytotoxic / T Effector Memory:7600; CD4 Naive / T Central Memory:1766; NK Cell:1267; CD4 T Effector Memory:951; MAIT Cell:914	CD8 Cytotoxic / T Effector Memory:7690; gdT Cell:1741; CD4 T Effector Memory:1357; MAIT Cell:966; not_available:762	not_available:13323	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	10	12888	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7429725391919035	0.9237930699181603	0.1808205307262569	0.061657355679702	0.1191631750465549	2.615576117318436	1.3486817194289262	CD4 Naive / T Central Memory:8345; CD8 Naive / T Central Memory:2468; CD4 T Effector Memory:1456; CD8 Cytotoxic / T Effector Memory:317; Treg:120	CD4 Naive / T Central Memory:5888; CD4 T Effector Memory:3390; CD8 Naive / T Central Memory:2447; CD8 Cytotoxic / T Effector Memory:350; not_available:307	not_available:12888	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	11	24421	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.5169014372875804	0.6246263461774703	0.1077249088898898	0.0352524466647557	0.0724724622251341	2.7551220051178777	2.0424697795742883	CD4 Naive / T Central Memory:20688; CD8 Naive / T Central Memory:2261; CD8 Cytotoxic / T Effector Memory:548; NK Cell:427; CD4 T Effector Memory:227	CD4 Naive / T Central Memory:11537; CD4 T Effector Memory:4796; not_available:2788; CD8 Naive / T Central Memory:2464; Blood Cell:948	not_available:24421	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	12	20022	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8694258815303166	1.0	0.1305741184696833	0.025895514933573	0.1046786035361102	3.2946117770452505	2.425185895514934	NK Cell:19766; CD8 Cytotoxic / T Effector Memory:244; CD4 Naive / T Central Memory:5; Classical Monocyte:4; Blood Cell:1	NK Cell:18043; Lymphoid Cell:1170; not_available:500; CD8 Cytotoxic / T Effector Memory:208; gdT Cell:87	not_available:20022	screfmapping_missing_for_scope
infection_study_03	T_NK_lineage	13	9049	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.7780141452094154	1.0	0.2219858547905846	0.2124378384351862	0.0095480163553983	2.678820864183888	1.3920488451762627	CD8 Naive / T Central Memory:5127; CD4 Naive / T Central Memory:2291; CD4 T Effector Memory:862; CD8 Cytotoxic / T Effector Memory:629; MAIT Cell:61	CD8 Naive / T Central Memory:5925; CD4 T Effector Memory:1088; CD8 Cytotoxic / T Effector Memory:926; not_available:447; CD4 Naive / T Central Memory:435	not_available:9049	screfmapping_missing_for_scope
