study	lineage	cluster	n_cells	review_priority	priority_score	review_reasons	suggested_action	final_label	marker_assignment	raw_marker_winner	assignment_reason	marker_score	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	llm_review_packet
infection_study_06	T_NK_lineage	0	14466	low	3	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6159971657680077	2.5291590626296143	1.475885006221485	CD8 Cytotoxic / T Effector Memory:7457; MAIT Cell:2871; CD4 T Effector Memory:2667; CD8 Naive / T Central Memory:817; CD4 Naive / T Central Memory:469	CD8 Cytotoxic / T Effector Memory:9789; MAIT Cell:2629; gdT Cell:774; not_available:551; CD4 T Effector Memory:501	not_available:14466	Study=infection_study_06; lineage=T_NK_lineage; cluster=0; cells=14466; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.616; best_total_score=2.529; score_margin=1.476; CellTypist=CD8 Cytotoxic / T Effector Memory:7457; MAIT Cell:2871; CD4 T Effector Memory:2667; CD8 Naive / T Central Memory:817; CD4 Naive / T Central Memory:469; PanHuman=CD8 Cytotoxic / T Effector Memory:9789; MAIT Cell:2629; gdT Cell:774; not_available:551; CD4 T Effector Memory:501; scRefMap=not_available:14466; review_reasons=screfmapping_not_available.
infection_study_06	T_NK_lineage	1	25257	low	3	screfmapping_not_available	accept	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.857461772973829	3.3109677317179393	2.4469660443626484	CD4 Naive / T Central Memory:22824; CD4 T Effector Memory:1149; CD8 Naive / T Central Memory:892; Treg:329; CD8 Cytotoxic / T Effector Memory:28	CD4 Naive / T Central Memory:20445; CD4 T Effector Memory:2501; CD8 Naive / T Central Memory:1041; Treg:851; not_available:373	not_available:25257	Study=infection_study_06; lineage=T_NK_lineage; cluster=1; cells=25257; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=CD4 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.857; best_total_score=3.311; score_margin=2.447; CellTypist=CD4 Naive / T Central Memory:22824; CD4 T Effector Memory:1149; CD8 Naive / T Central Memory:892; Treg:329; CD8 Cytotoxic / T Effector Memory:28; PanHuman=CD4 Naive / T Central Memory:20445; CD4 T Effector Memory:2501; CD8 Naive / T Central Memory:1041; Treg:851; not_available:373; scRefMap=not_available:25257; review_reasons=screfmapping_not_available.
infection_study_06	T_NK_lineage	10	7828	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.5322253449156873	2.3151091128631007	0.5475331036653492	CD4 Naive / T Central Memory:3889; CD4 T Effector Memory:2695; Treg:522; CD8 Cytotoxic / T Effector Memory:409; CD8 Naive / T Central Memory:137	CD4 T Effector Memory:4541; CD4 Naive / T Central Memory:944; Treg:901; CD8 Cytotoxic / T Effector Memory:539; not_available:408	not_available:7828	Study=infection_study_06; lineage=T_NK_lineage; cluster=10; cells=7828; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.532; best_total_score=2.315; score_margin=0.548; CellTypist=CD4 Naive / T Central Memory:3889; CD4 T Effector Memory:2695; Treg:522; CD8 Cytotoxic / T Effector Memory:409; CD8 Naive / T Central Memory:137; PanHuman=CD4 T Effector Memory:4541; CD4 Naive / T Central Memory:944; Treg:901; CD8 Cytotoxic / T Effector Memory:539; not_available:408; scRefMap=not_available:7828; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	11	7075	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8202388692579505	2.9861628268551237	1.9850108833922262	NK Cell:6006; CD8 Cytotoxic / T Effector Memory:865; Classical Monocyte:115; Treg:35; gdT Cell:30	NK Cell:3985; Lymphoid Cell:1234; not_available:737; CD8 Cytotoxic / T Effector Memory:709; gdT Cell:362	not_available:7075	Study=infection_study_06; lineage=T_NK_lineage; cluster=11; cells=7075; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.820; best_total_score=2.986; score_margin=1.985; CellTypist=NK Cell:6006; CD8 Cytotoxic / T Effector Memory:865; Classical Monocyte:115; Treg:35; gdT Cell:30; PanHuman=NK Cell:3985; Lymphoid Cell:1234; not_available:737; CD8 Cytotoxic / T Effector Memory:709; gdT Cell:362; scRefMap=not_available:7075; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	12	24369	low	3	screfmapping_not_available	accept	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.7926913291476876	3.3278712708769342	2.725154704747836	CD8 Naive / T Central Memory:20797; CD4 Naive / T Central Memory:1730; CD4 T Effector Memory:1579; CD8 Cytotoxic / T Effector Memory:211; Treg:21	CD8 Naive / T Central Memory:22318; CD4 T Effector Memory:998; not_available:523; CD8 Cytotoxic / T Effector Memory:294; CD4 Naive / T Central Memory:177	not_available:24369	Study=infection_study_06; lineage=T_NK_lineage; cluster=12; cells=24369; final=CD8 Naive / T Central Memory; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.793; best_total_score=3.328; score_margin=2.725; CellTypist=CD8 Naive / T Central Memory:20797; CD4 Naive / T Central Memory:1730; CD4 T Effector Memory:1579; CD8 Cytotoxic / T Effector Memory:211; Treg:21; PanHuman=CD8 Naive / T Central Memory:22318; CD4 T Effector Memory:998; not_available:523; CD8 Cytotoxic / T Effector Memory:294; CD4 Naive / T Central Memory:177; scRefMap=not_available:24369; review_reasons=screfmapping_not_available.
infection_study_06	T_NK_lineage	13	32373	low	3	screfmapping_not_available	accept	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.847519445216693	3.3350924226979273	2.4822111636240076	CD4 Naive / T Central Memory:29059; CD4 T Effector Memory:2246; CD8 Naive / T Central Memory:725; Treg:276; CD8 Cytotoxic / T Effector Memory:39	CD4 Naive / T Central Memory:25942; CD4 T Effector Memory:3860; Treg:1060; CD8 Naive / T Central Memory:813; not_available:637	not_available:32373	Study=infection_study_06; lineage=T_NK_lineage; cluster=13; cells=32373; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=CD4 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.848; best_total_score=3.335; score_margin=2.482; CellTypist=CD4 Naive / T Central Memory:29059; CD4 T Effector Memory:2246; CD8 Naive / T Central Memory:725; Treg:276; CD8 Cytotoxic / T Effector Memory:39; PanHuman=CD4 Naive / T Central Memory:25942; CD4 T Effector Memory:3860; Treg:1060; CD8 Naive / T Central Memory:813; not_available:637; scRefMap=not_available:32373; review_reasons=screfmapping_not_available.
infection_study_06	T_NK_lineage	14	11232	high	7	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NKT Cell	NKT Cell	raw_marker_winner	0.8838612891737891	3.0699704415954416	2.009112624643875	NK Cell:9950; CD8 Cytotoxic / T Effector Memory:1274; MAIT Cell:6; Classical Monocyte:1; CD4 T Effector Memory:1	NK Cell:8578; CD8 Cytotoxic / T Effector Memory:1595; not_available:637; gdT Cell:326; Lymphoid Cell:95	not_available:11232	Study=infection_study_06; lineage=T_NK_lineage; cluster=14; cells=11232; final=NK Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.884; best_total_score=3.070; score_margin=2.009; CellTypist=NK Cell:9950; CD8 Cytotoxic / T Effector Memory:1274; MAIT Cell:6; Classical Monocyte:1; CD4 T Effector Memory:1; PanHuman=NK Cell:8578; CD8 Cytotoxic / T Effector Memory:1595; not_available:637; gdT Cell:326; Lymphoid Cell:95; scRefMap=not_available:11232; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	15	40632	low	3	screfmapping_not_available	accept	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	raw_marker_winner	0.835273282142154	3.3684048040952943	2.515956487497539	CD4 Naive / T Central Memory:38211; CD4 T Effector Memory:1227; CD8 Naive / T Central Memory:807; Treg:308; CD8 Cytotoxic / T Effector Memory:29	CD4 Naive / T Central Memory:36689; CD4 T Effector Memory:1212; Treg:1103; CD8 Naive / T Central Memory:1056; not_available:490	not_available:40632	Study=infection_study_06; lineage=T_NK_lineage; cluster=15; cells=40632; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=CD4 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.835; best_total_score=3.368; score_margin=2.516; CellTypist=CD4 Naive / T Central Memory:38211; CD4 T Effector Memory:1227; CD8 Naive / T Central Memory:807; Treg:308; CD8 Cytotoxic / T Effector Memory:29; PanHuman=CD4 Naive / T Central Memory:36689; CD4 T Effector Memory:1212; Treg:1103; CD8 Naive / T Central Memory:1056; not_available:490; scRefMap=not_available:40632; review_reasons=screfmapping_not_available.
infection_study_06	T_NK_lineage	16	9471	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.7752666033153839	2.885876359412945	1.8017036215816704	CD8 Cytotoxic / T Effector Memory:7257; NK Cell:2125; MAIT Cell:31; gdT Cell:26; Classical Monocyte:17	CD8 Cytotoxic / T Effector Memory:7077; gdT Cell:1199; NK Cell:622; not_available:480; Lymphoid Cell:83	not_available:9471	Study=infection_study_06; lineage=T_NK_lineage; cluster=16; cells=9471; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.775; best_total_score=2.886; score_margin=1.802; CellTypist=CD8 Cytotoxic / T Effector Memory:7257; NK Cell:2125; MAIT Cell:31; gdT Cell:26; Classical Monocyte:17; PanHuman=CD8 Cytotoxic / T Effector Memory:7077; gdT Cell:1199; NK Cell:622; not_available:480; Lymphoid Cell:83; scRefMap=not_available:9471; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	17	10196	low	3	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6679104550804238	2.097431836014123	0.5799622400941544	MAIT Cell:3501; CD8 Cytotoxic / T Effector Memory:3401; CD4 T Effector Memory:2514; CD8 Naive / T Central Memory:395; CD4 Naive / T Central Memory:224	CD8 Cytotoxic / T Effector Memory:4740; MAIT Cell:3620; gdT Cell:762; CD4 T Effector Memory:555; not_available:417	not_available:10196	Study=infection_study_06; lineage=T_NK_lineage; cluster=17; cells=10196; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.668; best_total_score=2.097; score_margin=0.580; CellTypist=MAIT Cell:3501; CD8 Cytotoxic / T Effector Memory:3401; CD4 T Effector Memory:2514; CD8 Naive / T Central Memory:395; CD4 Naive / T Central Memory:224; PanHuman=CD8 Cytotoxic / T Effector Memory:4740; MAIT Cell:3620; gdT Cell:762; CD4 T Effector Memory:555; not_available:417; scRefMap=not_available:10196; review_reasons=screfmapping_not_available.
infection_study_06	T_NK_lineage	18	15014	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	CD4 Naive / T Central Memory	NKT Cell	source_supported_marker_tiebreak	0.7875945783934994	2.9964573731184228	2.021007792726788	CD4 Naive / T Central Memory:10341; CD4 T Effector Memory:3109; CD8 Naive / T Central Memory:787; Treg:673; CD8 Cytotoxic / T Effector Memory:86	CD4 Naive / T Central Memory:7693; CD4 T Effector Memory:4942; Treg:1099; CD8 Naive / T Central Memory:785; not_available:348	not_available:15014	Study=infection_study_06; lineage=T_NK_lineage; cluster=18; cells=15014; final=CD4 Naive / T Central Memory; marker_assignment=CD4 Naive / T Central Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.788; best_total_score=2.996; score_margin=2.021; CellTypist=CD4 Naive / T Central Memory:10341; CD4 T Effector Memory:3109; CD8 Naive / T Central Memory:787; Treg:673; CD8 Cytotoxic / T Effector Memory:86; PanHuman=CD4 Naive / T Central Memory:7693; CD4 T Effector Memory:4942; Treg:1099; CD8 Naive / T Central Memory:785; not_available:348; scRefMap=not_available:15014; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	19	12958	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.629642305911406	3.162550162062047	2.4841406852909405	CD8 Cytotoxic / T Effector Memory:12462; NK Cell:289; MAIT Cell:108; CD4 T Effector Memory:45; CD4 Naive / T Central Memory:23	CD8 Cytotoxic / T Effector Memory:11913; gdT Cell:531; not_available:279; NK Cell:135; Lymphoid Cell:55	not_available:12958	Study=infection_study_06; lineage=T_NK_lineage; cluster=19; cells=12958; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.630; best_total_score=3.163; score_margin=2.484; CellTypist=CD8 Cytotoxic / T Effector Memory:12462; NK Cell:289; MAIT Cell:108; CD4 T Effector Memory:45; CD4 Naive / T Central Memory:23; PanHuman=CD8 Cytotoxic / T Effector Memory:11913; gdT Cell:531; not_available:279; NK Cell:135; Lymphoid Cell:55; scRefMap=not_available:12958; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	2	8041	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.8539422957343614	3.261879119512499	2.4079368237781376	NK Cell:7918; CD8 Cytotoxic / T Effector Memory:103; Treg:13; Classical Monocyte:6; CD4 T Effector Memory:1	NK Cell:7297; Lymphoid Cell:429; not_available:177; CD8 Cytotoxic / T Effector Memory:71; gdT Cell:61	not_available:8041	Study=infection_study_06; lineage=T_NK_lineage; cluster=2; cells=8041; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.854; best_total_score=3.262; score_margin=2.408; CellTypist=NK Cell:7918; CD8 Cytotoxic / T Effector Memory:103; Treg:13; Classical Monocyte:6; CD4 T Effector Memory:1; PanHuman=NK Cell:7297; Lymphoid Cell:429; not_available:177; CD8 Cytotoxic / T Effector Memory:71; gdT Cell:61; scRefMap=not_available:8041; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_06	T_NK_lineage	20	5005	high	7	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	Treg	NKT Cell	NKT Cell	raw_marker_winner	0.8383926073926073	1.9278981018981018	0.673438397795525	Treg:2777; CD4 T Effector Memory:873; NK Cell:650; CD8 Cytotoxic / T Effector Memory:538; Blood Cell:75	Lymphoid Cell:4475; not_available:175; Treg:167; CD4 T Effector Memory:128; CD8 Cytotoxic / T Effector Memory:51	not_available:5005	Study=infection_study_06; lineage=T_NK_lineage; cluster=20; cells=5005; final=Treg; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.838; best_total_score=1.928; score_margin=0.673; CellTypist=Treg:2777; CD4 T Effector Memory:873; NK Cell:650; CD8 Cytotoxic / T Effector Memory:538; Blood Cell:75; PanHuman=Lymphoid Cell:4475; not_available:175; Treg:167; CD4 T Effector Memory:128; CD8 Cytotoxic / T Effector Memory:51; scRefMap=not_available:5005; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
