study	lineage	cluster	n_cells	review_priority	priority_score	review_reasons	suggested_action	final_label	marker_assignment	raw_marker_winner	assignment_reason	marker_score	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	llm_review_packet
infection_study_07	B_lineage	7	36	medium	6	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available	check_if_finer_official_label_is_supported	B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.8175925925925926	0.8175925925925926	0.5219444444444445	not_available:36	not_available:36	not_available:36	Study=infection_study_07; lineage=B_lineage; cluster=7; cells=36; final=B Cell; marker_assignment=Memory B Cell; raw_marker_winner=Memory B Cell; assignment_reason=raw_marker_winner; marker_score=0.818; best_total_score=0.818; score_margin=0.522; CellTypist=not_available:36; PanHuman=not_available:36; scRefMap=not_available:36; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available.
infection_study_07	B_lineage	8	35	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	check_if_finer_official_label_is_supported	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.8346864248600547	0.8346864248600547	0.1933593680822382	not_available:35	not_available:35	not_available:35	Study=infection_study_07; lineage=B_lineage; cluster=8; cells=35; final=B Cell; marker_assignment=Plasma Cell; raw_marker_winner=Plasma Cell; assignment_reason=raw_marker_winner; marker_score=0.835; best_total_score=0.835; score_margin=0.193; CellTypist=not_available:35; PanHuman=not_available:35; scRefMap=not_available:35; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_07	B_lineage	9	31	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.7182795698924731	0.7182795698924731	0.019695841392974978	not_available:31	not_available:31	not_available:31	Study=infection_study_07; lineage=B_lineage; cluster=9; cells=31; final=B Cell; marker_assignment=Plasma Cell; raw_marker_winner=Plasma Cell; assignment_reason=raw_marker_winner; marker_score=0.718; best_total_score=0.718; score_margin=0.020; CellTypist=not_available:31; PanHuman=not_available:31; scRefMap=not_available:31; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	0	189	medium	6	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available	check_if_finer_official_label_is_supported	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.9562698412698413	0.9562698412698413	0.5084391534391535	not_available:189	not_available:189	not_available:189	Study=infection_study_07; lineage=T_NK_lineage; cluster=0; cells=189; final=T Cell; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.956; best_total_score=0.956; score_margin=0.508; CellTypist=not_available:189; PanHuman=not_available:189; scRefMap=not_available:189; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available.
infection_study_07	T_NK_lineage	1	163	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.7114110429447853	0.7114110429447853	0.11892051011727789	not_available:163	not_available:163	not_available:163	Study=infection_study_07; lineage=T_NK_lineage; cluster=1; cells=163; final=T Cell; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.711; best_total_score=0.711; score_margin=0.119; CellTypist=not_available:163; PanHuman=not_available:163; scRefMap=not_available:163; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	10	91	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6013186813186813	0.6013186813186813	0.06291208791208791	not_available:91	not_available:91	not_available:91	Study=infection_study_07; lineage=T_NK_lineage; cluster=10; cells=91; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.601; best_total_score=0.601; score_margin=0.063; CellTypist=not_available:91; PanHuman=not_available:91; scRefMap=not_available:91; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	11	84	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6815476190476191	0.6815476190476191	0.12976190476190474	not_available:84	not_available:84	not_available:84	Study=infection_study_07; lineage=T_NK_lineage; cluster=11; cells=84; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.682; best_total_score=0.682; score_margin=0.130; CellTypist=not_available:84; PanHuman=not_available:84; scRefMap=not_available:84; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	12	65	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.5520605780723296	0.5520605780723296	0.028252885764637248	not_available:65	not_available:65	not_available:65	Study=infection_study_07; lineage=T_NK_lineage; cluster=12; cells=65; final=T Cell; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.552; best_total_score=0.552; score_margin=0.028; CellTypist=not_available:65; PanHuman=not_available:65; scRefMap=not_available:65; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	13	58	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.7362068965517241	0.7362068965517241	0.18491379310344824	not_available:58	not_available:58	not_available:58	Study=infection_study_07; lineage=T_NK_lineage; cluster=13; cells=58; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.736; best_total_score=0.736; score_margin=0.185; CellTypist=not_available:58; PanHuman=not_available:58; scRefMap=not_available:58; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	14	57	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.5533333333333333	0.5533333333333333	0.009122807017543866	not_available:57	not_available:57	not_available:57	Study=infection_study_07; lineage=T_NK_lineage; cluster=14; cells=57; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.553; best_total_score=0.553; score_margin=0.009; CellTypist=not_available:57; PanHuman=not_available:57; scRefMap=not_available:57; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	15	50	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6654	0.6654	0.13349999999999995	not_available:50	not_available:50	not_available:50	Study=infection_study_07; lineage=T_NK_lineage; cluster=15; cells=50; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.665; best_total_score=0.665; score_margin=0.133; CellTypist=not_available:50; PanHuman=not_available:50; scRefMap=not_available:50; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	16	44	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6061363636363637	0.6061363636363637	0.0420454545454545	not_available:44	not_available:44	not_available:44	Study=infection_study_07; lineage=T_NK_lineage; cluster=16; cells=44; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.606; best_total_score=0.606; score_margin=0.042; CellTypist=not_available:44; PanHuman=not_available:44; scRefMap=not_available:44; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	17	32	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.53640625	0.53640625	0.11835937499999993	not_available:32	not_available:32	not_available:32	Study=infection_study_07; lineage=T_NK_lineage; cluster=17; cells=32; final=T Cell; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.536; best_total_score=0.536; score_margin=0.118; CellTypist=not_available:32; PanHuman=not_available:32; scRefMap=not_available:32; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	18	17	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	Treg	Treg	raw_marker_winner	0.4697123716049657	0.4697123716049657	0.08250657595919153	not_available:17	not_available:17	not_available:17	Study=infection_study_07; lineage=T_NK_lineage; cluster=18; cells=17; final=T Cell; marker_assignment=Treg; raw_marker_winner=Treg; assignment_reason=raw_marker_winner; marker_score=0.470; best_total_score=0.470; score_margin=0.083; CellTypist=not_available:17; PanHuman=not_available:17; scRefMap=not_available:17; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	2	155	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.5975483870967742	0.5975483870967742	0.029354838709677367	not_available:155	not_available:155	not_available:155	Study=infection_study_07; lineage=T_NK_lineage; cluster=2; cells=155; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.598; best_total_score=0.598; score_margin=0.029; CellTypist=not_available:155; PanHuman=not_available:155; scRefMap=not_available:155; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	3	152	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	CD4 T Effector Memory	CD4 T Effector Memory	raw_marker_winner	0.4418421052631579	0.4418421052631579	0.052304654129713135	not_available:152	not_available:152	not_available:152	Study=infection_study_07; lineage=T_NK_lineage; cluster=3; cells=152; final=T Cell; marker_assignment=CD4 T Effector Memory; raw_marker_winner=CD4 T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.442; best_total_score=0.442; score_margin=0.052; CellTypist=not_available:152; PanHuman=not_available:152; scRefMap=not_available:152; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	4	120	medium	6	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available	check_if_finer_official_label_is_supported	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.94175	0.94175	0.54175	not_available:120	not_available:120	not_available:120	Study=infection_study_07; lineage=T_NK_lineage; cluster=4; cells=120; final=T Cell; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.942; best_total_score=0.942; score_margin=0.542; CellTypist=not_available:120; PanHuman=not_available:120; scRefMap=not_available:120; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available.
infection_study_07	T_NK_lineage	5	112	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.6317051719325834	0.6317051719325834	0.22980785050401198	not_available:112	not_available:112	not_available:112	Study=infection_study_07; lineage=T_NK_lineage; cluster=5; cells=112; final=T Cell; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.632; best_total_score=0.632; score_margin=0.230; CellTypist=not_available:112; PanHuman=not_available:112; scRefMap=not_available:112; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	6	111	medium	6	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available	check_if_finer_official_label_is_supported	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.9481531531531532	0.9481531531531532	0.38101801801801793	not_available:111	not_available:111	not_available:111	Study=infection_study_07; lineage=T_NK_lineage; cluster=6; cells=111; final=T Cell; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.948; best_total_score=0.948; score_margin=0.381; CellTypist=not_available:111; PanHuman=not_available:111; scRefMap=not_available:111; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available.
infection_study_07	T_NK_lineage	7	108	high	10	parent_or_broad_final_label;marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6394444444444445	0.6394444444444445	0.04745370370370372	not_available:108	not_available:108	not_available:108	Study=infection_study_07; lineage=T_NK_lineage; cluster=7; cells=108; final=T Cell; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.639; best_total_score=0.639; score_margin=0.047; CellTypist=not_available:108; PanHuman=not_available:108; scRefMap=not_available:108; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	T_NK_lineage	8	103	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6139320388349514	0.6139320388349514	0.06490291262135917	not_available:103	not_available:103	not_available:103	Study=infection_study_07; lineage=T_NK_lineage; cluster=8; cells=103; final=T Cell; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.614; best_total_score=0.614; score_margin=0.065; CellTypist=not_available:103; PanHuman=not_available:103; scRefMap=not_available:103; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
