study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
infection_study_07	B_lineage	3	48	B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.915	1.0	0.085	0.085	0.0	0.915	0.3811111111111112	not_available:48	not_available:48	not_available:48	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	B_lineage	4	47	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.7403546099290781	1.0	0.25964539007092197	0.1926241134751773	0.06702127659574467	0.7403546099290781	0.26342892036542587	not_available:47	not_available:47	not_available:47	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	B_lineage	5	40	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.7142499999999999	1.0	0.28575000000000006	0.16200000000000003	0.12375	0.7142499999999999	0.17826651243252256	not_available:40	not_available:40	not_available:40	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	B_lineage	6	39	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.6004273504273504	1.0	0.3995726495726496	0.2264957264957265	0.17307692307692307	0.6004273504273504	0.163099106927657	not_available:39	not_available:39	not_available:39	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	B_lineage	7	36	B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.8175925925925926	1.0	0.1824074074074074	0.1824074074074074	0.0	0.8175925925925926	0.5219444444444445	not_available:36	not_available:36	not_available:36	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	B_lineage	8	35	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.8346864248600547	0.9891626153362452	0.15447619047619046	0.025904761904761903	0.12857142857142856	0.8346864248600547	0.1933593680822382	not_available:35	not_available:35	not_available:35	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	B_lineage	9	31	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.7182795698924731	1.0	0.2817204301075269	0.1655913978494624	0.11612903225806451	0.7182795698924731	0.019695841392974978	not_available:31	not_available:31	not_available:31	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	0	189	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.9562698412698413	1.0	0.04373015873015873	0.04373015873015873	0.0	0.9562698412698413	0.5084391534391535	not_available:189	not_available:189	not_available:189	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	1	163	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.7114110429447853	1.0	0.2885889570552147	0.037361963190184054	0.25122699386503067	0.7114110429447853	0.11892051011727789	not_available:163	not_available:163	not_available:163	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	10	91	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6013186813186813	1.0	0.3986813186813187	0.03769230769230769	0.360989010989011	0.6013186813186813	0.06291208791208791	not_available:91	not_available:91	not_available:91	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	11	84	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6815476190476191	1.0	0.318452380952381	0.029166666666666667	0.2892857142857143	0.6815476190476191	0.12976190476190474	not_available:84	not_available:84	not_available:84	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	12	65	T Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.5520605780723296	0.9509836549954065	0.39892307692307694	0.2050769230769231	0.19384615384615386	0.5520605780723296	0.028252885764637248	not_available:65	not_available:65	not_available:65	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	13	58	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.7362068965517241	1.0	0.26379310344827583	0.0	0.26379310344827583	0.7362068965517241	0.18491379310344824	not_available:58	not_available:58	not_available:58	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	14	57	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.5533333333333333	1.0	0.44666666666666666	0.13087719298245612	0.3157894736842105	0.5533333333333333	0.009122807017543866	not_available:57	not_available:57	not_available:57	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	15	50	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6654	1.0	0.3346	0.0196	0.315	0.6654	0.13349999999999995	not_available:50	not_available:50	not_available:50	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	16	44	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6061363636363637	1.0	0.3938636363636363	0.035909090909090904	0.3579545454545454	0.6061363636363637	0.0420454545454545	not_available:44	not_available:44	not_available:44	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	17	32	T Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.53640625	1.0	0.46359374999999997	0.14953125	0.31406249999999997	0.53640625	0.11835937499999993	not_available:32	not_available:32	not_available:32	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	18	17	T Cell	Treg	Treg	raw_marker_winner	0.4697123716049657	0.8765751167030049	0.4068627450980392	0.30980392156862746	0.09705882352941175	0.4697123716049657	0.08250657595919153	not_available:17	not_available:17	not_available:17	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	2	155	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.5975483870967742	1.0	0.4024516129032258	0.022129032258064518	0.3803225806451613	0.5975483870967742	0.029354838709677367	not_available:155	not_available:155	not_available:155	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	3	152	T Cell	CD4 T Effector Memory	CD4 T Effector Memory	raw_marker_winner	0.4418421052631579	1.0	0.5581578947368421	0.24088815789473683	0.31726973684210524	0.4418421052631579	0.052304654129713135	not_available:152	not_available:152	not_available:152	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	4	120	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.94175	1.0	0.05825	0.05075	0.0075	0.94175	0.54175	not_available:120	not_available:120	not_available:120	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	5	112	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.6317051719325834	0.8837141005040119	0.25200892857142854	0.21183035714285714	0.040178571428571425	0.6317051719325834	0.22980785050401198	not_available:112	not_available:112	not_available:112	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	6	111	T Cell	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.9481531531531532	1.0	0.051846846846846845	0.03968468468468468	0.012162162162162163	0.9481531531531532	0.38101801801801793	not_available:111	not_available:111	not_available:111	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	7	108	T Cell	NKT Cell	NKT Cell	raw_marker_winner	0.6394444444444445	1.0	0.3605555555555555	0.027222222222222224	0.3333333333333333	0.6394444444444445	0.04745370370370372	not_available:108	not_available:108	not_available:108	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	8	103	T Cell	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6139320388349514	1.0	0.3860679611650486	0.14941747572815536	0.2366504854368932	0.6139320388349514	0.06490291262135917	not_available:103	not_available:103	not_available:103	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	T_NK_lineage	9	92	T Cell	NK Cell	NK Cell	raw_marker_winner	0.6643269644452466	0.9910298629959713	0.32670289855072465	0.24355072463768118	0.08315217391304347	0.6643269644452466	0.029095117472810572	not_available:92	not_available:92	not_available:92	marker_final_disagreement;screfmapping_missing_for_scope
infection_study_07	Myeloid_lineage	0	172	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.4701937984496124	1.0	0.5298062015503876	0.12166666666666666	0.4081395348837209	0.4701937984496124	0.0227131782945737	not_available:172	not_available:172	not_available:172	marker_final_disagreement
infection_study_07	Myeloid_lineage	1	151	Myeloid Cell	Conventional DC 2	Conventional DC 2	raw_marker_winner	0.5559381898454746	0.6477924944812362	0.0918543046357616	0.04218543046357616	0.049668874172185434	0.5559381898454746	0.04554083885209714	not_available:151	not_available:151	not_available:151	marker_final_disagreement
infection_study_07	Myeloid_lineage	10	76	Myeloid Cell	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.9842105263157894	1.0	0.015789473684210527	0.015789473684210527	0.0	0.9842105263157894	0.09440789473684208	not_available:76	not_available:76	not_available:76	marker_final_disagreement
infection_study_07	Myeloid_lineage	11	58	Myeloid Cell	Conventional DC 2	Conventional DC 2	raw_marker_winner	0.5232471264367816	0.5764367816091954	0.053189655172413794	0.033793103448275866	0.01939655172413793	0.5232471264367816	0.003218390804597626	not_available:58	not_available:58	not_available:58	marker_final_disagreement
infection_study_07	Myeloid_lineage	12	55	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.4688787878787879	1.0	0.5311212121212121	0.09066666666666667	0.44045454545454543	0.4688787878787879	0.06887878787878787	not_available:55	not_available:55	not_available:55	marker_final_disagreement
infection_study_07	Myeloid_lineage	13	49	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.4480612244897959	1.0	0.5519387755102041	0.1310204081632653	0.42091836734693877	0.4480612244897959	0.03989795918367345	not_available:49	not_available:49	not_available:49	marker_final_disagreement
infection_study_07	Myeloid_lineage	14	18	Myeloid Cell	Neutrophil	Neutrophil	raw_marker_winner	0.8055555555555556	0.8055555555555556	0.0	0.0	0.0	0.8055555555555556	0.17638888888888893	not_available:18	not_available:18	not_available:18	marker_final_disagreement
infection_study_07	Myeloid_lineage	15	17	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.5941176470588235	1.0	0.40588235294117647	0.0	0.40588235294117647	0.5941176470588235	0.049509803921568674	not_available:17	not_available:17	not_available:17	marker_final_disagreement
infection_study_07	Myeloid_lineage	2	145	Myeloid Cell	Conventional DC 1	Conventional DC 1	raw_marker_winner	0.616551724137931	0.8844827586206897	0.2679310344827586	0.05379310344827586	0.21413793103448275	0.616551724137931	0.04337931034482756	not_available:145	not_available:145	not_available:145	marker_final_disagreement
infection_study_07	Myeloid_lineage	3	137	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.5096593673965937	1.0	0.4903406326034063	0.05347931873479318	0.43686131386861315	0.5096593673965937	0.003929440389294325	not_available:137	not_available:137	not_available:137	marker_final_disagreement
infection_study_07	Myeloid_lineage	4	116	Myeloid Cell	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.9534482758620689	1.0	0.04655172413793104	0.04655172413793104	0.0	0.9534482758620689	0.07347701149425279	not_available:116	not_available:116	not_available:116	marker_final_disagreement
infection_study_07	Myeloid_lineage	5	114	Myeloid Cell	Conventional DC 2	Conventional DC 2	raw_marker_winner	0.5869298245614034	0.6842105263157894	0.09728070175438597	0.047280701754385965	0.049999999999999996	0.5869298245614034	0.03461988304093555	not_available:114	not_available:114	not_available:114	marker_final_disagreement
infection_study_07	Myeloid_lineage	6	106	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.5059276729559748	1.0	0.49407232704402515	0.12968553459119497	0.3643867924528302	0.5059276729559748	0.016808176100628958	not_available:106	not_available:106	not_available:106	marker_final_disagreement
infection_study_07	Myeloid_lineage	7	100	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.48465	1.0	0.51535	0.1186	0.39675	0.48465	0.014650000000000052	not_available:100	not_available:100	not_available:100	marker_final_disagreement
infection_study_07	Myeloid_lineage	8	97	Myeloid Cell	Plasmacytoid DC	Plasmacytoid DC	raw_marker_winner	0.5833333333333334	0.9716494845360825	0.3883161512027491	0.13161512027491407	0.256701030927835	0.5833333333333334	0.03221649484536082	not_available:97	not_available:97	not_available:97	marker_final_disagreement
infection_study_07	Myeloid_lineage	9	89	Myeloid Cell	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.6856741573033708	1.0	0.3143258426966292	0.3101123595505618	0.004213483146067416	0.6856741573033708	0.19436329588014978	not_available:89	not_available:89	not_available:89	marker_final_disagreement
