study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
infection_study_04	Myeloid/DC	Myeloid_lineage:2	1050	Classical Monocyte	True	Classical Monocyte	2.2513564902827263	0.7504185205235704	1.500937969759156	0.8797838554161812	0.25047619047619046	0.6627210884353741	4.639047619047619	1.0	cluster_consensus_marker_source_support	Classical Monocyte:948; Non-Classical Monocyte:64; CD4 Naive / T Central Memory:35; Myeloid Cell:2	Classical Monocyte:1005; Non-Classical Monocyte:44; RBC:1	Classical Monocyte:1005; Non-Classical Monocyte:44; RBC:1	Classical Monocyte:916; Intermediate Monocyte:107; Blood Cell:18; Neutrophil:4	Monocyte:1024; Blood Cell:16; Granulocyte:4; DC:4	Classical Monocyte:997; Non-Classical Monocyte:50; Platelet:2; RBC:1	not_available:1050	1374.0	2328.5	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:4	1030	Classical Monocyte	True	Classical Monocyte	2.338575441436554	0.8018497682549	1.536725673181654	0.8924532181780793	0.270873786407767	0.6940360610263521	4.858252427184466	1.0	cluster_consensus_marker_source_support	Classical Monocyte:992; CD4 Naive / T Central Memory:24; Non-Classical Monocyte:10; Myeloid Cell:2	Classical Monocyte:1004; RBC:20; Non-Classical Monocyte:6	Classical Monocyte:1004; RBC:20; Non-Classical Monocyte:6	Classical Monocyte:982; Blood Cell:24; Neutrophil:12; Intermediate Monocyte:8	Monocyte:992; Blood Cell:24; Granulocyte:12; DC:2	Classical Monocyte:1022; Non-Classical Monocyte:6; Blood Cell:1; Platelet:1	not_available:1030	1216.5	2250.0	0.0
infection_study_04	T/NK	T_NK_lineage:9	1013	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.0659479149076745	0.8742187437696712	1.1917291711380034	0.8952407064683437	0.1441263573543929	0.6025948385277111	4.218163869693979	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:898; Treg:78; CD4 T Effector Memory:13; CD8 Naive / T Central Memory:7	CD4 Naive / T Central Memory:955; CD8 Naive / T Central Memory:29; Treg:15; CD8 Cytotoxic / T Effector Memory:10	Blood Cell:903; CD4 Naive / T Central Memory:66; CD8 Naive / T Central Memory:24; Treg:20	CD4 Naive / T Central Memory:512; CD4 T Effector Memory:204; Blood Cell:157; Treg:99	T Cell:889; Blood Cell:119; Lymphoid Cell:3; NK Cell:2	CD4 Naive / T Central Memory:981; CD8 Cytotoxic / T Effector Memory:29; NK Cell:3	CD4 Naive / T Central Memory:861; not_available:101; Treg:31; CD4 T Effector Memory:20	913.0	1933.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:3	958	Classical Monocyte	True	Classical Monocyte	2.099312918678011	0.7574192553876606	1.3418936632903502	0.8386341307377705	0.18789144050104384	0.6285416045332538	4.3997912317327765	1.0	cluster_consensus_marker_source_support	Classical Monocyte:831; CD4 Naive / T Central Memory:90; Non-Classical Monocyte:30; Blood Cell:3	Classical Monocyte:850; RBC:75; Non-Classical Monocyte:31; Conventional DC 1:1	Classical Monocyte:850; RBC:75; Non-Classical Monocyte:31; Conventional DC 1:1	Classical Monocyte:812; Blood Cell:72; Intermediate Monocyte:47; Non-Classical Monocyte:11	Monocyte:870; Blood Cell:72; Granulocyte:10; DC:6	Classical Monocyte:872; Non-Classical Monocyte:44; Blood Cell:39; Conventional DC 2:3	not_available:958	766.5	1755.5	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:5	941	Non-Classical Monocyte	True	Non-Classical Monocyte	2.6579261096694013	0.6344958372227327	2.0234302724466686	0.9855370484611694	0.7555791710945803	0.613936541672992	4.297555791710946	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:845; Classical Monocyte:55; CD4 Naive / T Central Memory:31; Myeloid Cell:4	Non-Classical Monocyte:843; Classical Monocyte:96; Conventional DC 2:2	Non-Classical Monocyte:843; Classical Monocyte:96; Blood Cell:2	Non-Classical Monocyte:645; Intermediate Monocyte:219; Classical Monocyte:44; Blood Cell:30	Monocyte:908; Blood Cell:30; DC:3	Non-Classical Monocyte:868; Classical Monocyte:69; Blood Cell:2; Conventional DC 2:2	not_available:941	1210.0	2186.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:1	940	Classical Monocyte	True	Classical Monocyte	1.8451284777367967	0.5782347538356438	1.2668937239011528	0.820355518998332	0.16063829787234044	0.5148936170212766	3.6042553191489364	1.0	cluster_consensus_marker_source_support	Classical Monocyte:634; Non-Classical Monocyte:112; CD4 Naive / T Central Memory:84; CD8 Cytotoxic / T Effector Memory:34	Classical Monocyte:782; Non-Classical Monocyte:109; RBC:13; Conventional DC 2:13	Classical Monocyte:785; Non-Classical Monocyte:110; Blood Cell:23; RBC:13	Classical Monocyte:525; Blood Cell:139; Intermediate Monocyte:115; Non-Classical Monocyte:91	Monocyte:731; Blood Cell:134; Granulocyte:36; DC:34	Classical Monocyte:662; Non-Classical Monocyte:124; Blood Cell:116; Conventional DC 2:27	not_available:940	1225.5	2152.5	0.0
infection_study_04	T/NK	T_NK_lineage:10	845	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.2327396705226157	1.0267759987999157	1.2059636717227	0.9022551237233533	0.18224852071005918	0.6710059171597633	4.697041420118343	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:802; Treg:21; CD8 Naive / T Central Memory:11; CD8 Cytotoxic / T Effector Memory:8	CD4 Naive / T Central Memory:719; CD8 Naive / T Central Memory:75; Treg:28; CD8 Cytotoxic / T Effector Memory:16	Blood Cell:467; CD4 Naive / T Central Memory:291; CD8 Naive / T Central Memory:57; Treg:30	CD4 Naive / T Central Memory:638; CD4 T Effector Memory:62; Blood Cell:49; Treg:46	T Cell:798; Blood Cell:46; NK Cell:1	CD4 Naive / T Central Memory:815; CD8 Cytotoxic / T Effector Memory:27; MAIT Cell:2; Platelet:1	CD4 Naive / T Central Memory:704; not_available:96; Treg:29; CD4 T Effector Memory:16	783.0	1611.0	0.0
infection_study_04	B	B_lineage:0	802	Naive B Cell	True	Naive B Cell	2.3124826150305324	0.28239248827199065	2.030090126758542	0.9851714762263806	0.5698254364089775	0.5105094406840042	3.57356608478803	1.0	cluster_consensus_marker_source_support	Naive B Cell:636; B Cell:65; Blood Cell:35; CD4 Naive / T Central Memory:31	Naive B Cell:677; B Cell:124; Memory B Cell:1	Blood Cell:802	Naive B Cell:757; Memory B Cell:23; Blood Cell:19; B Cell:3	B Cell:781; Blood Cell:21	B Cell:802	Naive B Cell:796; Memory B Cell:6	841.0	1703.0	0.0
infection_study_04	T/NK	T_NK_lineage:11	755	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.438763979782074	1.2420037932442587	0.19676018653781524	0.8524687549980579	0.051655629139072845	0.331693472090823	2.3218543046357616	1.0	cluster_consensus_marker_source_support	Treg:394; CD4 Naive / T Central Memory:304; CD8 Cytotoxic / T Effector Memory:40; NK Cell:8	CD4 Naive / T Central Memory:414; Treg:191; T Cell:87; CD8 Cytotoxic / T Effector Memory:40	Blood Cell:532; Treg:208; CD4 Naive / T Central Memory:8; MAIT Cell:2	Treg:425; CD4 T Effector Memory:94; Blood Cell:79; CD8 Cytotoxic / T Effector Memory:65	T Cell:659; Blood Cell:73; Lymphoid Cell:20; NK Cell:3	CD4 Naive / T Central Memory:666; CD8 Cytotoxic / T Effector Memory:68; NK Cell:18; MAIT Cell:3	CD4 Naive / T Central Memory:303; Treg:239; not_available:154; CD4 T Effector Memory:59	1082.0	2010.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:6	705	Classical Monocyte	True	Classical Monocyte	2.0064819082370637	0.8842625069768808	1.122219401260183	0.7945712523133868	0.07659574468085106	0.6474164133738602	4.531914893617022	1.0	cluster_consensus_marker_source_support	Classical Monocyte:600; Non-Classical Monocyte:61; CD4 Naive / T Central Memory:36; Myeloid Cell:2	Classical Monocyte:664; Non-Classical Monocyte:31; RBC:9; Conventional DC 2:1	Classical Monocyte:664; Non-Classical Monocyte:31; RBC:9; Blood Cell:1	Classical Monocyte:607; Intermediate Monocyte:55; Blood Cell:25; Non-Classical Monocyte:10	Monocyte:672; Blood Cell:25; DC:5; Granulocyte:3	Classical Monocyte:660; Non-Classical Monocyte:40; Blood Cell:2; RBC:2	not_available:705	1071.0	2153.0	0.0
infection_study_04	T/NK	T_NK_lineage:12	693	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.270079027442207	0.8789808597246687	0.39109816771753825	0.7820960998012201	0.12121212121212122	0.24695938981653262	1.7287157287157287	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:369; CD8 Cytotoxic / T Effector Memory:186; NK Cell:51; Treg:28	CD8 Cytotoxic / T Effector Memory:324; CD4 Naive / T Central Memory:148; CD8 Naive / T Central Memory:111; ydT Cell:29	Blood Cell:592; MAIT Cell:35; CD8 Naive / T Central Memory:24; CD4 Naive / T Central Memory:16	CD8 Cytotoxic / T Effector Memory:283; Blood Cell:148; CD4 Naive / T Central Memory:81; MAIT Cell:49	T Cell:530; Blood Cell:130; NK Cell:30; Lymphoid Cell:3	CD8 Cytotoxic / T Effector Memory:405; CD4 Naive / T Central Memory:180; MAIT Cell:71; NK Cell:37	not_available:477; CD4 T Effector Memory:110; CD4 Naive / T Central Memory:97; Treg:9	867.0	1693.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:7	664	Classical Monocyte	True	Classical Monocyte	2.3105948823937683	0.8175295789662572	1.4930653034275112	0.899250576918683	0.29819277108433734	0.6645869191049915	4.65210843373494	1.0	cluster_consensus_marker_source_support	Classical Monocyte:617; CD4 Naive / T Central Memory:18; Non-Classical Monocyte:15; Conventional DC 2:6	Classical Monocyte:628; RBC:20; Non-Classical Monocyte:12; Conventional DC 2:4	Classical Monocyte:628; RBC:20; Non-Classical Monocyte:12; Blood Cell:4	Classical Monocyte:595; Intermediate Monocyte:29; Blood Cell:22; Neutrophil:10	Monocyte:624; Blood Cell:21; Granulocyte:10; DC:7	Classical Monocyte:621; Non-Classical Monocyte:16; Blood Cell:14; Conventional DC 2:6	not_available:664	1051.0	2049.5	0.0
infection_study_04	T/NK	T_NK_lineage:13	634	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.6961758723498856	0.6990734405727291	0.9971024317771565	0.8558731464345283	0.2192429022082019	0.39499774673276244	2.7649842271293377	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:392; CD4 Naive / T Central Memory:110; NK Cell:100; Blood Cell:13	CD8 Cytotoxic / T Effector Memory:492; NK Cell:70; ydT Cell:32; CD4 Naive / T Central Memory:31	Blood Cell:611; CD4 Naive / T Central Memory:6; NK Cell:6; CD4 T Effector Memory:5	CD8 Cytotoxic / T Effector Memory:402; Blood Cell:101; NK Cell:80; ydT Cell:22	T Cell:451; Blood Cell:94; NK Cell:80; Lymphoid Cell:7	CD8 Cytotoxic / T Effector Memory:467; NK Cell:145; CD4 Naive / T Central Memory:18; MAIT Cell:2	not_available:593; CD4 T Effector Memory:33; CD4 Naive / T Central Memory:8	824.5	1612.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:9	626	Classical Monocyte	True	Classical Monocyte	2.504060523520172	0.8335381840334803	1.6705223394866917	0.94931112482007	0.40415335463258784	0.6980830670926518	4.886581469648562	1.0	cluster_consensus_marker_source_support	Classical Monocyte:616; CD4 Naive / T Central Memory:7; Non-Classical Monocyte:3	Classical Monocyte:621; RBC:3; Non-Classical Monocyte:2	Classical Monocyte:621; RBC:3; Non-Classical Monocyte:2	Classical Monocyte:581; Neutrophil:23; Blood Cell:18; Intermediate Monocyte:3	Monocyte:585; Granulocyte:23; Blood Cell:18	Classical Monocyte:620; Platelet:3; Non-Classical Monocyte:2; Blood Cell:1	not_available:626	1262.0	2275.0	0.0
infection_study_04	T/NK	T_NK_lineage:14	600	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.706885388208337	1.0034841514644106	0.7034012367439264	0.8555075741997396	0.25	0.38785714285714284	2.715	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:378; NK Cell:134; CD4 Naive / T Central Memory:71; Blood Cell:5	CD8 Cytotoxic / T Effector Memory:444; NK Cell:118; ydT Cell:33; CD8 Naive / T Central Memory:3	Blood Cell:593; CD4 T Effector Memory:5; MAIT Cell:2	CD8 Cytotoxic / T Effector Memory:381; NK Cell:135; Blood Cell:65; ydT Cell:11	T Cell:400; NK Cell:135; Blood Cell:65	CD8 Cytotoxic / T Effector Memory:426; NK Cell:158; MAIT Cell:16	not_available:593; CD4 T Effector Memory:7	845.5	1626.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:8	597	Classical Monocyte	True	Classical Monocyte	1.8490385743824436	0.7136925779273855	1.135345996455058	0.8196357986610917	0.1457286432160804	0.5235702321129456	3.66499162479062	1.0	cluster_consensus_marker_source_support	Classical Monocyte:351; CD4 Naive / T Central Memory:134; Non-Classical Monocyte:75; Blood Cell:11	Classical Monocyte:486; Non-Classical Monocyte:74; RBC:15; CD4 Naive / T Central Memory:9	Classical Monocyte:486; Non-Classical Monocyte:74; Blood Cell:18; RBC:15	Classical Monocyte:388; Intermediate Monocyte:69; Blood Cell:63; Non-Classical Monocyte:40	Monocyte:497; Blood Cell:62; Granulocyte:26; DC:12	Classical Monocyte:477; Non-Classical Monocyte:88; Blood Cell:19; Conventional DC 2:12	not_available:597	1211.0	2179.0	0.0
infection_study_04	T/NK	T_NK_lineage:15	596	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.8852063411886457	0.6009101046527194	1.2842962365359263	0.9002559005643521	0.27348993288590606	0.4506232023010546	3.1543624161073827	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:387; CD4 Naive / T Central Memory:102; NK Cell:78; Blood Cell:13	CD8 Cytotoxic / T Effector Memory:514; NK Cell:42; ydT Cell:15; CD4 Naive / T Central Memory:10	Blood Cell:585; CD4 T Effector Memory:7; CD4 Naive / T Central Memory:1; NK Cell:1	CD8 Cytotoxic / T Effector Memory:468; Blood Cell:56; NK Cell:51; Treg:7	T Cell:492; NK Cell:51; Blood Cell:50; Lymphoid Cell:3	CD8 Cytotoxic / T Effector Memory:511; NK Cell:74; CD4 Naive / T Central Memory:6; MAIT Cell:5	not_available:571; CD4 T Effector Memory:23; CD4 Naive / T Central Memory:2	814.5	1588.5	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:10	581	Classical Monocyte	True	Classical Monocyte	2.2580293501493416	0.7972359594113022	1.4607933907380395	0.8893001576530263	0.25645438898450945	0.6592082616179001	4.614457831325301	1.0	cluster_consensus_marker_source_support	Classical Monocyte:516; CD4 Naive / T Central Memory:35; Non-Classical Monocyte:23; NK Cell:2	Classical Monocyte:560; Non-Classical Monocyte:13; RBC:7; Conventional DC 2:1	Classical Monocyte:560; Non-Classical Monocyte:13; RBC:7; Blood Cell:1	Classical Monocyte:507; Intermediate Monocyte:43; Blood Cell:16; Neutrophil:10	Monocyte:551; Blood Cell:16; Granulocyte:10; DC:4	Classical Monocyte:538; Non-Classical Monocyte:17; Blood Cell:12; RBC:9	not_available:581	1010.0	2019.0	0.0
infection_study_04	T/NK	T_NK_lineage:16	577	NK Cell	True	NK Cell	1.2463540015997632	0.9099819582431359	0.3363720433566273	0.5083281924737816	0.10051993067590988	0.37286457043822724	2.610051993067591	1.0	cluster_consensus_marker_source_support	NK Cell:172; CD8 Cytotoxic / T Effector Memory:116; CD4 Naive / T Central Memory:99; T Cell:71	NK Cell:369; CD4 T Cell (ab):128; CD4 Naive / T Central Memory:38; CD8 Cytotoxic / T Effector Memory:36	NK Cell:350; CD4 T Cell (ab):128; Blood Cell:96; CD8 T Cell (ab):3	Lymphoid Cell:498; NK Cell:31; Blood Cell:27; CD8 Cytotoxic / T Effector Memory:18	Lymphoid Cell:498; NK Cell:31; Blood Cell:27; T Cell:21	NK Cell:553; CD8 Cytotoxic / T Effector Memory:17; CD4 Naive / T Central Memory:6; MAIT Cell:1	not_available:458; CD4 Naive / T Central Memory:86; CD4 T Effector Memory:21; Treg:12	1312.0	2203.0	0.0
infection_study_04	T/NK	T_NK_lineage:17	546	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.951754332445264	0.978203836937423	0.973550495507841	0.8719126282358854	0.11904761904761904	0.5641025641025641	3.948717948717949	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:464; CD8 Cytotoxic / T Effector Memory:26; Treg:23; CD8 Naive / T Central Memory:12	CD4 Naive / T Central Memory:433; CD8 Naive / T Central Memory:52; CD8 Cytotoxic / T Effector Memory:44; Treg:9	Blood Cell:320; CD4 Naive / T Central Memory:171; CD8 Naive / T Central Memory:41; Treg:12	CD4 Naive / T Central Memory:272; Blood Cell:86; CD4 T Effector Memory:71; Treg:37	T Cell:454; Blood Cell:79; B Cell:7; NK Cell:4	CD4 Naive / T Central Memory:465; CD8 Cytotoxic / T Effector Memory:52; Plasma Cell:24; NK Cell:3	CD4 Naive / T Central Memory:351; not_available:140; CD4 T Effector Memory:40; Treg:15	811.5	1657.5	0.0
