study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	ref_fraction	raw_fraction	screfmapping_fraction	total_score
infection_study_04	T_NK_lineage	1	CD8 Naive / T Central Memory	4	1421	0.8069550117668564	0.840253342716397	0.9371733368224595	0.5	0.016467276565798734	0.5164672765657987	0.4207060602566608	0.4207060602566608	0.0	0.9866291344123856	0.3324732191727266	0.840253342716397	0.10485573539760731	0.8177339901477833	1.3876799764242504	0.9894440534834623	0.7448979591836733	0.036593947923997186	0.036593947923997186	NKG7;GNLY;GZMB;PRF1	CD4	0.0014074595355383533	0.0	0.0	0.42295799551352214
infection_study_04	T_NK_lineage	1	ydT Cell	5	1421	0.8169397034295245	0.8169397034295245	0.6664375639112868	0.005517241379310344	0.3958479943701618	0.4013652357494722	0.26507232816181464	0.26507232816181464	0.0	0.9064039408866995	0.31785127844241146	0.5313159746657283	0.17804363124560169	0.4524982406755806	1.540486356982234	0.011259676284306826	0.005629838142153413	0.9422941590429276	0.7543983110485573	MS4A1;LST1	NKG7;GNLY	0.0	0.0	0.0	0.26507232816181464
infection_study_04	T_NK_lineage	1	CD4 Naive / T Central Memory	6	1421	0.1549683551534261	0.1832512315270936	0.16045038705137227	0.5	0.3464461646727657	0.6	0.0	0.0	0.0	0.9092188599577762	0.1832512315270936	0.16045038705137227	0.00422237860661506	0.12526389866291343	0.3718366732327625	0.9894440534834623	0.5960591133004924	0.840253342716397	0.6291344123856439	NKG7;GNLY;GZMB;PRF1;FOXP3	CD8A;CD8B	0.05840957072484166	0.0	0.0	0.09345531315974666
infection_study_04	T_NK_lineage	1	Treg	7	1421	0.44820298398336644	0.44820298398336644	0.013370865587614356	0.5	0.04781843771991555	0.5478184377199156	0.0	0.0	0.0	0.8902181562280085	0.1532723434201267	0.013370865587614356	0.0	0.011259676284306826	0.36288979212761735	0.9950738916256158	0.7529908515130189	0.12737508796622096	0.06403940886699507	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7	0.0063335679099225895	0.0063335679099225895	0.0	0.016467276565798734
infection_study_04	T_NK_lineage	1	MAIT Cell	8	1421	0.4278794525555784	0.4278794525555784	0.08937368050668543	0.005517241379310344	0.40232230823363824	0.4078395496129486	0.0	0.0	0.0	0.8881069669247009	0.21333065245802754	0.08937368050668543	0.0	0.08866995073891626	0.516517798412592	0.011259676284306826	0.005629838142153413	0.9753694581280788	0.7314098053014307	MS4A1;LST1	NKG7;GNLY;GZMB	0.003518648838845883	0.0014074595355383533	0.0	0.007037297677691766
infection_study_04	T_NK_lineage	10	NK Cell	1	902	0.9443073548563986	1.0	1.0	0.18961862527716186	0.06568736141906874	0.2553059866962306	0.7446940133037694	0.7446940133037694	0.0	1.0	0.8549057649667405	1.0	0.9046563192904656	0.9844789356984479	1.6731585554338124	0.43237250554323725	0.11507760532150776	0.17073170731707318	0.09645232815964523	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B	0.9855875831485588	0.967849223946785	0.0	3.2894833702882487
infection_study_04	T_NK_lineage	10	CD8 Cytotoxic / T Effector Memory	2	902	0.9177919437018758	0.9977827050997783	1.0	0.045099778270509976	0.4174889135254989	0.46258869179600887	0.5374113082039911	0.5374113082039911	0.0	1.0	0.618826849425519	0.9977827050997783	0.770509977827051	0.9844789356984479	1.521943677603007	0.10199556541019955	0.028824833702882486	0.9866962305986696	0.8098669623059866	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A	0.33370288248337027	0.0	0.0	1.0713359201773835
infection_study_04	T_NK_lineage	10	CD4 T Effector Memory	3	902	0.7348230401900976	0.9855875831485588	1.0	0.04130266075388026	0.43561529933481147	0.47691796008869175	0.5230820399113083	0.5230820399113083	0.0	0.9944567627494457	0.26336536092633656	0.9855875831485588	0.015521064301552107	0.9855875831485588	1.49453025803552	0.09312638580931264	0.026884700665188475	1.0	0.9041019955654102	CCR7;TCF7;LEF1;FOXP3	NKG7;GNLY;GZMB;PRF1	0.0	0.0	0.0	0.5230820399113083
infection_study_04	T_NK_lineage	10	ydT Cell	4	902	0.8182192062512852	0.8182192062512852	0.7760180580887981	0.010443458980044347	0.42879711751662974	0.4392405764966741	0.336777481592124	0.336777481592124	0.0	0.7350332594235033	0.20861049519586103	0.5953436807095344	0.17960088691796008	0.4268292682926829	1.7226975095170547	0.02106430155210643	0.011086474501108647	0.9966740576496674	0.8652993348115299	MS4A1;LST1	NKG7;GNLY	0.0011086474501108647	0.0011086474501108647	0.0	0.33965996496241224
infection_study_04	T_NK_lineage	10	CD4 Naive / T Central Memory	5	902	0.1549683551534261	0.1549683551534261	0.07760532150776053	0.5	0.06568736141906874	0.5656873614190687	0.0	0.0	0.0	0.516629711751663	0.08126385809312639	0.07760532150776053	0.0033259423503325942	0.06873614190687362	0.19111057399426418	1.0	0.7235033259423502	0.17073170731707318	0.09645232815964523	NKG7;GNLY;GZMB;PRF1;FOXP3	CD8A;CD8B	0.036585365853658534	0.0	0.0	0.058536585365853655
infection_study_04	T_NK_lineage	10	Treg	6	902	0.44820298398336644	0.44820298398336644	0.004434589800443459	0.5	0.02793791574279379	0.5279379157427938	0.0	0.0	0.0	0.664079822616408	0.10299334811529932	0.004434589800443459	0.0	0.0033259423503325942	0.22413227582406595	1.0	0.6967849223946784	0.07427937915742794	0.037694013303769404	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7	0.0033259423503325942	0.0033259423503325942	0.0	0.008647450110864745
infection_study_04	T_NK_lineage	10	CD8 Naive / T Central Memory	7	902	0.2960906619142276	0.2960906619142276	0.20620842572062084	0.5	0.002993348115299335	0.5029933481152994	0.0	0.0	0.0	0.5532150776053215	0.10556787386055679	0.20620842572062084	0.02106430155210643	0.15299334811529933	0.3528690662340509	1.0	0.9041019955654102	0.0066518847006651885	0.0066518847006651885	NKG7;GNLY;GZMB;PRF1	CD4	0.0011086474501108647	0.0	0.0	0.0017738359201773836
infection_study_04	T_NK_lineage	10	MAIT Cell	8	902	0.4278794525555784	0.4278794525555784	0.4003094914184887	0.010443458980044347	0.43170731707317067	0.442150776053215	0.0	0.0	0.0	0.5620842572062085	0.11229014887551471	0.2771618625277162	0.0	0.2771618625277162	1.49259051556309	0.02106430155210643	0.011086474501108647	1.0	0.8780487804878048	MS4A1;LST1	NKG7;GNLY;GZMB	0.0	0.0	0.0	0.0
infection_study_04	T_NK_lineage	11	CD8 Cytotoxic / T Effector Memory	1	891	0.7077935430804031	0.8294051627384961	0.9872296397502618	0.1341638608305275	0.13005050505050506	0.26421436588103253	0.7230152738692293	0.7230152738692293	0.0	0.9865319865319865	0.42107948168554227	0.8294051627384961	0.4601571268237935	0.5544332210998878	1.2676615444106993	0.30303030303030304	0.08641975308641976	0.3378226711560045	0.19135802469135804	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A	0.9349046015712682	0.0	0.0	2.2188626363832586
infection_study_04	T_NK_lineage	11	CD4 Naive / T Central Memory	2	891	0.46741837457445107	0.46741837457445107	0.30864197530864196	0.3840224466891134	0.20471380471380468	0.5887362514029181	0.0	0.0	0.0	0.8843995510662177	0.19999999999999998	0.30864197530864196	0.030303030303030304	0.2547699214365881	0.6951158873894008	0.8226711560044894	0.32457912457912463	0.5207631874298541	0.3232323232323232	NKG7;GNLY;GZMB;PRF1;FOXP3	CD8A;CD8B	0.48597081930415265	0.0	0.008978675645342313	0.788327721661055
infection_study_04	T_NK_lineage	11	CD4 T Effector Memory	3	891	0.7408321337994379	0.8496071829405163	0.9222078678713104	0.1308641975308642	0.30765993265993263	0.43852413019079683	0.48368373768051354	0.48368373768051354	0.0	0.9753086419753086	0.29168225464521763	0.8496071829405163	0.06958473625140292	0.8372615039281706	1.2904027397231765	0.2962962962962963	0.0830527497194164	0.8226711560044894	0.40572390572390576	CCR7;TCF7;LEF1;FOXP3	NKG7;GNLY;GZMB;PRF1	0.010101010101010102	0.0	0.11784511784511785	0.6412594952562711
infection_study_04	T_NK_lineage	11	NK Cell	4	891	0.6818836109397491	0.7384960718294051	0.7984843407130613	0.35370145903479233	0.20471380471380468	0.5584152637485971	0.24006907696446422	0.24006907696446422	0.0	0.8967452300785634	0.3164983164983165	0.7384960718294051	0.32435465768799104	0.5544332210998878	1.2399530755346244	0.7856341189674523	0.25072951739618404	0.5207631874298541	0.3232323232323232	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B	0.12794612794612795	0.11560044893378227	0.0	0.5603833306120513
infection_study_04	T_NK_lineage	11	CD8 Naive / T Central Memory	5	891	0.7001393744145132	0.7001393744145132	0.621647802777747	0.40187429854096524	0.028787878787878786	0.43066217732884404	0.19098562544890296	0.19098562544890296	0.0	0.9382716049382716	0.26798852724778643	0.6161616161616161	0.12906846240179573	0.47586980920314254	1.0219447464645237	0.8226711560044894	0.40572390572390576	0.06397306397306397	0.06397306397306397	NKG7;GNLY;GZMB;PRF1	CD4	0.003367003367003367	0.0	0.0	0.19637283083610835
infection_study_04	T_NK_lineage	11	Treg	6	891	0.44820298398336644	0.44820298398336644	0.013468013468013467	0.4148316498316499	0.09983164983164983	0.5146632996632997	0.0	0.0	0.0	0.7485970819304153	0.11402918069584737	0.013468013468013467	0.0	0.010101010101010102	0.36439825033989487	0.8484848484848485	0.4200336700336701	0.26374859708193044	0.13804713804713806	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7	0.03928170594837262	0.03928170594837262	0.0	0.1021324354657688
infection_study_04	T_NK_lineage	11	ydT Cell	7	891	0.39928484931569447	0.39928484931569447	0.3679366241349712	0.010572390572390573	0.27920875420875424	0.2897811447811448	0.07815547935382638	0.07815547935382638	0.0	0.7665544332210998	0.2115600448933782	0.3569023569023569	0.08529741863075196	0.23007856341189675	1.0441370689304572	0.02132435465768799	0.011223344556677891	0.6980920314253648	0.4652076318742986	MS4A1;LST1	NKG7;GNLY	0.006734006734006734	0.006734006734006734	0.0	0.09566389686224389
infection_study_04	T_NK_lineage	11	MAIT Cell	8	891	0.4278794525555784	0.4278794525555784	0.08305274971941638	0.010572390572390573	0.28277216610549943	0.29334455667789	0.0	0.0	0.0	0.8069584736251403	0.19031585698252362	0.08305274971941638	0.001122334455667789	0.08305274971941638	0.4836632916909765	0.02132435465768799	0.011223344556677891	0.7418630751964085	0.4014216236438459	MS4A1;LST1	NKG7;GNLY;GZMB	0.029180695847362513	0.012345679012345678	0.0	0.0590347923681257
infection_study_04	T_NK_lineage	12	CD8 Cytotoxic / T Effector Memory	1	800	0.6905088308542966	0.875	0.9591296064773471	0.2607625	0.1258125	0.386575	0.5725546064773471	0.5725546064773471	0.0	0.99625	0.4597727272727273	0.875	0.43	0.74	1.3365184259093887	0.57875	0.18562499999999998	0.3275	0.18375	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A	0.9325	0.0	0.0	2.0645546064773472
infection_study_04	T_NK_lineage	12	CD4 T Effector Memory	2	800	0.9071332282313158	0.93375	1.0	0.24626250000000002	0.24792187499999999	0.494184375	0.505815625	0.505815625	0.0	0.99625	0.39499999999999996	0.93375	0.21375	0.9175	1.4167140640308253	0.55	0.169375	0.68375	0.2853125	CCR7;TCF7;LEF1;FOXP3	NKG7;GNLY;GZMB;PRF1	0.015	0.0	0.1375	0.694815625
infection_study_04	T_NK_lineage	12	CD8 Naive / T Central Memory	3	800	0.8580208833139122	0.85875	0.9632169920576482	0.32259375	0.01575	0.33834375	0.6248732420576482	0.6248732420576482	0.0	0.99625	0.4411111111111111	0.85875	0.39375	0.74	1.4178679682305928	0.68375	0.2853125	0.035	0.035	NKG7;GNLY;GZMB;PRF1	CD4	0.03	0.0	0.0	0.6728732420576482
infection_study_04	T_NK_lineage	12	CD4 Naive / T Central Memory	4	800	0.7006591724358535	0.7006591724358535	0.5648432438630522	0.31004	0.3264375	0.6	0.0	0.0	0.0	0.975	0.31712500000000005	0.52375	0.06	0.48	1.1643729754522087	0.68375	0.22825	0.78625	0.60375	NKG7;GNLY;GZMB;PRF1;FOXP3	CD8A;CD8B	0.33375	0.0	0.01125	0.5475
infection_study_04	T_NK_lineage	12	ydT Cell	5	800	0.39928484931569447	0.415	0.46736808645899547	0.0388625	0.21075	0.2496125	0.21775558645899548	0.21775558645899548	0.0	0.8675	0.27416666666666667	0.415	0.12625	0.3175	1.209472345835982	0.07875	0.040625	0.53875	0.3275	MS4A1;LST1	NKG7;GNLY	0.01625	0.01625	0.0	0.26000558645899546
infection_study_04	T_NK_lineage	12	NK Cell	6	800	0.6140242648570842	0.61625	0.6256102835001052	0.41832499999999995	0.3264375	0.6	0.02561028350010519	0.02561028350010519	0.0	0.7575	0.239375	0.61625	0.24	0.395	1.0374411340004208	0.8975	0.35125000000000006	0.78625	0.60375	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B	0.07125	0.06875	0.0	0.2083602835001052
infection_study_04	T_NK_lineage	12	Treg	7	800	0.44820298398336644	0.44820298398336644	0.02125	0.4178	0.19125	0.6	0.0	0.0	0.0	0.865	0.153875	0.02125	0.0	0.01625	0.48523260559069575	0.87875	0.38125	0.5	0.275	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7	0.0525	0.0525	0.0	0.1365
infection_study_04	T_NK_lineage	12	MAIT Cell	8	800	0.4278794525555784	0.4278794525555784	0.0875	0.0388625	0.211375	0.2502375	0.0	0.0	0.0	0.9375	0.2758928571428571	0.0875	0.0	0.085	0.5067789085444983	0.07875	0.040625	0.57375	0.26166666666666666	MS4A1;LST1	NKG7;GNLY;GZMB	0.04125	0.02	0.0	0.08600000000000001
infection_study_04	T_NK_lineage	13	CD8 Cytotoxic / T Effector Memory	1	795	0.77396211757717	0.9345911949685535	1.0	0.4060377358490566	0.2822641509433962	0.6	0.4	0.4	0.0	0.9987421383647799	0.562149799885649	0.9345911949685535	0.6088050314465409	0.7522012578616353	1.42651247121722	0.8566037735849057	0.36603773584905663	0.7044025157232704	0.4729559748427673	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A	0.9320754716981132	0.0	0.0	1.8913207547169812
infection_study_04	T_NK_lineage	13	CD4 Naive / T Central Memory	2	795	0.8341672949939453	0.8341672949939453	1.0	0.47406792452830193	0.19660377358490566	0.6	0.4	0.4	0.0	0.9937106918238994	0.5194968553459118	0.810062893081761	0.3660377358490566	0.6440251572327044	1.7889631304460076	0.9459119496855346	0.5210062893081762	0.49056603773584906	0.329559748427673	NKG7;GNLY;GZMB;PRF1;FOXP3	CD8A;CD8B	0.5685534591194968	0.0	0.0025157232704402514	1.312704402515723
infection_study_04	T_NK_lineage	13	NK Cell	3	795	0.7730253387255238	0.8855345911949686	1.0	0.4153106918238994	0.19660377358490566	0.6	0.4	0.4	0.0	0.9710691823899371	0.5517295597484277	0.8855345911949686	0.5660377358490566	0.7522012578616353	1.483536002915627	0.889308176100629	0.3516981132075472	0.49056603773584906	0.329559748427673	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B	0.30062893081761005	0.2981132075471698	0.0	1.1791194968553458
infection_study_04	T_NK_lineage	13	CD8 Naive / T Central Memory	4	795	0.838748372061142	0.8503144654088051	1.0	0.5	0.10698113207547169	0.6	0.4	0.4	0.0	0.9924528301886792	0.5122292103424179	0.8503144654088051	0.4628930817610063	0.6440251572327044	1.404100515808427	0.9459119496855346	0.649685534591195	0.23773584905660378	0.23773584905660378	NKG7;GNLY;GZMB;PRF1	CD4	0.033962264150943396	0.0	0.0	0.45433962264150946
infection_study_04	T_NK_lineage	13	CD4 T Effector Memory	5	795	0.8546393401421162	0.8546393401421162	0.9145309721433559	0.40541509433962264	0.38122641509433963	0.6	0.3145309721433559	0.3145309721433559	0.0	0.9937106918238994	0.42236198462613556	0.8440251572327044	0.2050314465408805	0.7911949685534592	1.2820232596426058	0.8566037735849057	0.36320754716981135	0.9459119496855346	0.649685534591195	CCR7;TCF7;LEF1;FOXP3	NKG7;GNLY;GZMB;PRF1	0.010062893081761006	0.0	0.02012578616352201	0.3547825444703999
infection_study_04	T_NK_lineage	13	ydT Cell	6	795	0.39928484931569447	0.4817610062893082	0.5816264991524804	0.019723270440251572	0.3494339622641509	0.3691572327044025	0.21246926644807795	0.21246926644807795	0.0	0.8641509433962264	0.3020964360587002	0.4817610062893082	0.1509433962264151	0.27672955974842767	1.3994619714526888	0.04025157232704402	0.02012578616352201	0.8515723270440252	0.6264150943396227	MS4A1;LST1	NKG7;GNLY	0.005031446540880503	0.005031446540880503	0.0	0.22555102745436725
infection_study_04	T_NK_lineage	13	Treg	7	795	0.44820298398336644	0.44820298398336644	0.0897131762353723	0.48850314465408806	0.3006603773584906	0.6	0.0	0.0	0.0	0.89937106918239	0.18465408805031444	0.061635220125786164	0.006289308176100629	0.04025157232704402	1.1123118244383445	0.9534591194968554	0.5735849056603775	0.7534591194968554	0.49748427672955975	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7	0.08176100628930817	0.08176100628930817	0.0012578616352201257	0.21408805031446543
infection_study_04	T_NK_lineage	13	MAIT Cell	8	795	0.4278794525555784	0.4278794525555784	0.3935307027435233	0.019723270440251572	0.35893081761006285	0.3786540880503144	0.01487661469320889	0.01487661469320889	0.0	0.9723270440251572	0.3336927223719677	0.2742138364779874	0.0025157232704402514	0.2729559748427673	1.4772674650621436	0.04025157232704402	0.02012578616352201	0.889308176100629	0.6142557651991615	MS4A1;LST1	NKG7;GNLY;GZMB	0.00880503144654088	0.007547169811320755	0.0	0.03651183481899505
infection_study_04	T_NK_lineage	14	NK Cell	1	762	0.8981195878173053	0.968503937007874	1.0	0.2279685039370079	0.13474409448818897	0.3627125984251969	0.6372874015748031	0.6372874015748031	0.0	1.0	0.7324475065616798	0.968503937007874	0.7952755905511811	0.8490813648293963	1.6209824096340522	0.505249343832021	0.16351706036745406	0.35170603674540685	0.19488188976377951	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B	0.8805774278215223	0.7349081364829396	0.0	2.7811194225721785
infection_study_04	T_NK_lineage	14	CD8 Cytotoxic / T Effector Memory	2	762	0.8851874700116527	0.9553805774278216	1.0	0.03618766404199475	0.37411417322834645	0.4103018372703412	0.5896981627296588	0.5896981627296588	0.0	1.0	0.5763540921021236	0.9553805774278216	0.6666666666666666	0.8490813648293963	1.4579083951947218	0.08136482939632546	0.023950131233595802	0.8937007874015748	0.7066929133858267	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A	0.32808398950131235	0.0	0.0	1.1146325459317585
infection_study_04	T_NK_lineage	14	ydT Cell	3	762	0.8453800808828569	0.8453800808828569	0.8374420083544678	0.007073490813648294	0.39301181102362204	0.4000853018372703	0.4373567065171975	0.4373567065171975	0.0	0.7690288713910761	0.2653105861767279	0.631233595800525	0.25984251968503935	0.38713910761154857	1.8248336502157716	0.014435695538057743	0.007217847769028871	0.937007874015748	0.7460629921259843	MS4A1;LST1	NKG7;GNLY	0.005249343832020997	0.005249343832020997	0.0	0.4510050004804521
infection_study_04	T_NK_lineage	14	CD4 T Effector Memory	4	762	0.5848927273973542	0.8175853018372703	0.8781685432407289	0.034475065616797904	0.4243602362204724	0.45883530183727034	0.41933324140345857	0.41933324140345857	0.0	0.9501312335958005	0.25240594925634297	0.8175853018372703	0.03412073490813648	0.8136482939632546	1.2423329656138347	0.07742782152230972	0.022965879265091863	0.9986876640419947	0.8316929133858268	CCR7;TCF7;LEF1;FOXP3	NKG7;GNLY;GZMB;PRF1	0.0	0.0	0.0	0.41933324140345857
infection_study_04	T_NK_lineage	14	CD4 Naive / T Central Memory	5	762	0.1549683551534261	0.1549683551534261	0.08792650918635171	0.5	0.13474409448818897	0.6	0.0	0.0	0.0	0.6535433070866141	0.11706036745406825	0.08792650918635171	0.011811023622047244	0.045931758530183726	0.21362619368048785	0.9986876640419947	0.6653543307086615	0.35170603674540685	0.19488188976377951	NKG7;GNLY;GZMB;PRF1;FOXP3	CD8A;CD8B	0.15091863517060367	0.0	0.0	0.24146981627296588
infection_study_04	T_NK_lineage	14	Treg	6	762	0.44820298398336644	0.44820298398336644	0.011811023622047244	0.5	0.023425196850393702	0.5234251968503937	0.0	0.0	0.0	0.6640419947506562	0.11994750656167981	0.011811023622047244	0.0	0.009186351706036745	0.3386694343272384	0.9881889763779528	0.6791338582677166	0.06167979002624672	0.03280839895013123	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7	0.009186351706036745	0.009186351706036745	0.0	0.023884514435695538
infection_study_04	T_NK_lineage	14	CD8 Naive / T Central Memory	7	762	0.2960906619142276	0.38320209973753283	0.38320209973753283	0.5	0.015944881889763778	0.5159448818897637	0.0	0.0	0.0	0.7335958005249343	0.16054243219597553	0.38320209973753283	0.023622047244094488	0.3425196850393701	0.6417365896504846	0.9986876640419947	0.8316929133858268	0.03543307086614173	0.03543307086614173	NKG7;GNLY;GZMB;PRF1	CD4	0.0013123359580052493	0.0	0.0	0.002099737532808399
infection_study_04	T_NK_lineage	14	MAIT Cell	8	762	0.4278794525555784	0.4278794525555784	0.22469152799790473	0.007073490813648294	0.4127952755905512	0.41986876640419946	0.0	0.0	0.0	0.6404199475065617	0.13573303337082865	0.20078740157480315	0.0	0.19816272965879264	1.0956165056924063	0.014435695538057743	0.007217847769028871	0.9803149606299213	0.7913385826771654	MS4A1;LST1	NKG7;GNLY;GZMB	0.0	0.0	0.0	0.0
